3382;9853;3585;6088;3016
5336;5870;5719;3406;1961
77;171;7820;6113;9786
7092;7414;3485;9234;4711
2026;8502;8703;8210;2779
9598;5393;5193;6086;6466
3242;6138;7348;9951;1406
585;6059;6683;3630;6030
1074;5563;6149;3488;7499
7327;241;2595;8864;6412
8638;583;6990;8630;9888
2093;6117;4755;9328;129
5876;6099;8824;5747;5253
4379;1753;6264;9589;6810
5433;3911;5931;537;3384
9222;7041;1877;2354;8777
5083;4721;9687;1363;777
9098;9151;991;3572;3454
3433;4051;8894;6630;5972
3262;4611;3580;6067;6192
6261;1584;5417;73;629
2096;2669;1870;2867;2031
815;2977;3946;337;1011
4231;639;6611;6376;1709
4059;4582;6428;4485;7490
3342;356;4433;9731;451
9731;5368;5938;6108;424
108;8706;8103;391;5776
3601;7899;8895;6238;1682
1009;8903;5733;8289;1088
763;3451;1074;3133;6767
1827;3565;6102;4234;6842
6090;2849;8579;331;5032
9890;9137;3140;9632;4728
9512;2412;6190;5830;6839
1305;8795;2972;2648;7916
9998;4460;2647;7256;9266
5837;5277;5760;9051;5320
5950;8491;5996;3267;799
2761;7953;1656;933;6252
1743;5070;8871;7213;1146
140;8747;8522;3012;556
8335;149;5120;5671;751
1624;7119;4897;179;8081
9662;3507;2636;517;1880
5084;2445;8749;2404;4990
2139;1318;5852;2246;639
7837;1926;1590;1182;8190
1913;3367;8080;1332;2667
6505;1834;7832;1471;9321
6540;8140;7290;657;662
782;4206;6452;5398;955
3303;6919;2128;9953;8359
8298;9423;1421;2982;2479
7197;4215;2619;1822;5303
1654;175;4603;5222;3230
3289;9035;5457;8238;8780
8372;9283;6662;5893;7281
9006;545;7747;7518;3997
67;3817;5984;8480;2877
1609;5935;3869;2442;2285
9071;6038;333;6370;6767
9804;9705;3477;4668;9539
40;9649;8184;2543;613
8176;4087;8815;8018;4512
267;7985;7026;8244;5564
5683;9126;5382;5805;7859
5978;1877;7081;5279;6309
3033;7681;6400;9155;4805
3598;9088;9788;2019;7557
1576;970;9315;7414;3016
4705;7106;1508;9588;4359
137;2271;4431;7207;4071
3054;5677;1310;8966;5865
1715;1208;1589;5227;7027
247;9121;7887;6484;3932
892;9201;8148;1239;9919
9738;5559;9285;5981;9895
9980;1957;8205;5839;5348
6083;2257;6914;9420;3607
4043;719;4225;6033;8544
8352;9278;8931;6105;8094
6821;6086;5978;6929;5095
3164;5536;6261;647;5171
6351;4104;3370;1582;3323
4827;3802;3506;3371;9960
2685;1351;3424;2528;4960
5862;1050;5576;1745;8429
3646;508;2852;94;2505
9682;520;1724;4139;9779
3593;7904;1138;4887;4763
7234;580;7361;4317;7057
9361;3997;7226;6063;3908
8484;4934;8661;4164;4973
3416;9945;9908;6369;5731
1991;9808;1630;2376;8340
9373;6483;5639;1683;2086
9343;6154;2649;5075;5775
8116;9966;5693;1512;2662
2543;7181;7927;7453;3201
6393;7305;317;9338;705
6259;8310;5085;9508;9296
2651;352;9438;2410;6046
9124;5255;7657;260;6120
3811;7131;1474;8494;8576
101;676;9939;8682;644
6665;2410;7847;7109;9004
8675;5831;8742;2301;4949
9677;7297;8142;731;6909
5524;3701;7614;2872;7596
4080;697;635;7579;2836
8113;8552;1682;8285;6746
6226;4654;469;2607;4454
8815;2096;5651;9904;4932
4198;9337;2695;782;2114
8780;144;9087;9287;5379
6952;8620;4445;2503;7243
8055;2611;1387;4186;7315
8762;5791;5098;4379;1852
6441;6814;6726;4693;6404
7954;1791;7457;2826;3013
8747;3254;2434;7936;6383
8559;6399;4037;7159;4468
8757;7033;7972;6188;3673
9491;3768;8852;6656;8435
3178;2542;4198;6660;8861
8471;156;8842;4435;4766
4363;3893;8482;3655;3360
9594;306;5816;4899;5791
7517;3939;6561;6983;6383
2456;3998;7737;6458;7351
8912;6314;4582;1681;3484
8295;6894;1880;5088;1702
9526;2185;6347;6027;3288
2186;5566;8879;6512;6761
1003;794;7125;4818;3251
2635;7670;8259;3319;9008
1659;9042;7619;7836;588
5856;508;1629;3620;8836
9015;6759;1454;9046;504
6447;6005;6213;9579;7802
9979;7526;7325;7874;7847
4809;2056;3623;93;393
2128;5456;7740;9216;1768
7829;8404;2913;7072;6329
8727;254;9903;497;3334
9246;7103;7021;5045;2341
9228;6359;3733;739;7719
2921;7508;7472;2339;9390
6611;8587;2180;1395;6286
9951;8647;3109;6295;3239
5478;8685;4188;5334;7289
4347;2848;3835;5099;9063
8891;6880;1116;9498;2409
318;9809;9048;4540;1501
3650;315;6848;3452;9427
8152;2696;9795;6651;5073
3836;8089;7354;2661;6147
3690;9120;769;1706;4713
6898;3978;1844;4197;341
545;1208;9675;1397;2522
8155;5422;7437;2762;713
3978;9928;387;7576;3382
8855;5929;8002;4231;8490
9455;1611;6577;9771;8977
3574;3403;3606;2384;3945
3440;577;3569;9876;7301
9274;193;5696;6723;8665
6917;3281;3175;4710;6408
1412;7846;375;4186;932
8057;7205;5054;5212;898
1611;3544;3011;2282;2444
2035;150;5665;9301;1615
7373;5812;6306;428;3276
3225;1529;810;2149;798
5392;4842;7880;7865;850
244;2468;2296;6849;3448
174;9707;8728;2928;1302
6528;2914;6788;5584;766
5805;2288;2597;3859;2599
7419;7021;2672;4483;6484
2451;5299;7655;854;8185
2976;892;8197;8112;1902
3155;7930;4292;136;2773
6561;7560;1643;7533;9833
1319;1927;3201;3217;281
7833;9127;6699;7672;7116
3205;3433;8574;8640;7356
7364;6013;1945;8359;2701
2019;440;6044;3147;9806
4361;16;1944;5780;7372
4861;2388;3697;3156;5440
4147;1683;148;3530;9893
5383;5058;6364;982;9655
9544;6912;1701;7853;9679
6342;585;6326;4075;3557
5367;7194;2603;9251;4419
7464;7348;4199;6430;5699
6062;3667;2644;6722;5514
1144;1111;6758;8666;1197
3340;4211;162;1954;4192
4623;1956;573;9881;7758
8019;4362;4606;8748;9505
5302;2565;4698;3497;3354
9151;1234;4085;8542;1638
586;4762;5119;3691;5585
4001;7219;7877;8680;7871
799;2428;4854;7397;3611
6558;3416;3651;6500;8325
8816;3909;6812;2016;9952
1293;7789;8215;1211;1183
4977;7005;4427;6722;4600
2904;5084;4620;3061;7125
6826;7435;8923;6220;8626
2140;9634;590;1203;1537
774;3010;8762;9398;8954
7363;6665;3886;9902;939
3947;2888;4189;5541;1262
9254;1267;9956;775;7023
4309;9667;6748;7183;1865
7596;6701;1435;3122;2922
4365;1666;9576;2063;8299
3034;805;4151;7724;1824
2166;1053;5270;2549;8318
5115;1789;905;8987;5186
4627;3164;3543;902;6213
1717;4768;8024;5674;4912
5416;229;5440;8383;8872
7996;5904;7066;6250;6144
9781;4767;8057;3960;9336
5078;9398;1521;3150;1757
4967;7754;5881;2454;4999
1400;2367;1515;3356;3854
4363;943;8266;9012;6503
2340;1840;4222;9176;8440
2720;3154;8552;9960;7344
7983;6825;2840;8525;5823
8688;2876;2346;4055;5423
5465;3379;7194;707;5611
7735;4395;417;6480;9029
6871;2776;6255;1411;345
85;5550;2512;8705;1570
5662;2843;4367;5236;3137
6199;7967;3887;5372;4939
2325;2915;1294;1581;497
951;4523;6442;9485;4870
6938;7726;1714;1166;263
2809;2896;5947;529;8324
6434;7259;3216;7535;2306
4508;1528;5384;3775;6645
5900;2387;3084;5952;8716
9390;8152;160;9511;6579
8573;5017;7303;6305;89
2362;8584;6027;1048;7426
9571;8270;2209;3157;7765
7770;6547;3925;2188;1286
529;9486;7616;8461;7408
7666;1996;3199;3342;8406
3387;2180;2887;7272;6889
7064;1000;7227;4554;5451
2417;8803;9169;7221;353
7240;2663;4397;3110;3422
6125;1594;4447;3911;3603
6916;695;1786;1074;6846
2551;909;4522;6565;5695
7774;2394;3686;2168;8916
8661;2729;6235;1740;9380
5740;6200;7591;2761;4704
8424;199;3272;2981;3676
2704;1937;8740;9065;9740
8558;7619;128;7036;6736
6369;8853;433;4044;2716
2144;5270;1422;6441;9635
8562;1887;1088;6800;6778
3473;7664;8289;5072;3723
3768;4342;6160;6319;1735
9003;9827;6490;4789;5585
3795;6901;6622;4721;5237
5811;2582;2772;2585;2192
7884;8232;1942;3132;9939
7536;5824;842;4661;3578
3005;4854;4642;4364;4469
4601;4242;5280;7396;625
2831;8277;2517;9084;9571
8631;1955;1344;9259;2521
9670;1333;3730;8232;9239
7432;509;479;5492;9638
5244;9009;7493;9989;9860
8194;271;7846;9126;4092
5872;9054;3500;1537;8977
9954;2702;74;5200;9920
9069;9799;1485;8468;4691
3027;3076;1605;9039;9898
5220;9124;3115;3925;6863
9095;7779;6012;6706;3020
8170;6903;6599;1325;9305
5451;8985;3322;1512;3369
8247;437;7946;3427;684
5456;9319;5067;4468;6874
3286;330;9244;2354;6738
1420;1569;7990;7063;6230
832;7618;9279;3260;915
4630;463;1093;7421;245
6631;7549;3448;5862;4829
6668;8548;3024;9392;72
1750;4767;892;1129;3011
2065;7879;8037;2060;3222
1424;9094;2258;9479;310
1998;4466;9181;8202;9910
5934;8224;9777;9975;5329
4919;3925;386;6587;7424
6770;6410;9584;956;7703
3103;8855;7017;1574;6992
1012;8034;3312;9665;4210
3055;2875;6235;377;1600
7671;356;8761;7995;36
8178;9348;7564;4450;2653
4841;7830;7015;7072;8155
780;8027;3242;5141;6342
4182;3824;778;5608;8725
6403;380;3916;1177;2021
9789;457;4614;441;7429
1878;8596;5837;3958;6822
1779;4867;2733;1018;3784
1431;4605;3991;6505;2616
5613;572;9245;1689;5752
2923;86;7339;2587;9568
3341;5397;2908;7703;5992
5355;7176;5446;9777;6156
4248;6149;7264;9125;6006
8304;7083;3805;3542;6535
1230;2553;7641;5058;3425
675;8667;3795;1852;897
2584;5669;2846;8806;1863
5658;3767;1530;2289;1337
4025;2962;1364;6085;7281
2299;6315;6887;7357;8366
3499;103;3489;1480;5002
2990;273;3824;4847;8225
2834;3649;7314;9752;7550
9884;9400;6986;9356;5333
1229;3456;1367;1865;2158
7741;3374;9068;964;6958
3934;6260;5549;2026;4311
5609;1779;4792;6905;1508
6417;6214;842;1931;693
163;4604;6780;4172;7755
1285;1744;235;7050;7922
6423;7438;2234;9870;2448
6053;3232;6028;20;2414
6335;2042;5366;5595;9564
1881;5542;946;9049;13
7916;5465;9897;1068;9085
2415;1831;2279;6682;6392
7113;6340;133;8335;3311
9874;2606;5040;6085;3473
3371;2602;3890;4326;8107
2184;1363;6247;9906;5070
8363;2711;985;667;9024
8360;1006;2631;8953;2106
4767;4001;3803;7996;545
2831;1670;5910;7528;2870
8220;8232;1073;6739;6436
298;7511;934;5072;3779
1947;5877;9554;995;3196
5316;7637;3135;2018;7429
1317;161;8903;4430;6803
5820;6959;8994;7720;7384
6698;6051;2744;1241;1251
8649;4226;206;42;696
2572;621;4661;8408;3167
523;9872;5218;6690;5451
38;5584;7718;4117;6164
2291;5021;4768;8625;6674
4319;9533;2728;1379;8565
7767;5693;2598;6931;8713
2457;2155;7942;7301;4711
1571;8170;4224;1080;5224
9826;1283;6191;3880;6102
5393;2557;4945;578;4882
2954;6298;6215;3232;4494
2172;6344;9370;7984;7637
9398;3885;800;3860;8972
4598;9506;9238;7067;4460
40;3684;7656;9469;7112
7346;3574;4837;5140;467
8516;6952;9090;7506;7977
1411;4965;4939;529;1774
6305;5894;1302;1687;4985
2232;4641;9326;7467;9555
5777;5230;3880;9271;3179
7689;8781;2889;8394;1298
3776;4701;5759;880;7370
3812;8797;8964;1509;3900
