3068;2636;6272;4494;4365;2896;2784
1604;7647;9243;9246;7006;9359;1084
1061;4582;2257;4226;9965;911;1054
3328;432;4229;6850;8182;7145;323
8463;5644;821;299;9771;2801;7935
6070;1512;1533;5485;6917;8938;4822
9522;8092;3087;4171;4416;6749;615
171;5963;3822;6685;657;7309;250
6380;3154;787;6944;3895;3922;9008
6187;2620;3399;6067;7684;4811;2735
4512;6165;1935;4318;247;5043;5151
7622;2742;6560;4256;9077;965;6421
3583;7305;8394;9842;4758;4231;407
9728;2919;3733;6635;1115;5688;599
3887;8233;4586;3872;765;2924;6
9232;7342;567;2714;236;3367;3746
4071;4161;9072;8084;2083;4026;150
5243;1797;7806;1535;5165;5106;1284
2198;8599;5877;3809;5339;9023;3697
1014;5106;6050;9969;7766;8902;1549
9653;9750;4216;9086;6336;4113;8404
9326;3725;3053;1215;7208;3823;8618
3611;8353;4398;9942;3353;1930;7919
7689;7428;4097;9470;9803;7804;9945
7210;1354;7946;6991;1116;2078;4419
8237;705;701;9472;8509;7090;8851
3584;6585;7827;9293;454;2857;9783
6711;5452;5607;3478;7032;8412;6332
2390;5169;9529;2228;3488;8276;7158
4498;3063;2066;4923;8804;6583;4050
2497;3907;9165;8959;494;5961;5315
3419;3593;2697;2060;6707;3786;1572
4009;3180;6347;5324;389;5321;9578
6799;6177;374;3306;8656;322;4794
3912;6355;7952;8885;9525;4534;9197
5949;604;1031;4584;9305;326;2600
5755;9552;629;3407;989;4811;4932
9622;596;65;5040;2471;3156;4360
7017;3057;6155;5404;8826;3940;5309
5390;1265;1175;739;5529;7274;1565
8150;3238;1883;7183;217;9400;6228
9229;9296;1731;1722;5925;9324;3617
5068;9485;3372;5027;6931;6795;8674
358;1146;372;2291;8347;6614;2600
670;3785;19;5399;320;3216;2107
7538;8636;927;3698;3134;2832;5544
8056;1058;3355;3311;9340;5915;7609
5128;9565;8261;9437;3896;4383;1566
6716;2092;2994;986;1619;777;9792
6123;7632;5563;6965;8394;1575;2766
2069;1921;300;6973;2826;97;9340
3359;7796;3693;2319;1594;7473;4343
2663;6936;9012;2896;1824;9808;1150
7906;5968;7632;2644;301;9832;7891
9967;1321;3200;9492;2581;3193;344
4420;8114;6319;1496;8326;8530;6005
2331;8976;5259;2318;7730;84;8536
5089;5740;9192;2968;1190;5831;7873
9919;1608;3598;7278;6885;5824;5053
4314;8622;798;4114;4759;7820;2773
9932;9192;4916;1147;9009;2654;8974
6886;7716;6284;8345;2998;6901;9209
6927;5857;7283;8147;4469;2498;3447
8039;814;4005;4754;2607;5566;4758
8297;3;936;6642;2057;8554;6494
7834;2372;5043;9933;305;683;3795
1362;8207;6767;8689;9633;7974;9145
4075;9665;447;3440;9317;2009;796
8313;6635;9154;6954;3463;4358;9457
3632;96;6638;5399;8961;5532;9954
2051;9995;7944;2463;345;8566;4559
6201;8088;2282;2234;6297;7589;241
5494;1815;6578;6407;1881;5970;3295
2846;1729;6364;6443;2481;9451;3849
9254;234;1253;5091;6811;1048;1911
7647;3620;3270;4824;3084;2186;6426
8353;3709;4656;4320;3273;2434;8743
7002;1404;1836;3326;470;5864;2070
8069;6012;6422;8668;9147;8852;7319
2056;4853;8220;5061;714;732;5967
5440;9662;5402;5967;6463;5850;4533
9573;2014;5715;7871;4130;8657;7387
4414;310;3881;1114;7669;8096;2339
4720;5897;9561;410;3546;1950;6130
439;9435;1214;8921;9078;8117;6958
782;2801;6688;7005;5818;5080;9122
2803;8679;1381;9004;8346;1181;2629
4652;1185;8622;2378;1072;6842;8650
9260;5578;6442;8384;2426;7601;9765
6737;2053;5002;7141;5338;233;2670
3019;7798;3656;7527;9342;5389;9774
6716;8559;6725;963;3990;8671;2073
3444;5419;6728;8537;6833;3723;5116
5499;8189;5621;9485;6057;8417;5220
5944;6377;9853;6729;5883;81;5781
6154;8636;9685;7029;9487;455;2115
8915;2757;5651;4853;8537;6841;6336
1578;1161;4061;1037;1976;8372;5926
2573;9673;9834;8884;3432;3740;563
6256;3810;5006;8522;5562;2364;7870
7770;4968;9424;6297;6723;524;8670
2590;5637;4119;7855;8397;3097;9195
2119;8020;1759;8044;8232;7996;8574
2357;4271;6780;191;90;5645;1
1620;4454;3464;9673;7273;3139;3308
6173;4603;9767;1305;1920;2491;8220
9782;1815;9318;317;1825;9927;4482
8899;875;4163;6535;4556;2356;8423
4799;1272;551;7209;280;2259;3122
5485;4925;5786;5522;7582;9934;4455
3689;5716;1266;2083;3648;866;645
5898;6013;425;4782;5091;6523;8696
2488;4564;1451;3654;5412;3745;9655
2460;7711;4597;7455;9004;9541;9344
1110;8447;9535;4815;5165;3213;6355
4489;3575;7839;9656;366;5588;9716
6778;2249;3620;3730;9520;5813;1235
4132;3888;605;4914;9932;1091;896
7112;2110;1481;3251;5425;609;1333
2479;8018;821;7469;6794;5696;5869
5221;4127;6815;3546;6336;4636;4430
9071;735;3227;110;5032;4853;6155
8050;9805;8080;1241;862;9138;2903
153;7637;3559;1135;3883;9241;923
4625;5537;9100;5841;6654;1237;6062
6941;7538;6626;7723;2770;7546;3167
3013;6943;1288;2965;9982;516;978
4299;6768;9481;5141;5650;7965;1864
864;8981;4398;3433;6357;9020;8663
9396;7143;2577;8346;9346;512;4339
9169;9679;4764;3614;2926;5026;1654
8869;6345;4593;4501;2569;4136;7901
1314;3805;6694;8485;2564;634;2992
642;4094;6092;9532;8616;5245;2285
4196;1504;9182;8114;3743;4663;3272
9971;4635;9027;7121;6204;8999;946
7107;6182;4874;5725;5605;4501;29
2946;2271;90;4045;3261;7377;6628
3213;8462;2447;6073;3986;2234;5794
2688;1084;6435;1640;5940;9882;4613
4341;9493;7093;8511;4220;4955;1636
3588;2744;8470;9234;3973;133;281
2128;7732;6937;938;4730;485;9547
530;743;204;5203;7485;9809;4644
6755;2611;8072;8364;493;9670;1812
3899;5655;3919;3287;8969;188;1382
6193;1195;4285;4717;8733;7960;4802
4603;5152;7312;7805;8160;8877;7196
14;473;9808;1519;254;8740;4022
2990;6817;7311;2055;6566;9479;1
4255;3922;9019;2173;6226;3934;3857
6154;385;6853;608;2653;3707;8324
950;3377;1752;866;1259;6991;3631
9180;6507;4593;2850;4481;7763;7195
7219;8348;9952;6752;66;2444;3137
2512;4148;5806;2809;3424;1101;6897
9780;1372;9376;6351;429;9528;2194
7508;6747;6318;6487;8105;5641;7048
4816;9743;432;8239;9886;4707;8546
2787;2457;9096;5978;5154;4970;8773
1394;9201;2608;1672;3308;263;184
1758;6310;2429;3406;6948;4428;2162
709;3075;249;9139;196;9261;2961
1155;9675;3048;8665;5285;2488;8518
4132;3430;2624;1315;9948;3089;4658
7611;3545;5862;9669;4365;7123;8838
5245;9260;964;9303;7255;4354;7449
2632;5915;7580;559;3464;2307;658
1970;5126;2425;2764;2735;5418;3781
1374;585;3595;9390;4460;4858;8114
5640;3850;1755;8823;5440;1684;3027
1462;2218;3458;9883;7784;7257;9505
6978;2015;5031;7962;5849;990;7933
9236;2750;2046;3308;8271;6586;465
1500;3146;602;5897;3375;8983;7165
452;3525;6040;4927;9870;5388;1475
1924;3149;2483;4000;3511;6737;7925
9724;7171;4531;8526;1745;3147;8384
9961;2491;331;9626;9105;5624;5400
2891;2793;9826;4649;7493;922;4112
3650;1619;3046;595;8393;7555;7708
8419;8489;5316;917;5644;4546;3323
447;7658;9531;884;5068;7930;8161
2500;9143;5514;1538;4831;537;5319
4754;9183;8155;5739;144;8504;5311
512;2330;674;1774;7341;6936;4162
6305;5560;5276;5952;560;3114;8257
4845;5645;332;1019;8707;8972;5484
1474;9467;3850;8240;8923;6344;5882
8695;5979;2780;4781;8425;1775;5396
512;7583;4750;158;8981;4967;4669
6744;393;1424;5009;2646;7453;4577
4253;3927;9697;7424;8050;2874;9723
3301;3268;1232;2555;7475;3430;583
9378;2658;6020;1693;2466;7127;2566
5547;3234;295;3559;3586;5251;7731
9254;7173;7766;534;6760;4525;1175
3841;8747;891;6521;2883;4089;132
2883;6511;2642;347;2036;4008;357
1799;4385;7965;8273;8197;2660;9895
6652;8319;9918;9880;4205;2009;4340
677;6628;6591;7184;9220;2379;2803
4385;5570;2055;8800;6742;6315;4892
6962;2632;3256;4792;8766;128;1842
8380;6508;5547;3324;9546;2479;5334
3156;2354;3788;3103;778;2317;2970
2040;2129;8280;5193;8394;8024;8037
2300;8162;7311;1496;5397;4995;6560
40;6631;4142;6386;9602;3590;3346
4736;2951;4117;3822;9136;2111;3047
2428;6508;3140;1787;6214;9774;1644
260;6037;578;451;7303;2203;2536
202;9931;4154;303;202;9955;2479
4522;2936;5713;2592;6832;6919;3247
1992;215;9316;5290;3574;833;6897
4330;1737;80;258;2255;15;3095
3702;8536;1345;4020;6029;9721;3570
4389;6671;8378;2507;4550;1529;2683
8593;9318;591;4633;9486;2355;4288
4697;3116;1927;879;1401;3114;1342
2214;2495;3237;8684;5616;7399;5076
9493;523;5456;5735;2409;9202;5464
7147;2693;399;8636;3362;2893;1799
1785;5456;6089;7535;8355;3633;5277
5619;9268;4826;6710;2253;1547;8318
6882;8572;8828;4976;6800;1954;1805
3963;5781;8974;9177;8319;8468;6453
9478;8437;6181;2526;7852;1316;4494
1561;6835;4915;2106;4947;7618;9696
1510;4552;7794;6848;9631;2382;9747
4154;3966;8831;2440;126;515;9361
3880;5427;7694;8442;1191;2531;6707
2156;2445;7015;4821;6049;6672;2816
6996;806;1100;585;1718;4271;9882
9294;3808;3303;9025;9514;898;6399
2105;5639;9235;593;6636;5317;6105
8120;1075;2465;8627;3413;705;6968
3824;4301;9738;5319;3246;9502;4904
5861;576;2499;244;2040;9100;9330
4559;4147;7754;625;8424;3254;7035
6408;491;8612;6718;4345;4045;8126
8747;852;652;1183;8718;4067;3603
9840;8513;4711;4684;5364;8582;9177
752;1250;1229;5564;4177;7497;9743
1850;4241;7894;4248;5055;8055;3393
348;898;4689;5259;3210;1579;2236
935;8714;4975;2641;3305;5608;5723
3918;9538;9039;926;6326;1955;1684
278;1538;412;9245;1579;1197;5019
9976;6413;3552;4393;408;7361;3226
9269;5054;3120;4941;9795;9506;4904
8940;5180;65;2843;1158;3026;2570
6595;570;1893;5368;3167;9194;4465
8278;3907;4983;3984;6030;2645;4572
2218;9079;3603;8815;8466;3041;309
3404;9444;5679;4656;164;4351;6487
9383;5477;4396;5934;8015;5454;3631
1572;6220;6571;6131;9978;9457;9856
928;7840;4008;6040;467;1377;8150
8497;1848;3351;3318;1161;7503;6590
9351;5428;8934;331;9428;1215;5535
5040;4857;3493;7508;2786;6589;2193
7029;6072;3672;954;8896;4356;8873
3494;6761;5153;2663;4466;5656;264
7942;5241;4196;6949;8856;5010;4041
7014;4985;5427;4723;7263;4013;7518
3795;3812;952;4684;1679;2578;6719
3969;7791;6654;6808;7389;3360;7591
7390;1127;9028;3192;907;4789;3466
2529;8031;4885;2722;9015;1314;878
1390;7507;9179;6152;5609;4836;5155
7336;613;5806;9078;956;974;3544
1797;4744;4554;1810;9590;6781;4057
2691;3534;5117;5957;5107;8579;1368
6318;6047;313;47;3325;4581;3272
8402;801;4457;5696;8134;1939;4643
4441;4498;2378;9770;8048;2082;8004
3929;428;5311;16;974;7976;4377
1349;740;1676;8901;6626;5335;1642
5326;1508;3017;3724;5659;833;2996
4013;3205;5477;2672;2719;92;6531
7665;7063;5244;5601;5539;1096;1037
9011;5115;9751;3791;4806;4365;4999
4291;8889;8643;942;9789;3539;6323
6299;2873;2774;9551;860;6432;5202
1794;1958;4010;4854;3480;1001;196
7769;5339;4370;103;9513;3923;1630
7060;9382;345;3093;1980;7588;4123
711;9100;175;8010;1696;2262;3659
1372;3058;2619;3734;6195;5569;3142
5974;6342;9008;9913;9328;8766;5942
7233;9967;1720;1272;8329;4566;3337
70;2046;9456;3700;6502;5210;6457
3187;9953;9861;5793;1269;8545;5058
6671;7718;9640;5773;23;6673;9775
9653;8227;8178;2634;8857;2045;730
8611;6730;8020;6442;8097;5318;5492
1566;1050;1722;314;1305;7585;8409
1424;4860;6117;1787;943;6841;5427
3450;523;6265;2380;9972;8105;7882
2866;5960;1566;7251;8257;2067;3170
4895;8538;8579;6152;7363;7067;2372
4145;9952;9076;7737;153;3694;7636
8205;8098;8604;9785;6956;5182;9739
7636;170;7907;7033;8827;2643;7906
7410;6728;1912;8279;553;3740;3747
2811;4035;1051;997;9936;6434;7865
7836;2210;1515;9758;2457;5123;5187
5198;3184;6227;4266;3981;7827;9577
3313;706;4549;9441;6457;7430;8312
6961;8667;6543;5019;6252;7504;6496
4417;7332;5148;5410;8934;4719;2326
2980;1978;7666;1830;4383;9245;3799
3098;6027;1898;1785;2668;8491;9016
9143;609;2381;5664;8125;9382;2463
955;8447;6839;4590;7512;2986;2497
354;4315;1633;4;4319;260;6597
7160;541;8941;6670;6236;9536;2171
1591;1071;7344;9281;6621;7177;8557
4040;9036;961;8628;9245;2567;593
2694;3227;810;1591;4901;862;6436
2393;6827;7436;263;2959;9303;5891
4873;9696;5161;305;1291;5780;8849
5326;1939;852;9110;4332;7740;4941
1662;2008;1713;5754;4738;5178;5819
6855;4877;9705;4023;9123;1564;3017
4258;2196;4777;581;7534;196;4742
2547;9644;1477;5606;7820;6004;7900
3688;6820;1539;4398;3833;4877;2843
3241;4328;5598;1754;6812;272;4973
688;7897;4329;2919;9160;6184;7244
3805;580;3479;1257;9431;227;3442
5630;6320;645;7266;6954;6487;4597
3038;4378;7346;6000;4666;8266;8435
1272;5807;7894;998;1858;7547;6797
1383;9291;888;6828;3277;3052;8874
2884;114;1833;5824;9662;3093;9266
7452;3084;9152;8038;6976;5475;6766
9685;4133;7304;9215;3293;2790;362
6416;794;3174;9873;65;6555;6299
5490;2898;4482;2254;5284;633;7818
4187;8548;6519;9234;9643;7526;908
9882;3586;4343;3066;7657;5560;1820
7589;4576;4599;1794;7643;9749;2930
2169;420;6770;3692;7502;6598;6669
4112;7641;7152;3494;2711;4351;1058
1532;2449;8918;5779;4573;8382;1038
6110;373;9168;8566;7502;4028;9100
8576;5048;3966;5499;8573;7301;9204
6188;6485;7230;826;654;3534;6540
9835;9760;4537;5805;9321;5035;5625
214;5483;5905;3762;7392;9732;9766
8347;4237;770;4349;3127;1449;4571
7896;5918;4212;1071;284;5244;6800
5998;2745;3824;8175;486;9463;3035
2770;6208;8889;935;1167;8439;3699
9799;3820;512;275;6368;8788;1886
9651;6156;9011;1487;5949;9381;4280
641;6896;8574;1149;6703;2297;9094
4597;7794;8776;4050;4625;9943;4406
3439;2257;6566;3485;5811;4817;6550
6664;1635;1193;9385;2102;8472;8644
7521;6797;5103;4718;720;4156;6265
1301;1663;940;6546;6520;8259;2642
6304;6141;2133;5300;1704;4284;821
38;942;4686;6124;8101;6048;7428
5063;2372;595;5029;6590;276;4001
1758;6442;5865;8547;1546;7651;4476
398;3672;8152;823;8504;174;299
6400;4968;1284;2563;2371;8846;2666
6121;764;7618;685;8314;9915;7033
569;6080;7382;7331;2343;3934;1666
7692;153;1835;5082;7645;8761;2067
5541;8339;6746;5604;3001;4994;9047
7566;2583;4558;7409;2352;8435;4237
2203;7548;9903;5869;7654;4088;1091
7899;3415;7197;3770;5604;4079;5772
7088;9862;2386;8647;1377;8337;8252
9078;7889;3773;2708;704;3979;3516
1577;7111;4957;421;8842;9978;8025
2049;318;7031;5702;2837;3414;4472
8830;9076;5160;576;4672;4276;3551
5572;8986;9240;7500;4059;6457;3844
4737;8115;9986;5140;6125;5550;3281
1946;7435;3989;4028;9037;7160;5461
7863;8014;3727;5966;9215;6390;899
9939;9159;5513;2546;9744;275;2965
7192;2658;1674;8195;2734;5334;7588
6161;1400;238;3804;1252;3937;2925
5999;1723;8933;8664;5880;7299;6018
2873;5025;5679;5381;3795;9214;1094
685;7295;5597;9748;2466;8758;5488
9716;7513;3622;3065;2973;2514;2007
8491;9254;2544;9193;6518;7954;8344
4125;3276;5125;9250;4695;9802;8064
5654;3444;7254;153;2858;4366;9240
6655;1142;2513;1560;2351;7993;7660
2951;1499;2647;8568;6035;6357;1718
2700;8444;9227;2985;4864;596;6886
5;8992;4295;8835;6350;6544;916
9403;7830;9366;4494;9893;8263;9011
4132;5740;3624;3008;8082;13;8929
436;2950;8569;4941;6522;4330;1528
8942;2256;7679;7012;8237;3320;4399
5156;7944;5578;6281;2723;5413;547
3741;1044;665;7861;1148;1919;5437
376;2448;2352;1249;271;7374;2895
447;115;6607;474;1020;4141;6116
2766;6839;5496;386;2018;1205;1056
9076;3686;3557;7311;1120;7987;6885
8603;1006;9042;3157;2778;2681;5376
7556;3334;6107;5713;9520;9054;2241
5074;6576;9560;8051;8240;8153;5516
4121;7825;8560;263;3470;5684;1306
6858;2503;32;9937;2063;3589;5048
42;207;8605;2160;4010;7001;8420
7800;997;6510;2481;2772;9433;9157
8285;3828;8484;5902;8895;7280;2245
7467;8436;5100;5047;2653;9653;1838
