15416;37442;4794;33099;30750;60223;32482;13208;5553;2884;45357;4034;40775;46120;9486;43395;42943;61007;51219;50300;32668;23154;15500;2388;45168;21843;33061;38170;13891;18206;55392;63872;10983;3257;18582;43701;49900;47351;33155;57874;63008;42669;11300;9250;9454;32556;11247;45190;37446;2214
1534;45846;41392;12161;18994;644;25743;1159;57675;50800;62927;47457;16050;36704;55492;15678;33245;10337;58227;64643;62711;10225;51113;56314;67242;13548;50572;68377;37016;34370;39064;48658;68083;23481;62135;46239;45306;41765;13613;62796;15889;16830;58352;52028;3367;38312;22196;34786;22068;15266
49850;10064;40894;38438;41523;5907;33740;53252;6389;10990;45477;67913;1147;6486;33140;29228;40076;2919;5518;61019;5879;28635;2044;1703;52010;33412;51371;42696;6045;42004;58194;56070;24252;31684;7165;4200;26839;24565;65396;6380;20942;6569;7812;41329;8693;26943;12284;31066;59193;67943
27967;22721;59824;219;5205;10652;17669;46312;58169;29127;29231;18150;57630;6618;35116;65120;2601;21092;23328;34924;63760;68445;56835;64281;2739;56571;33458;39282;47742;42714;32334;13915;32199;4581;1149;743;38753;39160;56493;43868;4009;2798;66683;63757;60704;3163;41079;59053;57997;67962
68701;33351;6876;1829;25622;62208;37190;36123;3402;60814;5378;3172;62516;4734;12052;22731;23538;32306;61940;59714;25470;68066;5003;56661;2070;525;45759;66919;24715;50234;66486;14696;68680;68627;53666;49349;49817;33332;52858;39585;6225;46584;60754;4761;42415;32018;41944;39707;20494;38971
67359;21326;18591;67041;62017;65961;2674;44698;27232;48071;39346;20603;47057;62011;45232;31810;36674;12349;68708;26985;64712;7923;5726;2269;13794;66343;34474;39045;67075;17307;21704;59079;47945;21976;43491;6621;47558;9555;66693;41267;2031;32604;62980;45080;20392;58677;64873;1841;69095;12087
20519;3248;56138;48985;6194;61859;5889;67923;67549;10375;18363;51319;21787;5886;20754;9459;799;66873;54479;39602;36831;17650;58871;683;10945;65626;64260;53159;24518;44667;18460;19967;165;60169;68937;65538;9004;24121;35931;19158;18621;63249;58282;16325;23807;10418;10356;36842;54965;44006
8157;10828;43241;69561;7714;3481;47522;44047;63304;65269;24334;9340;65001;6939;52823;40694;62115;65676;55419;37720;15162;11068;18550;43688;66362;16674;56267;42406;19799;19802;61148;35794;49862;31476;59626;43959;1931;7504;33102;62868;26134;47999;29470;51808;12931;59236;21286;18354;24383;994
47823;39479;58444;625;16915;18461;39921;435;43866;31827;218;29083;11598;41595;2157;48663;17997;25909;22329;28052;21321;64878;64771;12650;45901;55732;10921;63196;33454;42171;33932;13997;18450;4627;21395;54929;52145;3951;54137;51699;41394;63944;5100;913;32930;35862;40722;38641;32813;9221
53703;30834;11334;25815;60488;24840;59715;47938;25212;8617;18149;22925;30592;38053;4514;50328;47643;4135;65701;51304;44105;8025;8134;56274;23042;22903;26124;46180;59231;7666;53922;31343;61030;53501;21630;32418;42186;22534;21027;9399;18659;1265;36560;64207;9613;61360;5164;34189;16293;17188
31921;55379;101;13712;65339;304;47967;69208;17658;21577;9356;11880;64287;6008;53817;29659;7336;13998;20800;69811;58800;52361;47437;33769;15312;43760;68766;19314;56988;5819;24333;13045;1583;30522;1782;535;1014;27621;31139;1474;67543;45155;34363;27653;24026;21208;15511;14130;9428;14223
43234;5882;59727;46061;58495;62307;29796;56644;59757;30564;50243;24095;1896;17484;43986;29904;25889;45241;3459;57184;20004;25269;29967;47093;68375;5698;36922;13083;48632;12414;48535;7070;49489;52980;35111;3820;11679;26265;48855;64317;36546;293;42414;14883;21542;45965;26619;4849;52375;37246
17854;40150;51308;37932;52017;50939;23789;54683;23131;29133;24456;55995;36777;4256;4103;23007;61023;61080;49108;54327;31998;67618;67233;24865;65355;306;40166;6398;62482;38256;21000;7314;6779;59643;19299;64488;8543;54204;34651;21652;24080;34383;62688;9707;22880;43993;52739;64415;7616;16383
57354;54308;29890;53648;11947;56350;6552;59943;45778;37592;51314;41326;42145;57870;7628;64512;9845;55342;57939;16589;2710;19133;33620;31978;30334;53908;55774;37510;53938;39242;49937;30122;1328;51845;39990;66717;51202;38295;61831;30591;46557;23305;48503;40613;63917;54662;20931;21003;9852;21071
41418;24698;11710;58749;17840;55244;60289;3390;56755;44690;44632;61661;68732;48789;32195;62945;5591;14560;56713;4076;30226;13855;24721;45135;69352;64908;15255;65576;3401;24332;24624;68731;54706;68943;35658;50263;31203;54602;50945;69841;44338;3135;10811;55313;40489;66126;10197;25736;44840;20272
11037;62287;38038;1989;40588;35513;11876;7038;21610;3281;44412;18038;38858;14804;1262;37138;69483;38137;18693;64869;68605;19465;56228;18140;68457;44764;24431;29736;69536;1206;36725;29884;50973;25670;69966;48482;33160;46325;68748;6180;48049;27285;47579;30528;3412;5420;34382;66167;1598;8326
20561;34816;49432;19345;49172;13225;5545;44257;62184;50935;3562;33413;38853;31103;50922;67647;26946;69128;15959;41395;67348;39448;17323;16536;39849;47773;65883;33075;2067;45151;59262;11204;43448;4630;57332;19461;65920;37201;48972;28146;10970;38867;50000;41357;28027;45708;27007;36852;19182;19061
28710;46781;10054;38248;10029;56740;14696;23835;43459;28265;51936;54403;57797;50676;24532;16010;22820;68062;34847;38362;30593;65305;22212;56013;6751;7387;8989;19740;1402;11599;61551;35910;19104;9789;27431;21113;41943;52305;34831;1428;14221;66053;24465;22794;51780;3933;50269;57760;50806;28808
36268;53328;15160;8978;37102;67671;53191;40380;64328;44179;30182;65087;60795;21956;43960;45273;1179;25923;54252;2594;48878;40858;22456;59907;55858;61080;52468;40389;19441;35694;30777;10607;19365;16819;10020;40746;8075;32520;53360;50952;64513;24282;23798;52652;15609;23508;32796;21924;4005;67394
24417;59234;38880;5471;62030;55976;51106;23678;23986;57815;20445;4898;63777;3742;17129;2626;48870;60861;3732;44152;69521;11695;18192;23532;42982;21695;20420;41243;39138;6546;39334;5747;46520;17753;46627;48909;39793;62519;62243;57642;31209;59586;63789;22997;6368;22422;23507;37603;50904;4746
7139;63887;562;67681;18848;1553;31102;30572;43267;69289;608;36787;49797;52760;5160;22878;42054;35312;24178;56072;68210;51422;51687;69208;61222;13188;31274;56386;1865;57077;47250;54851;17510;15076;42158;65943;69787;28383;63747;28003;29829;26025;47481;31061;60595;27231;27443;62693;53167;16814
42407;5035;4319;26821;42134;40036;13615;52846;33156;63698;27112;32492;49850;38846;40919;27320;29491;58716;36265;12795;63417;15782;33694;140;57105;30894;41100;22667;12716;59256;22384;57925;49206;56931;22997;32474;60999;19002;30183;17755;60104;23002;15054;6927;52250;69501;48146;39831;21917;43911
68664;19362;42515;17369;4789;21825;12217;16170;43002;680;27299;18077;836;60277;34575;61743;29707;17504;23228;12303;16770;25660;53731;2533;15728;14493;51314;45174;17753;11032;1557;7767;18958;23732;14275;53026;31294;60010;62035;54493;51916;10354;28020;68141;31091;16490;59975;48125;32874;738
36486;16709;46884;5319;20958;66625;52501;60117;20740;60467;55589;54141;2323;30180;53891;1492;65900;24773;42086;33989;540;38518;43499;5545;7282;59558;35729;12174;8948;61818;65329;30293;9026;51276;66066;44032;5395;40810;29357;54670;8011;31353;39111;49598;29122;29263;39142;9239;29625;59832
47812;37786;65886;21414;9818;1262;31819;14308;25336;64364;11754;16867;45559;1909;57808;25809;65843;43406;52838;54754;44733;32293;62386;46408;18661;28401;34809;55270;31393;28277;41069;18011;44222;15958;22274;8556;38723;61752;12896;60227;59985;63096;9102;5470;33388;48460;42724;26131;48857;19263
46880;43793;17072;69064;60773;58200;27272;46098;16468;31645;68607;5696;67520;35488;31295;23499;11887;43048;42491;52213;59624;13012;63601;57383;37169;2504;12132;35629;56286;9252;59798;28894;67134;11112;4026;38056;50180;33249;7358;51201;4224;57436;35890;68843;32415;19331;67749;3841;26807;69709
19796;49700;34759;35474;67165;64421;14892;35472;4947;25843;47473;32277;14959;57400;31850;60014;26403;21203;52029;8207;23466;68739;59601;21129;4033;52152;31896;19385;5448;34510;13639;21224;53035;69834;62251;30411;27522;26731;35362;20546;30129;4793;65498;36302;37080;25857;1161;10994;13310;34945
48247;41582;49909;41730;3170;39991;30842;55506;22716;23242;30660;29762;47680;10214;44457;44333;44712;52369;48532;3062;8836;27732;27762;36508;42544;17722;45193;66512;46589;29106;20093;31234;38421;69587;35064;11419;64058;18255;5688;30944;59628;43416;31169;50956;17191;51106;29904;53245;33158;64321
54832;25597;50715;56090;52459;13169;22457;3089;37216;55930;53067;61745;60091;46208;3687;68912;24689;25884;48676;67596;25430;20962;5468;67519;34311;45864;39880;22694;61984;20190;25076;29630;24484;8798;40042;23373;64723;48692;41235;56337;12551;33137;13482;15309;10684;11508;38482;43070;5503;28503
16450;34538;31911;18840;53572;57938;8026;25396;43441;2093;35354;46698;69555;15885;40657;62448;31240;58631;56006;52226;53521;24946;61316;8129;63153;58599;62994;67681;54373;56239;23139;64194;10287;2251;29385;18060;58007;40008;46231;50978;25714;27217;46712;52136;32128;33125;49019;57519;59606;25782
53157;55130;33822;5303;36746;43253;7989;44301;16545;61239;23081;17965;32518;32070;54109;8380;9048;17493;61070;2377;30098;61992;26175;41041;52096;42138;31561;52334;69926;66419;45656;42431;4280;26340;12180;41250;29968;19641;12966;57074;56393;56557;64350;12143;66142;66246;26821;25059;42310;25365
6137;41204;12963;41623;51649;21912;60093;37727;50340;34908;58708;43864;40370;50593;57023;14824;15676;68310;35806;27669;67833;7468;38514;55806;62184;38211;39391;25199;49830;65877;49220;61915;8372;65477;46996;3884;29976;9396;59767;7607;41189;26146;54472;16073;62448;37654;34870;53781;32036;64493
59968;33613;38301;28365;44090;24679;29635;30645;27413;38991;12077;23717;52644;31319;54073;60143;28891;7188;40898;28165;44102;7550;14582;44954;24290;35979;54620;43859;55350;48365;23405;51001;45388;23254;57266;69629;5141;32849;49633;49892;7023;43871;20505;56847;46885;16734;40238;8507;32606;39390
44006;65069;50279;25170;56953;48479;25262;21977;39063;67547;63639;25741;41567;54287;13481;68542;59697;37707;58963;21813;55480;24686;53980;40083;27794;33240;10033;27360;50845;542;42767;65710;57627;37612;38548;47254;50517;46782;47878;36270;10265;28446;23336;12717;8064;7300;34664;64357;68829;45156
50804;26154;12622;66976;9286;36412;45738;16671;66721;10868;12210;68252;51847;61605;21773;9252;9942;38780;13257;68622;38736;57937;19704;8867;22981;59392;31500;9855;19497;63168;56603;48043;29207;4421;12294;63182;20406;35699;63582;42179;46835;45307;16681;15964;38917;28439;51512;46305;58650;67645
5046;68860;28767;42099;55290;25502;20776;52637;47289;42359;40369;66614;2786;1818;8486;5732;60954;32354;8991;46995;9788;14338;39037;35181;52262;24777;13654;48479;548;5236;3195;45260;33559;13613;58928;69940;6947;51089;61964;60655;52890;24143;8968;36076;1905;22472;49065;32136;33028;4641
3646;7373;23127;67461;28545;28311;25040;61419;10900;51261;27592;24847;29725;32861;40759;67147;16074;37896;43307;25413;2150;61142;63305;20813;37989;20625;20166;30982;34671;53629;20223;52527;38904;54086;7940;60632;28429;10575;10694;26883;55522;4064;27105;69722;21450;48825;7807;27472;10112;51533
69768;4219;12127;27290;50328;56716;41940;16715;31023;58449;13290;40613;39532;43634;23021;43150;65844;3355;30535;11095;37554;40842;31767;15499;8085;33579;38690;41105;50372;10347;22593;8271;64218;67989;36955;31929;57277;44387;19140;11323;4072;63151;46416;25993;37139;25155;36841;45868;37306;15286
39961;11678;33763;52736;19322;56793;16953;21442;57424;58680;49887;520;36042;24313;64593;3174;36330;26143;52156;16638;2628;62461;55203;57676;23418;43413;7757;23286;35893;51710;62894;9186;24513;17601;16455;43832;17337;53522;42171;31814;27004;20560;54671;13384;67934;62783;31368;63948;61126;18809
51805;18490;48831;28043;12958;65548;2902;55242;31004;13223;3825;45133;16947;3340;30123;45652;22440;62032;57446;18406;55153;30596;33059;39770;47233;15255;31551;14357;31820;19120;40516;59398;22383;64726;61013;13036;67466;68696;17937;46752;44380;7793;66400;25122;35627;11787;55116;842;17938;69887
59145;31407;4299;24257;21504;10565;27608;18778;32246;28630;30968;61372;53998;13869;63499;67922;1168;13439;15247;34352;52801;63823;56125;40915;7762;37594;59795;57499;47378;13149;33610;590;44464;29340;2230;34818;41525;57782;29135;37432;29923;24467;42522;10132;7599;41602;31621;18108;62096;13940
65564;61235;58762;26121;23299;32509;44406;11199;21758;63959;24489;32254;11985;19295;62071;50717;2930;48925;12050;57164;24446;14656;45498;51957;13448;30431;46057;12731;55056;9711;55280;50872;11164;9442;51093;25559;51330;5914;58741;63500;68510;30594;66226;28190;5411;55558;22787;12611;6353;22035
35900;69130;33447;16174;64474;48932;61106;24795;47494;39403;44039;56679;65276;7456;46726;49416;69308;51117;42630;63824;9672;55238;47931;19213;2500;39617;52376;61885;45637;65987;62250;55210;46139;27236;33110;22818;23813;32305;17995;33015;7641;14926;51090;24672;35758;400;10026;63065;66574;56330
27359;8701;31456;11594;68123;37531;37037;45208;62521;22484;31323;58216;30255;1256;27460;869;52814;52609;803;69626;18005;12316;24569;24883;31951;45096;3689;7673;67791;5843;61187;67152;30370;34122;61346;53248;67979;22801;14349;55159;16953;7438;22134;12285;58241;19804;34509;49640;21825;15933
29389;26118;53969;62944;56320;66079;10110;11123;37314;40345;9222;8098;66552;14811;50443;48656;58818;56324;12011;32342;40871;29458;16030;63340;66317;18179;15613;46718;67921;64734;60126;38893;10822;54810;24298;61776;60847;29832;7125;23262;26165;11629;25658;54014;14178;3152;3153;16193;20233;43761
8145;60207;69207;35496;66098;67798;46288;18683;24023;13522;31618;11186;42723;17010;33349;59265;7395;583;42928;25103;45763;37847;20657;1747;5510;10567;45070;25253;27781;21010;61281;27764;22016;46113;65868;30228;35166;57785;50013;51408;2295;40713;22401;57193;10584;34158;45367;21025;52430;25855
53361;1148;50258;56357;17241;16079;31719;30737;30597;59143;53413;37211;2728;30181;57358;46208;55156;11991;2736;55564;60870;25609;50136;67775;19384;55708;46862;41146;32876;46251;10352;68065;1856;33028;54808;10711;64327;30970;36412;49853;22862;18143;40710;36422;17646;45960;56042;4645;51471;54291
52860;63371;64694;50230;15354;6806;68844;7275;34533;24977;7179;57264;36124;41886;12133;22162;51274;60968;19581;28781;18489;69875;52734;40189;2533;60758;68181;23845;16394;58031;33844;19437;43454;60903;9096;50135;34311;6704;62604;29041;44882;63297;63642;12064;45309;19065;9033;4909;18833;56444
63160;829;32854;33750;60885;14568;35540;55138;65398;16193;65055;44228;48763;20401;35963;42947;56711;10321;47996;12221;7829;31824;10040;61007;30296;58591;31758;11344;48737;32195;11976;40670;12522;51292;27432;41735;45419;26714;57994;38387;3115;24952;34959;62578;10661;16487;54189;65717;58326;19650
30888;26724;50905;64445;11856;37533;11770;32078;50297;62033;64403;10667;28134;48240;67117;69741;21542;45355;40165;35466;65455;33227;25087;29259;6580;69052;18425;342;13351;5886;26496;13636;4416;31321;1757;46084;1382;61321;8250;12119;40667;23138;14588;31722;6652;22065;42472;15552;18628;716
12545;13056;20350;62414;17897;35671;69283;45355;58518;13434;30395;40202;29105;33247;57417;45964;57304;42017;46352;24313;54025;52041;51751;68327;44204;7849;37588;10775;62675;28837;10777;52665;52986;66658;5802;62676;66093;10490;57361;11364;12636;10375;40424;51378;67629;15248;9864;57474;57489;26028
47853;31908;30166;62723;7152;54196;35381;56476;61880;56312;9594;25334;22234;32968;46098;13749;54554;2463;25841;259;30224;49812;20294;4707;54259;4715;30434;21789;55390;18223;53703;8420;26844;54862;5119;50188;40306;56072;28234;10093;49351;23236;28534;31945;47783;57804;2416;4988;56205;23256
30984;4398;17936;39393;16046;25772;41676;12764;55588;48896;28395;68721;50895;58114;58640;65641;41271;17360;19704;19197;44176;24122;1366;2956;49968;65863;39647;36326;69802;4873;38642;37900;43116;61279;24922;42270;55243;8012;24054;61218;66067;22015;30926;19823;61238;29647;12178;68108;37530;15730
16734;43408;51480;53649;62393;17716;65240;33179;19985;48551;47183;28962;53136;16708;41098;17942;13590;9073;57059;43964;24906;24390;14030;69964;58627;45628;64815;8887;30920;31249;7010;27887;568;40733;37078;64590;2769;6366;29954;25135;14027;13995;69887;69244;63633;29531;41659;30784;60359;48685
20937;1040;8956;66813;38822;7451;57199;66602;2828;24945;53760;15822;20888;69318;51160;33645;53454;58158;50283;38082;24829;30741;36625;56430;63142;4649;27027;5946;58467;16619;9890;48330;56816;17814;6177;13288;10954;36190;44911;57518;36890;61648;31084;4304;26950;48571;48818;38782;33454;48126
32580;18987;320;43535;63572;13505;11790;40177;50359;3905;67411;46888;15894;61805;48715;69022;11513;7297;41281;62754;18308;28443;57162;22565;40471;37362;1948;35051;53546;20801;8367;59544;8558;39646;16184;997;5379;39985;63884;53760;35716;10124;8139;19574;23065;42374;59189;47908;2413;1371
68392;17680;11362;52756;3209;45731;2682;13205;68325;8732;23123;49424;62074;53074;59999;58211;51715;55969;4093;44992;3707;40755;61688;52136;29173;9922;63041;64950;3733;66503;30817;61876;59182;36532;21915;13457;61998;21869;36082;44575;54644;23717;65361;67149;64042;64936;9282;814;22004;16923
17795;32301;36123;37722;60598;50694;7838;49672;58778;1733;31737;47329;65109;26039;31216;16644;4766;46594;10118;33775;35544;9535;20023;29409;23335;62948;67020;37682;14000;41922;7636;26029;20195;194;405;25135;47332;51440;19816;15170;26400;26884;33804;28244;51767;23510;9601;9736;47713;33124
41293;5121;34367;22858;50887;30576;61972;9280;59043;18188;47510;33601;24937;44236;5235;48254;42666;13883;10276;35050;57721;39838;43760;18874;69924;20398;65990;35459;8663;22530;24066;24628;20862;1430;35904;29243;68139;1198;54953;29955;5689;35310;20079;26228;14874;18509;55481;10660;5433;26892
5217;60001;66748;62757;39264;65246;8396;66873;42956;49585;49801;17348;49037;17182;19752;30789;50309;56297;12857;8676;28866;63272;8685;43077;17060;68044;12158;22445;3997;59071;28861;31376;60759;36340;4729;66331;37212;53044;48387;38621;17158;28840;38748;34053;10408;67421;43729;47491;18818;49709
42716;34488;68096;15182;66386;9547;61180;45602;255;33154;28913;63434;14091;60104;66391;26692;57001;49100;9791;33681;34849;3155;65944;65327;426;4920;44752;1762;66035;28727;20215;61421;31330;59130;55826;52790;49267;57892;67486;54250;123;23457;26938;20879;16797;20176;46289;31440;51764;65472
51889;47485;6808;63070;3868;45258;29791;52135;17770;69161;26055;44252;32981;54366;39321;39685;5228;34808;12928;16915;19029;64101;26165;22752;15733;23170;68030;68707;14625;52911;5392;8263;39975;39480;47020;45383;7773;34624;55223;18451;59352;61940;6072;49544;18707;14729;65248;41756;40897;48364
64819;28761;6257;66217;69786;12370;68005;5167;46468;3984;43038;15623;3134;25151;25982;44375;18884;27604;24068;31493;46003;1959;3312;33015;34135;32642;42226;21135;60093;40322;42515;19941;32397;56675;34597;68707;27937;56494;51459;64055;15597;5911;43829;46126;28176;63897;30583;12198;50487;42846
28976;6411;7246;58786;12230;4110;63965;68988;16798;24292;68830;28529;11147;37560;25615;42929;56909;47347;19049;21815;21834;15482;20240;38172;55786;31847;26510;48175;47445;23795;19628;61265;846;69165;62341;26893;9016;11208;40233;25747;1224;28441;14650;37170;40114;38488;36608;36014;8012;59291
54697;2839;40889;26007;39805;25015;60819;59894;29034;63087;48401;67361;63975;48425;46805;30792;21907;25939;34475;65501;14020;35560;17945;30151;64742;66939;20368;62871;53831;2265;5671;36714;41075;29975;42728;3602;31222;20181;35005;63915;34982;31682;24579;45976;14899;42354;26599;26682;69165;35494
49988;26260;56462;12193;68340;26130;45365;39612;37731;12753;57056;30134;56128;29800;65745;67769;14340;30365;55687;63156;51932;6658;15069;18866;41422;9008;63852;68234;32455;20111;54256;24223;46768;31585;36981;53579;24580;48363;58092;6278;29471;52395;37455;1070;30984;68073;35596;33194;68743;7348
27978;14792;52125;58680;9375;20981;22683;55076;36242;66407;56419;64723;23093;51512;34354;19323;6395;35887;18847;32765;27435;58415;48579;67538;46703;41516;42802;2642;36024;23597;19293;35704;44317;55554;51833;1025;45827;64283;22795;9951;22083;12213;29620;1374;26129;25300;58893;39454;4574;20417
41028;30805;19072;42839;28299;13586;32241;29085;2009;18905;24116;1343;4901;13768;21415;5670;1167;32906;21681;23457;61382;31467;38969;43144;57375;8514;34600;62084;5487;62943;30838;36441;43275;6587;28135;32480;16608;16123;25330;58823;6368;23429;50762;22172;3228;19893;34935;62457;22345;14923
26196;50744;47292;63820;50298;8633;17819;55605;55888;2123;18870;23537;62881;44735;6802;30504;51826;9202;19156;29701;34556;49261;63919;10879;48582;27269;30005;64085;37903;19;368;782;13229;61159;29859;43661;1915;66544;31832;28108;41241;32850;20732;9994;64485;59364;32367;15812;42285;41187
64831;7846;17350;23863;48655;51538;20845;6962;46010;11633;45939;8596;765;67509;65801;35180;1206;11849;27934;49968;30947;29249;47958;63211;12468;40050;35173;30760;26810;36102;22663;59114;12822;3384;69636;45518;47320;54575;27768;35497;61438;190;38597;29387;67545;32083;31583;6828;3698;54432
50853;43980;40071;47685;25675;68780;7285;5971;56188;16022;19259;14491;34;45486;26842;23536;45021;35765;38778;44318;24726;57319;29868;22397;14455;37370;60354;51170;26628;49960;16230;48861;44769;10772;57401;56934;4376;7364;43622;51471;39303;43707;43587;35063;26056;33710;60906;20115;53761;67418
39632;31324;675;17013;35017;65554;69807;23434;50517;37981;19619;53219;15825;57914;2162;24404;10154;18375;6646;39516;121;34243;64836;2473;18597;68019;60368;24044;67075;31284;65518;49865;63635;21914;24064;28423;5079;29513;39485;12814;35127;29247;36759;67373;49521;5629;35851;63958;29505;17174
42360;41240;21528;10405;11900;28238;15249;29714;30447;26120;58428;8549;13874;63398;10467;38832;54036;17748;58347;7768;20464;30851;20040;37237;9769;9497;22394;41402;58082;62657;13420;44737;14503;8969;21659;27825;39473;38054;11474;987;54641;10992;47592;2165;16490;9251;17796;35098;23151;10431
28207;61587;42515;58140;60913;51283;50909;22209;62709;24338;59853;66937;53305;9789;4367;55687;61091;40216;34423;35869;48817;4265;32815;4666;24769;21367;4277;53352;35684;27922;8412;7072;40900;33324;30242;64085;42784;68849;13756;18109;5338;17121;39106;68156;14273;50143;37528;11957;45145;15653
47688;18967;56561;55634;33801;48629;3378;59214;22437;57497;66444;42568;12407;58301;39377;54276;55615;32871;37636;10151;43578;2598;3824;25269;4547;50966;28694;61991;12182;5948;52545;29493;50562;62092;33404;33270;56361;17291;53214;14549;41415;21230;59271;48163;45004;53467;69215;25355;30027;26671
30979;21256;34627;53806;40415;69058;14860;36356;65372;48694;20001;25040;48040;58592;24479;22925;18868;25560;58699;54964;7491;16596;46249;59432;66513;21731;715;15042;34688;449;37788;46863;45523;38655;24400;38776;142;51489;36294;36749;16815;28881;64458;38802;47762;15112;18125;1438;3730;24482
8533;51793;19897;65424;53536;44606;27110;19598;59208;41312;50905;22195;45545;4018;55995;3618;38691;50782;47777;6906;65023;69527;23129;32404;60560;66831;33725;64393;6834;26837;13805;20927;14346;63878;48020;34587;53131;13453;9090;523;37126;64778;24874;66435;54226;27534;60416;36252;8680;43356
2178;66983;16181;31236;23277;53268;46307;53463;39979;62507;48053;33477;33449;59674;15311;61739;43456;51900;32393;18953;16274;19137;48326;12422;66610;52309;38123;18085;900;66871;26837;45765;68849;6310;44001;21839;37127;13759;13381;15589;23730;12660;63976;21992;33664;56216;54518;28981;54230;22070
33641;52177;26470;23288;53264;47806;44029;65921;1218;55698;42387;8606;2515;4608;22499;26206;11612;62492;21427;18351;17194;31446;48351;7340;15105;67083;63165;27762;5187;23284;48259;39447;25825;29811;19877;7701;46843;37378;26657;51711;26315;47501;15687;48214;41285;46312;42079;67680;33384;21962
15379;10263;65918;46791;27560;59378;45802;21060;42807;31298;68099;3812;35298;48812;36354;27293;46187;6898;37226;42306;15922;14040;42793;54920;15187;54674;25321;43500;60573;54616;62693;36069;13187;13485;33817;17784;47443;58296;106;68787;2148;2842;11826;40784;4249;7270;60801;14792;53071;472
24673;64642;47592;36056;35908;14667;65687;5408;9809;47883;8838;12164;29990;12989;1018;9624;43736;10133;34948;38369;2275;19902;48389;47076;66753;25124;10456;50603;1791;25145;12614;31097;27065;25961;68786;57936;57655;44137;26739;10385;42002;61916;55714;23977;68786;44119;62438;21238;44523;36655
7106;42868;54594;13414;18411;55278;22895;24056;42961;14228;46635;46975;54787;56436;2246;56497;45594;12033;15247;31762;25314;24414;24160;26824;47789;40642;63265;57724;56071;4783;9290;10756;20645;38133;36092;16154;59849;24069;41615;66004;23020;24553;18844;4995;4416;32002;38299;41770;52857;34668
20418;9356;22629;46403;32533;34941;39381;10011;65998;66744;20269;6268;13538;40263;32439;14063;35516;4473;56333;46614;27772;20277;47117;25231;5778;36608;68893;54875;66879;61230;7004;66115;61320;36174;44695;42236;26062;5791;67683;66828;30847;68437;10372;36348;49970;47011;27800;37997;8545;35520
