4579;392;6415
5651;3762;2885
8901;9741;2671
81;3873;2734
9210;3743;5434
5970;3290;4711
9754;3038;690
483;1065;4856
7212;2829;4053
3817;4463;2612
6625;6376;4503
901;5994;3504
5106;6332;2361
348;7314;8606
637;9560;2786
6921;2789;1453
2602;8519;7145
2789;1578;8545
7873;8484;3156
6521;4126;5247
3844;7181;8075
4594;8751;6826
7261;2295;6487
5622;5004;8614
7522;4446;9980
2479;6271;1214
7736;2439;6284
120;8207;4157
9846;5899;4964
8458;6608;6387
2432;455;4955
6079;3403;6634
8149;5668;8371
9716;1216;145
4730;2674;7646
4786;9171;9238
1714;2208;3169
6379;3431;2571
3276;2258;6458
6970;7090;9164
7238;3901;1465
9237;7420;9870
6178;8169;4875
4186;1598;3883
3004;769;4021
2126;1957;3341
7398;4602;6302
6276;8693;278
5512;9961;1825
8533;2679;3217
5590;4226;8135
2811;3530;6237
3569;9709;8035
8679;2814;8042
7992;7123;1383
9070;2140;8878
8092;7048;5081
8546;6497;657
8675;2206;7000
5165;2226;9960
7267;5562;8840
4300;2610;6516
8609;3520;8515
5361;532;99
3751;1728;1606
7051;326;4229
9284;4236;8849
1667;5117;2402
3609;7990;1656
929;4059;2272
6925;4934;9964
6500;4249;2314
5191;9398;8878
4911;2886;4293
5446;8802;8631
3944;2844;8236
7121;6878;2873
394;6166;8886
6159;6876;6545
8436;4259;6788
7838;5314;3082
4220;4756;6755
877;7530;3894
1592;5489;8520
1695;5556;1071
2388;1171;9454
2521;467;6583
4948;5260;1752
489;148;9703
523;7960;748
631;5534;7045
2926;8532;9997
9044;7857;5584
8059;3602;6944
2982;7881;7953
7229;8889;6363
5192;9021;6422
9113;8890;5473
288;8807;5222
4024;5646;3217
8554;1607;4290
6004;8452;8701
7111;4347;6678
5708;8012;7321
8300;3962;2725
5972;1172;6235
806;7272;8310
5049;1133;6492
3128;2231;1062
7352;1654;7259
1613;9742;1713
7246;9589;343
9414;4060;5607
846;5430;2257
7895;8392;6528
5713;8711;7592
1486;7846;3062
5644;1584;9587
354;7417;2505
207;8919;1460
9528;745;1612
624;7903;7164
3865;2329;5051
6296;1526;8291
8389;7968;7262
3619;6060;7035
7998;2050;3309
9459;4362;1573
1129;9599;8652
3783;9270;2173
5123;7074;1902
7027;4746;3433
7012;222;7129
4605;5215;634
4748;8391;1588
5539;3145;2374
8278;6965;5595
9707;7516;2553
4844;3640;9212
8010;5508;6243
409;4830;5090
8628;2689;9664
7533;4512;9407
9980;5661;4454
4089;7013;4964
8657;7505;386
6434;2732;4760
5508;8385;7656
4808;9760;1994
918;4273;3560
611;8163;5497
1192;6503;2375
8896;5141;6668
745;2872;7324
2615;6237;8240
8365;6635;7409
5950;3329;7596
2196;756;4947
7206;2243;3087
821;3474;5311
7296;3884;6096
8644;345;1132
870;2319;4085
7915;9017;6325
1394;7349;9108
2481;622;134
9522;2581;5660
2455;2564;3746
9633;6511;1073
648;5603;8085
3927;9725;6509
6992;5355;8339
6989;7861;4062
9860;7745;4397
7772;8427;1128
3217;6326;7287
7336;5099;7516
1173;9918;2292
1455;3740;2892
5262;382;2106
26;3427;9984
6047;6975;1301
8473;8769;2830
8148;4718;7023
6214;3341;2604
7126;5776;8968
5310;8816;4695
6240;4377;3253
4073;4750;1312
3374;3821;6539
2737;3590;974
4292;7804;2572
2543;9993;8840
6005;8798;6065
6190;908;3914
4376;6211;5394
221;5948;8044
5136;1103;3885
7276;2793;5486
2645;9195;4566
7622;4581;3041
4018;6428;5630
7327;4901;1057
1068;6805;2517
7166;4935;7271
4985;157;8173
924;3072;3913
9443;5610;8569
3506;9075;2666
7460;4641;7564
214;5942;7605
9935;7130;8331
2021;9414;8735
3283;6092;6283
4642;2800;4360
239;1395;7579
530;4137;2131
3481;5188;1615
5996;3709;8206
2475;3630;3044
4486;6680;9048
9689;1316;7756
9169;9876;3477
7870;3849;2441
7467;3206;6101
2590;1196;3294
9466;5485;7027
1794;7981;8531
6633;3860;624
1870;6076;9669
2574;6679;7092
5151;4433;8994
6535;5890;4648
7564;5745;7840
4861;7078;728
652;6503;2170
7708;7297;3332
7626;466;462
6951;9823;4440
2895;5703;2593
7323;3778;4203
4814;6628;146
6282;8749;6565
6049;3087;2796
5639;8955;526
5888;4479;6480
5394;884;9590
2009;7601;5550
8498;7118;8421
7850;7402;4880
1061;3306;7881
1192;2076;8356
2307;4329;9999
2606;6030;2533
8183;9679;1063
1112;1738;7242
3754;1346;9674
9595;5293;7190
32;7210;6808
3490;2427;251
8078;3905;5532
6164;3387;8209
3994;7886;5549
391;1249;514
7612;8002;4195
5374;9295;6040
9286;7593;4627
4982;3756;989
5362;6775;9795
8793;9454;5541
735;2851;8291
3985;7131;5611
739;5440;6316
7318;7032;2611
8837;1093;315
2720;4650;9600
3346;838;9705
6210;2041;636
1296;1381;7844
246;1829;6243
8289;1810;7795
7080;9322;59
3196;1130;9456
5651;663;2670
2959;3674;5689
3069;2312;8362
6489;6701;9471
9851;6558;469
2862;226;9488
9958;5967;5187
5519;2007;1773
7948;6318;1875
8902;8294;6384
6285;2352;3485
3576;9075;2777
1798;9414;265
1436;7620;8873
3144;3044;856
6589;4996;6825
4805;8933;1478
8640;8322;2033
3005;2557;1670
7015;2045;4015
7770;7335;6454
7117;2472;8723
7970;3279;7432
6103;9231;8473
6806;9851;8941
4643;8917;2206
8319;7477;5283
5219;9171;8103
6311;3175;6977
8141;1283;1068
1123;4376;1256
2431;1013;3181
1362;5246;3068
522;6001;6477
4356;8841;9853
4957;9459;5794
1400;5384;9108
4586;5883;1333
8292;2831;2514
8159;9729;4156
5754;292;657
2679;4428;1437
3085;8029;3133
1290;5908;5720
3202;2119;934
6521;9344;5215
1664;5460;9165
6925;1549;1465
6246;7122;123
1598;8020;5149
6879;3996;1468
2268;5570;1583
7408;7491;1108
9463;2468;6143
2905;5391;4830
3028;6238;4469
3108;4028;6336
3836;2134;704
8916;6058;8583
4213;4715;8133
2803;2599;7815
6838;3119;3609
4939;8601;687
5351;9825;4223
3883;6857;4095
2483;3466;3280
1983;8196;9554
2545;3053;874
3769;5963;2230
1729;4848;1314
1283;282;2650
579;6007;2170
3814;3687;6580
1566;6029;5565
8295;9746;3313
461;3690;474
3932;319;6566
4166;799;7253
1909;9170;9037
5925;300;685
4135;2040;2579
2595;1343;1802
6376;7817;4530
6585;2952;9022
5532;7630;969
8328;7914;4
8767;614;2159
3890;3386;1343
675;2695;7689
1508;8813;7672
2570;4024;9410
8001;2911;1452
3097;2716;4169
2586;5986;1941
840;4158;3514
7016;6408;5223
8367;9527;4515
2770;9180;7937
1037;5126;3423
1584;3735;4972
2654;5390;2468
4942;4113;8631
4922;2957;9476
9203;5199;4774
6785;9535;8888
2831;1891;9302
3273;3792;4232
8806;2541;5354
4656;3053;5492
208;6232;2253
9054;2656;5902
1882;3064;8483
6965;3027;5644
3524;9206;4628
510;5067;5707
7970;5962;2656
2874;8512;1944
4957;7278;5711
1353;2434;6445
2407;4746;4131
5583;2064;8491
6767;2699;3588
3951;7065;9786
6233;7417;446
9051;8647;8080
3784;9565;3434
3027;9064;1623
1815;8620;1942
2486;7329;6314
6594;3051;1722
4251;4522;5615
4654;8436;9500
470;967;5531
8929;4311;6475
9082;5003;2703
7407;4119;9118
5735;9722;2170
1505;5711;154
8210;6198;8776
6961;7805;9828
617;6763;3425
5453;3200;4244
3470;4564;4864
7503;5229;8719
8018;5001;6675
3787;7974;1043
2199;1367;4145
4851;2443;6050
8330;6303;4572
6253;3870;3
6682;5350;5437
2300;6111;5532
1349;2194;3282
3104;3564;16
4088;4069;393
668;2524;6932
546;3642;4101
6524;162;2417
1107;8454;6492
4104;3059;5243
2427;7702;9306
9911;6681;8072
473;6761;5126
6980;2390;2300
6579;5952;2067
8576;5573;5873
3079;5879;8973
6016;2665;5328
1843;1275;8647
5136;468;1581
1669;5343;2083
5593;4848;8680
4214;4437;1668
902;3761;7704
1768;464;7382
8846;4474;3012
9783;1194;8474
1373;8635;191
4087;8059;7284
1944;6346;6815
9582;7778;3569
8733;9077;2769
9727;8111;5037
6077;1534;3729
4311;3640;2545
783;5209;8326
2315;9060;8797
9621;4201;4265
4183;4545;2523
3685;9399;4774
9517;7934;2995
7218;595;6042
6770;5741;1208
9444;2694;1621
5858;3538;5575
8942;9433;4670
1752;5828;4746
273;8900;5224
4265;1771;1246
1137;7984;6412
5085;399;7679
1847;3493;6865
257;8781;2576
2941;6473;5463
8486;5806;1045
7556;6014;7041
6044;5941;8335
3269;3912;6646
2986;5377;1653
8942;7499;1386
6457;3597;9987
2610;3078;6314
1582;7592;9110
4061;5696;982
7490;7568;4955
9759;4359;2759
1491;7117;4182
8777;9057;2536
8690;8903;6192
1677;969;5685
7448;5285;3162
9506;1391;2609
3986;8708;9502
6477;6585;3188
3651;2959;6516
8133;2856;998
3879;6763;5177
4437;8967;7828
2196;7245;4248
6934;61;6192
6046;1386;535
3791;6379;2814
4593;2958;7327
5646;6177;5625
8256;7776;2036
3479;1473;5805
5688;4600;4031
3768;5859;6376
8172;9036;4086
7925;7016;1916
3458;5027;6294
7057;4027;1559
7357;6584;1929
4573;2846;3240
6420;3871;2387
3680;7372;9886
3325;8107;1131
4608;9688;7836
8874;5813;9724
6306;1625;1121
153;4952;2425
7045;4057;8970
8772;1111;2768
7409;6858;7314
9533;6792;1911
130;4139;731
3526;3462;9532
8990;7891;4408
3990;8486;464
2503;4887;4434
3938;5742;5811
5831;840;9659
8799;7186;6134
4313;3538;17
263;9554;6656
9024;4611;7156
1113;8747;4049
3373;9637;2988
8823;4225;5178
9959;5794;582
4712;803;9960
5590;7844;6899
666;7088;3293
7051;9061;3507
3859;9592;2353
8181;1279;4655
764;9143;7613
8986;1381;2259
9905;1550;9711
7883;8934;6917
2571;2997;616
8050;4725;2424
8556;7032;5374
7518;448;5136
8076;2338;3444
3472;4132;4413
5607;8083;8383
347;3693;4064
3078;3343;2626
4578;1292;6878
301;112;2155
851;4282;4581
6281;4220;7788
5259;5924;8532
2037;9494;4570
4035;1494;1230
3481;1863;6143
7842;5000;5353
9575;1842;1851
6797;3125;306
4632;595;7681
8592;2544;5321
9187;5026;8465
6128;7141;8669
2923;6885;9906
3624;1844;369
3738;7476;5014
6253;2182;8258
2597;7073;8304
7195;4111;7709
9125;1792;6506
3365;1072;9008
6265;2562;3435
880;4159;4227
8554;1538;2406
9547;2631;3349
7860;3149;3675
4396;4110;5181
8866;1892;867
9655;2836;2308
8207;2109;5404
9910;9126;2464
8908;7873;2749
1233;4611;9798
9995;4740;9376
5399;1752;2777
798;5153;3758
4393;7508;1110
624;6540;9380
1984;6452;635
9165;1029;2141
990;8312;7177
2709;5621;7898
5251;3048;9521
5080;827;2503
8392;6490;5779
2455;5705;7025
9422;5258;7318
8952;1910;5057
5900;1866;7545
2925;6065;7918
894;1551;6439
9255;9356;3481
2208;2628;1171
3185;3513;6345
410;9336;5420
2076;3005;7791
4894;5539;4285
988;9664;3261
815;5817;1309
4201;1199;2396
1544;6046;3789
1213;1683;4835
4487;9670;2656
7866;4129;8204
9378;8840;6747
7083;2146;7394
7502;4578;7043
1150;3095;6043
1516;9092;8043
5486;6364;9544
4117;9076;2997
6650;240;6867
3869;4705;9027
8454;8691;125
4034;4130;5176
9890;4947;6761
3944;259;2554
797;4668;9492
4211;601;1312
2217;2195;6423
4040;9659;9075
3079;7798;7380
2013;4172;9942
7361;7151;3110
131;610;2489
911;5844;9415
6862;9939;9025
560;142;5369
9003;6355;8003
6011;7841;900
1283;7576;8965
4774;4345;9474
2908;1547;9936
3343;3541;8109
4136;9093;6103
1704;5350;9155
5851;9651;4615
3843;2363;2443
7569;2259;9884
4149;1454;4061
7821;7619;347
4015;1742;5355
7885;7835;9142
7987;3291;9243
7988;361;6347
8279;8473;7905
377;5899;8883
8334;5785;8669
5975;3105;5437
2490;7004;4686
5013;7715;3679
3215;7047;57
6293;4993;4163
4407;6931;6875
7601;5200;541
705;2696;6184
2933;6882;1215
6102;164;5251
1907;462;4687
7687;9821;9572
7228;2438;2592
6599;1407;4436
2116;5086;3125
9122;4878;7082
3680;8711;8236
6826;8403;8581
7401;8680;1460
661;7797;3210
5714;754;6567
5369;2843;8950
1811;6791;8021
4146;1985;1263
5982;9994;9753
6181;9617;7983
4198;2211;6388
429;2941;9675
5793;7423;6935
1414;7877;5932
4580;4778;8298
4747;8019;1296
4554;2779;4111
2111;4299;1777
1001;2516;1565
2167;7564;4238
5416;150;2973
1371;7355;313
7071;8122;544
1529;8692;7210
4491;7401;8658
1558;9644;40
1890;7965;1277
2155;6123;1635
6048;262;5912
3356;746;4971
3935;4012;9114
1407;1030;7710
1768;6763;4181
4609;9257;4523
8858;1057;8033
1343;7423;9374
8287;1992;8861
6379;7340;4366
8777;62;9852
9947;3788;8768
2278;3675;4067
678;5219;815
5950;6991;6228
8176;1119;7104
1765;4126;9298
6482;8943;3497
8573;5334;4604
4488;7664;8252
1775;6017;8470
6728;8906;9242
3342;3253;8367
4167;7852;1366
1499;5563;8589
5023;2309;8844
5563;6041;8960
7291;8362;9764
481;8740;2316
2118;8818;2347
2721;1560;5996
5166;9105;1384
8863;761;5489
5029;4928;2231
6305;9944;8721
3729;4013;2267
7784;3330;6648
715;2176;8479
3006;2590;6795
2827;2461;2205
404;876;8970
4751;917;6822
4826;8554;8078
7824;1928;1712
2524;1031;8740
5705;5451;1299
5423;3924;6976
1797;968;3125
5480;6197;2624
6837;9653;9987
667;8724;2589
3331;6252;704
667;3099;4518
2515;3713;6804
2596;3693;1748
8958;4446;3671
9433;3786;8522
4791;6368;2520
7746;8190;4429
799;730;7328
3583;4633;8150
9942;9072;8910
985;9605;6696
1182;9548;3989
5866;6555;6187
862;8255;6732
7920;5549;4961
1666;260;7378
