5368;778;3252;2861;3017;9428
9143;6434;235;7588;801;8869
9786;3599;9478;6652;1866;5594
8622;1260;5200;2319;3776;4600
2120;3073;3197;6767;6458;291
4632;284;5011;8174;8857;457
7081;8636;2790;7967;3051;2675
9271;1101;4767;9745;544;3694
2754;7098;8537;8301;9418;6592
1252;2283;5360;7675;9752;688
3100;8403;9595;5285;3308;6250
7900;9510;6161;8816;2165;6856
756;1678;3162;6878;1707;6153
8816;5618;5712;4646;4987;2317
9470;6720;6036;7409;2132;6446
1076;7204;7822;3696;3506;257
9168;4592;5899;2142;5571;363
400;7774;2641;1319;2050;3759
1541;9292;7485;1585;8841;4884
5957;5706;3890;8286;5235;1371
6741;7744;5326;9264;7901;2814
6982;3910;3196;6138;7727;9019
375;3985;4750;9302;4051;6825
7648;3018;5996;3655;7027;3305
5851;6035;3022;9724;5642;5010
6025;5058;1046;7773;8869;1158
8195;4935;9369;356;8995;2485
5899;5501;8462;8667;6308;9551
826;6709;4182;3155;9660;4396
3932;1746;6902;1981;8944;731
8037;2988;2270;9333;7727;1842
1953;1938;4675;9712;9096;5597
7628;8976;9055;971;9583;8441
4550;2048;5450;6345;225;8035
5489;9095;4709;5170;1413;9813
36;6060;1387;384;7118;3923
4382;5445;4536;4089;4154;5566
5177;3573;7417;7513;8514;3334
9291;7567;8146;1352;7508;5863
9503;8680;6583;988;185;3435
2025;9544;5995;1278;7280;9814
5558;2832;8325;3997;6322;5047
9448;511;3092;9401;2456;6202
1794;27;7447;3400;5773;7119
4922;780;3340;1477;8712;1455
1210;2520;24;1386;198;7192
1724;3000;4537;3269;16;6228
3841;2742;6303;2229;9034;8582
8774;912;3860;5909;4064;9749
4258;3912;2192;9993;7767;2902
2941;3133;9289;9739;5663;9582
9730;8800;9390;1468;7422;5179
2584;402;9048;6815;5524;3090
4985;7434;4850;698;9614;4262
229;1778;2040;2213;1733;8007
9609;4579;9740;8486;203;4724
8521;7528;6966;8615;1210;1002
4405;1201;5342;1654;7328;491
7790;7340;4922;4768;678;5886
2561;104;6682;4388;2691;6613
3578;755;4425;9163;41;9298
9887;955;6942;1143;2737;3581
7479;5328;632;8435;7680;9752
9075;7722;6516;7137;6162;5288
3125;5034;7265;9127;5085;5209
6317;4280;4228;8759;3216;7284
5285;6009;7185;6960;9190;6859
9200;549;5611;8762;5043;954
5036;6540;7828;6019;9892;644
1366;7774;6605;2841;2022;8672
2662;2612;7553;6956;3907;4969
3442;9807;2034;8884;1452;5073
9285;3621;7545;6452;4038;2532
303;5009;619;4669;5695;9419
5014;9741;6505;891;3184;734
9666;2292;6788;1660;9558;3225
9102;1925;5341;5076;357;9827
6823;305;5992;6229;9861;7204
2802;5077;4949;192;2618;2017
8095;6190;8284;7391;6627;3739
8564;3487;9609;3914;8693;6527
665;6753;2168;8810;9024;3820
2527;5022;7802;7764;7947;2743
6730;5097;7159;3274;4599;6848
626;9038;507;5983;5932;7562
9423;1724;7905;4832;8128;7390
9780;8576;5388;6435;7628;5530
9939;4589;1040;9597;6764;6057
9850;1153;3618;6541;8182;511
1885;9807;5431;3259;8189;5804
3889;2071;4216;7427;4281;3363
2902;4163;651;2797;1673;1156
4923;3771;2607;9569;6968;967
3116;393;6879;105;6799;4375
1815;2906;1388;5343;9729;7240
3659;2268;3337;1762;1997;7258
6573;3514;5909;9572;5227;6521
9792;3521;1655;4838;7389;5419
4042;3339;1468;1241;3517;7559
7581;71;6722;2341;2414;380
9007;5931;3410;3786;2149;5837
4506;9037;9248;4437;6498;92
624;7522;7788;2015;4969;6746
6157;9480;7184;2981;3538;7915
2024;3065;9515;811;3496;9446
7000;9830;6533;6144;3521;8775
1334;5307;136;1111;3489;3758
6961;5748;4603;4330;2839;2342
4833;4369;1094;3323;1735;5678
7751;606;1280;2338;4411;2730
2924;834;6495;8652;24;7644
1695;2170;3007;6644;1142;6578
1845;9628;8087;4152;9990;6413
1477;47;2494;1527;1973;1908
6914;8165;5213;92;1244;3922
5285;129;3460;7796;29;8975
7658;1619;6925;840;5655;1211
8587;1794;4803;9922;7871;3251
7027;9941;9516;5552;8645;5614
5566;4452;2711;6672;5096;6339
329;2016;6327;1963;4672;7178
222;9211;5213;5133;3706;1449
9894;5432;1220;4670;7295;706
1928;2265;3494;7961;7303;246
6431;754;1646;4615;6113;8658
7214;2502;3671;8468;755;158
5321;2314;5305;5235;9217;6975
4376;2466;5624;7772;6906;4968
3702;8786;806;292;4519;556
8678;8017;1242;4842;4119;1007
9764;187;2850;292;2542;3814
7262;831;9194;7416;4943;6095
3941;6991;3536;3708;9462;3982
5058;5908;4327;954;1588;2508
1767;3939;49;4180;5392;1055
9155;2908;4620;2159;5536;5369
6360;3959;2282;1945;3002;478
5625;1868;2291;1455;5652;7462
4532;9671;5994;9077;5194;5486
4990;739;6551;7215;6884;1763
8065;419;8534;22;629;3018
7166;8452;6422;1591;2674;1573
9106;499;4735;6563;1455;5207
9546;3631;9133;8897;1494;2260
9105;9053;5479;5846;341;9298
7735;2792;4;6931;9638;8672
9155;9044;2406;3966;7898;7482
6142;8505;7723;5539;2565;193
1921;5814;22;6518;3520;9239
911;2959;9495;5561;9060;2317
7510;1803;2615;4292;1447;9305
3489;9070;3184;7702;7952;6526
9660;9912;5202;2790;3739;5736
2661;6656;1451;4668;5786;373
9851;4235;8016;7547;9497;6598
7297;8715;6597;6091;6204;9914
1771;6646;1250;3596;9385;7526
3172;6268;8473;8769;4945;4114
6011;6952;9194;5307;8598;7933
4197;8432;5681;9542;1;6662
4830;5481;976;2744;4857;9557
1830;8390;2609;1340;1114;3688
6983;1376;3764;4971;9949;1540
6161;8804;1336;8108;8340;1977
6173;2266;9749;9091;6844;1585
9688;8406;3404;6690;1899;2089
8576;5593;1985;10;6982;5153
4197;4594;4036;2322;1133;7365
7297;7641;4994;7703;9438;2375
8222;5083;9412;7888;8276;2576
5328;8991;7201;9696;473;6551
6976;2657;5092;3367;1559;6911
303;9919;5636;3405;7014;1385
1890;8703;3463;8429;7161;1619
9148;2447;6543;9651;7729;3564
3881;7021;2023;4010;4400;4392
4089;6302;265;1052;1640;8796
2994;3265;2343;9872;5152;2454
1122;3532;6932;853;7545;4725
326;6419;7973;460;652;9497
919;9136;8423;5993;2735;2761
9104;4395;1579;5316;4241;2938
1165;9191;4007;7496;4564;2759
9202;2255;221;7020;5423;6612
6920;9508;2749;1826;694;4013
9102;2023;4702;6785;6938;3091
3994;3847;1399;5090;6669;6099
9426;9826;1535;2131;661;6032
4493;4407;3791;9491;5440;4225
5373;1505;2046;8556;7702;6169
2561;3344;670;2682;9347;294
7445;4536;3626;6631;1496;2139
7244;6943;3752;2498;4430;5716
8706;3214;1555;7908;1830;6239
6916;7487;8263;3747;1619;7545
6514;4522;6732;2002;2521;4820
6730;6995;3306;8996;3851;2836
9132;1820;6740;7122;9229;5820
9917;5924;524;733;8193;3147
2635;8382;282;8321;9521;8020
2296;5005;2294;2475;1875;1604
1216;2040;9114;5756;9315;1685
5448;5473;9229;8474;2340;5282
4917;72;2579;6701;111;1185
4790;9486;9592;7465;6966;8432
506;2986;6645;3243;6953;6405
3416;4592;2009;7327;8648;8408
4301;8808;5762;6913;5230;5134
4094;3950;8759;9605;4359;8869
2508;758;2878;8240;8608;6297
7702;7305;942;8265;3049;5454
4957;6776;1298;8830;1443;7346
6990;2114;1379;4616;4749;3565
1221;4569;644;8374;4603;3388
162;8181;281;1562;965;8781
7413;4848;20;1829;1276;6507
5559;5198;9920;5701;2150;2514
7260;6946;1656;8186;8463;1146
2421;3030;2195;9734;4974;2104
1791;724;3832;9121;7793;4593
4822;6624;7836;1576;1201;4195
2187;7162;9941;4268;5409;5665
373;2723;2956;7679;190;5814
8958;6038;2944;27;3232;1105
4286;901;710;4547;475;5494
9446;523;3745;2997;6411;6105
1756;2640;2039;1637;4762;9941
5663;5220;791;8165;2960;4879
5187;7991;4299;9086;2746;1029
2935;2922;4846;7773;1845;5088
3491;7663;6411;1662;3816;5075
6242;5995;4515;1394;8869;5495
5789;2857;9675;6811;4956;8696
535;3787;901;1231;4629;4427
6279;355;735;8796;2365;9821
260;2695;7586;3028;7307;3851
2165;659;5771;1158;2957;9733
930;2285;8539;24;7059;3454
231;1615;3946;6760;4965;9726
9798;4185;7766;9530;3373;2532
7100;7816;3030;5022;788;5987
9635;1802;613;2338;3460;5124
5655;5048;3543;5950;7684;2584
4431;917;1435;1457;4815;7981
1033;139;6696;8239;2634;7567
6072;2968;8786;2147;3936;4371
2182;2431;5652;2960;4734;4632
4227;1509;5254;5108;9754;8097
9541;4878;4016;7751;7295;9650
5325;2183;7267;2118;4727;6360
3484;5614;6641;4919;7156;2964
6465;3560;420;1811;6421;4119
3634;6841;9214;2699;2243;6421
3346;4153;1895;2996;4937;8575
1983;2208;479;7883;8486;9437
1113;1166;2074;439;9597;8474
8814;37;8369;7732;7843;6664
9094;7892;1105;2241;4001;7537
1336;2962;5183;3329;5851;6486
1304;3864;2140;6697;9283;265
508;8934;7950;9914;6859;9301
6611;8730;4555;2498;1962;7628
9596;2028;1996;9890;5030;2878
7148;7598;4347;9683;6933;6307
3613;9374;6496;7064;4498;4289
846;9506;8677;7893;9184;6532
4185;8299;7273;7766;7451;823
220;3525;7598;6953;8499;4464
3133;3187;1175;6559;300;4522
5660;9898;6890;8715;1055;7939
7532;2647;549;457;6807;9285
8290;1675;8491;1056;4083;438
3901;1210;2966;1509;3404;4547
716;7008;6660;3930;8472;6742
9821;6280;557;5743;3175;2526
1824;7222;4194;9236;6524;4076
1617;945;4558;1480;3163;571
4864;2428;8428;4604;1790;4201
9433;6891;7538;8828;6438;399
6635;1555;2134;8272;5093;4324
116;5077;2841;2444;8663;7016
9281;6553;727;5026;17;8602
2987;5032;2879;5327;6152;6634
2437;8124;3157;1639;8904;2922
5577;5809;2345;3560;624;3196
113;3545;6389;6902;6922;4638
7230;6752;3875;3514;3288;3385
2836;1114;700;1129;4708;4350
2894;9318;8247;4547;3697;7127
6469;7785;8092;9115;7869;8536
5969;2645;7341;2543;6545;6838
2127;2080;4234;5983;806;8061
3392;9227;8942;4907;6855;1673
9052;2386;4507;9567;3546;8363
7749;9030;8876;3116;7982;4147
4446;198;495;3147;2353;6969
4938;6740;2290;102;3055;2179
9697;7251;9826;1663;8683;4401
4684;9018;5161;8736;8444;7354
4486;3012;2727;5629;541;3532
50;9920;3423;289;2664;4314
4618;9645;2366;4356;4996;7241
8150;7496;7771;8719;9353;6505
8852;3189;4935;2586;1725;1437
874;3758;9091;6242;5664;66
7456;7010;1486;4109;6201;381
3004;9801;8597;8192;9387;2787
8339;7529;7026;9373;3147;1678
2396;4340;9119;5643;3918;7579
36;8562;6762;8849;3096;1378
9352;5486;934;2229;3131;1625
4050;5322;191;8365;128;9790
4846;5455;7061;7079;6650;974
405;8311;3461;6883;1705;6828
1287;9067;4256;1698;5957;6108
7186;9339;254;5866;2916;553
9291;6187;879;6603;6017;1757
1674;6400;5207;646;2390;2309
1124;9728;1584;839;7867;7708
5058;3321;2832;5189;6147;4780
4567;3553;2274;2052;2630;5675
6545;1624;4167;7896;3024;2737
2292;2462;7496;8981;613;952
9538;7897;3090;6926;1009;618
6653;5731;547;184;40;5611
2163;6240;1842;1354;7226;9472
5733;1392;2768;1917;2990;3487
3697;3062;4808;8635;873;3001
9250;2954;1296;2290;5305;6990
4695;2827;8968;6339;9638;8982
1623;6466;3661;6288;4844;803
3143;4681;1668;855;6954;7381
9485;3287;3424;235;124;6683
4563;6032;9568;5396;4982;5998
4152;6897;5400;1003;3785;3651
1633;3006;6717;3882;7375;2453
9950;6487;3003;1251;6485;1595
2911;1770;3939;6467;9794;3195
258;149;6076;7299;4905;4015
3578;3235;5016;7136;1812;9238
6559;6985;2225;1588;2585;7279
4607;6973;2230;7244;5311;284
5027;7947;1882;4369;1037;997
7749;2214;9039;1380;1086;7431
8889;1426;8948;5525;9638;6430
349;2206;3873;2026;2236;1357
539;5959;7659;3649;6652;2106
9172;1042;976;4047;564;4235
643;4508;3108;4883;3951;6855
8966;615;196;4032;3171;803
2573;9388;2590;2096;7509;8018
6862;7699;6653;2392;8990;2083
7795;5257;4089;9180;6472;553
5830;2007;5416;2340;8281;4189
1466;3360;3903;2843;9474;6887
7155;4562;4740;8821;2947;6553
9116;7312;2690;6461;5698;8221
6817;8211;2699;3828;3847;8423
5791;7851;6934;1099;7855;1817
2334;8998;2068;3331;1387;1927
1559;3118;5504;6257;5914;1184
8998;6490;8771;8795;2141;9114
6795;662;7357;4762;1434;5610
7933;213;8088;5144;8617;1477
634;843;9863;6436;2316;7237
428;5798;3611;3413;9703;9578
4615;2608;2190;8117;3570;6560
4823;52;6378;8172;848;6953
6967;5309;7705;7168;9829;8992
4333;8403;644;3524;4247;847
9965;8287;3892;5697;7287;5486
5626;3096;5768;3033;8336;2490
4600;9380;138;7845;8764;1803
8143;9211;4016;4576;1895;813
3743;5699;6135;9365;8222;4682
5809;9366;1636;5118;8585;4351
1674;8399;6326;1732;945;3072
5427;7839;8705;139;4341;5221
3970;8521;1551;1729;9843;2400
9380;1392;7448;134;7500;1376
7507;7200;9689;8926;1599;2794
6517;869;3045;3523;4258;4684
8761;9441;6805;4879;7583;8030
5657;9715;7115;6815;5854;7253
8562;1377;2602;6606;6363;8279
9327;1584;2138;1437;8737;4220
5797;5980;6124;4674;5962;8092
9392;7566;4175;9364;243;9042
1917;248;388;3044;8187;568
7214;9561;9999;702;4936;3324
1968;5921;8293;7954;8052;7362
9471;7676;6579;8734;5490;592
1369;5516;9221;8791;6176;9408
1487;208;853;3312;8677;569
9329;7883;4794;2655;9826;117
1869;4897;9212;2464;8256;6063
5671;165;2120;8785;6891;6824
6431;4931;1560;7205;2858;9520
5005;7731;570;9730;4865;1195
488;7155;7605;913;2397;3988
8266;619;3448;1447;4799;6206
737;9836;4022;7287;3551;4278
3350;7758;4121;9547;6149;7655
4887;7578;543;9042;7055;5518
2548;9072;4111;8706;6414;2519
3132;1313;3928;6508;840;4762
8978;9847;1134;1909;3942;8499
5264;540;4311;2721;9206;8495
1459;1746;5270;7114;4618;9457
3244;6591;2541;8883;2205;4754
7275;5632;6679;6712;8653;4269
4710;398;115;5848;9041;1837
315;1023;3063;6160;16;7659
4635;809;2147;5343;1908;5300
602;660;5972;3998;1917;1945
4057;5618;4260;9585;6285;378
3037;3163;4667;8575;4093;8184
979;2006;8560;190;2287;8147
9492;6722;82;4964;3705;3177
6030;7927;8932;8672;7594;2257
7648;6648;4594;7091;8802;7955
802;6636;2952;5275;1019;3208
7980;9735;6984;5289;5452;6834
613;301;3935;4851;1456;737
4269;8438;7799;2482;4588;6968
2578;2709;9640;966;266;9809
5893;1196;4587;9534;5377;3110
3278;352;1872;1831;4217;8360
5509;9497;8000;2838;3281;9349
8714;3088;1717;3026;7807;6340
1474;4087;2977;3633;8011;5298
2878;6620;2881;8262;3010;3862
5549;9609;1551;3407;2400;9706
9006;4340;9798;3386;7663;103
4962;5274;1341;1556;9460;4156
1644;7075;480;3704;1627;3518
5440;3136;1913;4228;5236;2038
4281;7190;1838;7269;7106;3867
3330;4841;6822;7371;2030;8512
8435;3813;7870;8783;7163;3766
7412;9367;3188;5111;3481;2102
5560;2036;767;6831;278;2684
815;4571;440;9918;8338;9601
3768;2349;4193;2395;8511;4412
9790;1328;3754;1614;5933;3704
5592;1778;8307;4169;2746;1446
3926;7120;1047;9627;320;271
6111;2493;186;6892;2470;795
7024;4239;5570;7843;3807;6447
8413;2709;2157;8680;8353;7595
2759;9499;9393;3882;5152;9808
1145;4620;1673;3002;6779;7473
570;1977;9673;9298;217;7991
7871;1246;5385;5100;4660;4449
7874;9897;4901;6660;9719;5551
7815;2435;7448;5600;2637;2357
4827;1455;1072;8054;7868;1768
6695;7567;4583;4243;9100;5288
9354;6481;646;7138;2426;1491
8470;6300;1493;6737;8301;9004
4702;1692;4194;7383;5749;5233
7674;4349;5328;995;3518;9461
9104;6245;1538;8886;5189;3524
1617;3548;9623;4986;852;8372
3193;6816;1007;7435;1715;3875
3881;404;428;2900;8744;1414
4257;5060;2447;5278;8909;3354
2162;6807;3081;8978;3141;7317
1960;457;7245;1129;4818;897
9145;912;1;1271;969;6426
6415;2236;848;910;752;9859
6409;251;8776;7577;7366;8822
3088;1088;8353;1626;9662;5800
5066;1034;7635;1154;111;3911
1852;9433;6234;1590;6743;4845
3885;2234;5623;3881;4555;7543
1093;6051;4971;5973;1503;7821
8799;6141;9123;2089;9100;1467
3756;9298;5461;6278;5410;8037
7340;3566;2813;2940;2968;1533
7320;3897;1702;5832;7019;5368
3734;7401;4254;8985;5755;6097
5851;6882;9786;3493;244;8632
5153;6281;4635;2475;9267;7361
9349;503;7328;3549;737;4289
1530;8270;4113;2747;5657;3404
5186;2775;6354;3902;3872;3823
2545;1698;1721;4754;1028;4637
1787;9597;7197;8902;9584;8001
7512;4201;802;6824;6664;5358
5658;5339;9672;4178;4701;8988
760;2902;7512;4992;4892;9350
9507;5643;2307;774;3242;270
3468;1948;5915;7964;9158;3511
7206;9739;7689;8983;1984;9815
4019;7563;548;2451;6933;3511
6376;6979;1987;3956;4668;2629
4622;3176;9712;947;2178;5522
7205;7426;951;8045;9738;484
2626;1809;2790;8083;3076;2562
9392;4973;6465;8447;1709;2878
2208;8129;5404;8321;7241;4040
9603;9442;3479;9294;8459;4520
6907;6990;5735;2969;3606;7086
2629;4933;5719;6782;6325;213
1998;7748;3147;596;8276;1626
5915;1309;5396;2570;47;5622
6419;1990;7418;1063;8146;2591
1301;3356;6888;2786;2224;1867
8479;3033;735;9707;6409;3015
8828;2007;7649;4758;4346;5901
3097;7509;7471;5980;6689;5224
7390;4645;9018;1520;8106;6235
7241;4457;3319;3506;4679;37
9383;3096;8442;9180;842;1036
792;4543;270;3692;9117;8199
7824;7472;6965;1164;7847;3579
3913;2472;6413;1141;5103;6059
3229;7974;7115;6162;6148;5246
1280;6834;7758;4172;7723;8804
1333;43;449;2977;1002;8659
6021;1520;62;2911;7424;4782
3584;3498;2381;6471;4927;7603
9221;5342;7336;4266;8165;995
2906;7592;1804;3000;3356;4045
2171;2663;7024;834;7159;8758
8479;9920;3221;1390;7958;2292
1031;3297;6391;5827;1382;8519
2287;5997;2929;5913;2438;6460
6100;4704;4191;8815;1598;5602
3506;7418;6772;6769;5687;4397
8085;1190;3317;4580;1465;8407
6448;1442;1870;9285;1514;5846
6598;4566;3257;2197;1582;9306
2362;3030;6428;9451;8543;2031
9595;1285;7050;4505;38;50
9360;8951;3029;4643;9671;3531
3595;8031;7694;7731;1856;8068
3712;9351;8765;940;7801;8256
4125;5460;1491;1414;1300;8155
6016;734;1917;9499;4538;3450
612;9482;1560;4930;9801;6594
7241;8298;9482;1134;3279;7418
1709;2995;3888;4111;6291;195
2798;3456;267;8605;6766;9892
2084;9066;3151;4205;1745;6187
1542;9471;7605;8982;8643;1837
2257;3507;7320;974;9906;3033
9752;3764;3912;8568;6124;5487
5411;6382;935;1;8992;992
3637;5794;8626;7644;5532;7263
6115;2865;5927;599;5722;9800
6581;6149;3523;3734;2620;4189
8498;9380;2176;3519;2827;7789
7934;4591;2734;5452;3159;2250
959;5522;4832;7710;137;9859
686;1542;1740;2531;3818;6191
8300;3968;3361;207;3544;3297
6070;4320;3617;1149;8466;9182
7298;5363;5615;8612;9596;3363
2825;6834;9549;8820;1128;274
8920;605;9405;5256;1500;5562
4855;3573;4520;3329;4814;4080
3400;2258;8043;8571;5526;409
7775;9961;1990;9124;1274;138
4691;280;9669;6589;1946;9768
2529;8631;3916;6060;6961;7024
4584;2490;4094;7426;5513;4006
6936;7036;5731;4091;4427;5248
1755;5152;8579;2156;3496;2446
2582;7184;8930;1801;8434;5867
6720;1320;1462;789;9410;5117
7869;5609;5520;251;4904;3816
7745;2950;8062;3967;4119;1115
8227;595;6230;7731;7446;5577
1966;8896;1334;4532;7625;4808
2574;5880;8515;2973;8886;3456
4022;4871;6691;5005;2368;6856
7673;7161;9643;7063;4909;1042
5592;595;9772;9783;3144;6832
7519;5521;5485;1162;2170;7120
277;3795;5574;3629;2413;607
7098;9514;4354;2476;4702;7440
4970;392;3632;6797;5239;4895
4256;6597;1895;8081;6797;5225
8473;1616;324;9851;2010;315
3158;1428;6447;7998;9322;3209
8006;8195;9172;3041;2289;1322
9238;8240;8021;5407;7096;5033
180;5142;6358;7024;4278;69
714;3624;8301;2003;1158;2105
2150;5085;7960;5209;4321;4162
4652;3784;6131;6131;2096;135
3163;450;6616;5815;1923;3104
1129;2111;6746;5922;2840;1428
8317;1037;5055;5169;2494;1851
9874;4530;6519;7473;1405;9331
5845;1449;1472;9971;3770;6028
8574;4316;287;1508;839;2463
180;7945;8052;1850;7685;3398
4111;8151;3819;4696;3007;8935
9864;8180;5692;3142;3237;3159
2099;2078;9547;3257;1506;7789
7336;7259;2914;1717;5811;6187
600;9706;4898;1597;5956;497
5397;1197;9977;6743;3164;3401
5447;7794;6187;4244;3558;4906
2769;457;2867;2635;6880;2288
3782;3926;8192;3090;7124;6390
8506;7466;2076;9484;934;8500
8036;7538;2617;1061;391;9270
3673;2576;2113;1589;1087;2354
697;9355;5174;3896;1691;8438
122;3566;6727;2338;2424;2421
8172;8089;2323;7777;2508;3587
6010;4002;8585;4978;3835;6007
7865;4127;2022;9134;6377;4311
107;8977;424;6576;9083;4999
1485;3996;5492;7932;3437;8396
452;6373;5916;2957;4872;4707
6577;8136;7613;102;4090;4874
6154;8986;9316;3586;2746;4321
2623;9978;3589;6476;5222;4826
673;4721;6137;1863;1705;7982
7725;6202;6005;7382;6397;3778
926;4378;6525;8750;518;3732
354;9395;7737;9665;5161;3429
555;5223;3678;5859;7274;7467
9581;1338;5481;5189;4004;6656
296;7850;42;1677;8706;5380
4438;9900;5825;9400;8588;4732
5930;5887;7727;1705;9949;2908
8761;5783;6281;3080;3089;52
3759;4399;5744;2816;1847;1489
6342;6716;2708;6542;2690;6910
8807;5360;9241;7215;9064;3028
1607;6463;3457;9111;6685;2676
1060;8123;12;5616;4850;2420
6241;6072;6323;1248;4336;3304
4253;5370;6692;5161;2822;3715
4036;8892;9610;7632;122;3373
753;3691;7805;3700;9766;4900
8290;4575;5861;4907;4918;6544
6945;7645;7114;6243;7795;6432
7369;6679;6928;6842;9847;4037
7302;905;6123;7110;6413;6539
2207;7041;7654;7937;6882;9347
9952;186;6683;4134;7035;5094
1186;2460;5503;1726;1274;8177
6559;2154;3603;767;4655;3339
9477;9568;3900;9394;6706;4936
2873;9803;6438;7554;3862;8315
9509;7981;8892;9276;3883;3426
4328;2371;3777;8023;2942;8685
2878;1226;2341;6083;6198;2688
459;851;5409;6549;3870;1062
8752;4947;1149;5051;1964;9666
4779;6105;8051;4793;5108;6326
7407;417;9387;9583;8058;8112
7344;9320;7541;2832;1800;103
6101;8053;4608;9949;5977;7333
6867;1555;8239;2345;6362;7962
6437;7536;1774;1534;8577;8288
6713;6434;8792;6271;6130;3907
2393;6038;6159;5248;8623;7271
3972;6898;3101;1390;2624;6516
1077;4063;4124;8210;5384;5790
3256;1517;2347;7998;1776;668
5027;8969;4958;6281;6115;5899
9273;9780;2799;1417;6207;2566
1272;9224;4660;7476;8916;1808
3805;6420;3427;2259;2681;7742
685;5841;9535;253;3860;7716
3696;6730;2738;7375;9190;1469
1242;8340;8207;3844;8520;2731
3912;5551;3845;2085;9348;3979
4715;4336;3978;925;8085;5643
803;1287;8395;6068;8592;8757
7248;4749;7953;5965;7168;6528
5045;1128;6342;1818;6696;7640
7488;148;2427;6415;3335;3894
352;7459;9102;1570;8051;2582
2204;7386;4058;2999;1330;5893
8556;6264;7128;6174;1855;6436
4620;5952;7489;8298;8867;7187
7969;2669;1113;6358;2051;7312
6904;764;9277;2125;8294;2212
7245;4290;5905;9638;2922;2920
283;1464;2916;5956;1859;7361
4418;1858;7456;2061;4625;4971
9441;7002;7709;6528;2511;3816
6890;2359;2521;8221;451;1113
2996;8445;55;6673;9710;9550
5513;6819;4844;7187;8147;9549
5497;1925;3651;3470;7999;6877
4811;6679;895;7888;3794;8699
265;3565;9859;5477;8452;3742
9581;7345;2198;3345;9925;274
406;6923;7979;5730;2868;192
