3535;5491;1631;6797
3791;639;3075;8777
8484;4406;4210;2372
8305;8236;4525;2968
4042;9806;9028;6719
9497;8113;4899;1204
8306;2023;4341;830
7430;7240;6396;6024
2733;8119;5634;1648
9562;2;42;3956
3430;2123;8092;5211
2054;1212;7994;4900
9583;4140;72;2627
4977;7152;6494;7488
4629;5415;5694;9280
2811;8200;7201;4711
44;515;1883;4450
3695;6161;7696;6967
8829;5918;2538;5472
9275;8800;3568;9404
5691;3500;6023;5648
7457;7109;6202;1510
6465;7851;4861;53
7079;927;6236;3424
9996;2117;831;2677
5491;6634;9795;3380
5900;1052;172;6362
6370;5479;6137;4532
3885;582;6142;8811
6452;5301;9672;1561
1540;7253;8447;1730
7414;2647;6378;4363
7165;6259;2528;1404
6165;7050;2006;4135
160;4185;9662;796
416;5390;5780;5662
6474;9971;1578;2833
469;4130;3093;8345
8319;1143;4044;8577
9237;6637;8163;2750
5043;5580;6858;504
3464;4249;1202;6932
3633;2757;8064;1958
4976;2550;834;4483
9038;4854;8906;842
7711;5719;3758;6987
2823;7935;6502;2239
6242;2934;2394;7775
2456;1492;3973;3455
6717;8712;5685;164
8433;2215;9000;4861
9831;4237;1148;9866
3693;7691;1129;869
5164;8802;763;5978
2597;9854;425;5338
7118;471;1453;7615
8818;2755;9705;1554
2610;8360;9658;8325
3811;9968;5652;3180
809;8384;6496;3076
8138;2655;2390;868
6926;3164;157;8565
3569;8475;3457;2285
5416;5884;5100;6282
1881;8029;7550;8161
9879;9481;5847;9144
7429;1858;3433;5907
3631;7422;8960;9728
2897;8214;5082;3913
741;4955;236;7248
6277;7007;2753;1956
6148;566;4230;905
5144;3284;7859;7158
1056;9277;5157;97
6720;8325;8579;502
5522;2769;2839;8637
1426;7897;7062;6910
8549;3563;5532;1486
9213;8294;1479;5055
9625;7740;8838;2700
5990;7245;3094;5865
6756;4194;8789;1637
9090;6408;3097;718
7559;2977;2636;9760
2853;7982;6357;2000
7489;5417;4585;914
8030;2293;943;3658
5563;1896;6136;1976
4758;261;1780;1812
9044;8224;1382;1098
402;795;3471;5743
8579;8742;2038;5191
547;2860;1628;343
9865;5831;6422;5835
5929;4331;9564;2154
8544;9728;5636;436
6975;5776;1244;6129
7594;5851;6794;4057
6655;8818;3936;9155
7312;7826;7664;5324
2561;422;5198;6880
7162;7880;5027;7261
5401;9148;877;7684
4703;8429;1203;5991
6669;6185;8913;1265
9073;5018;8389;3187
7468;2586;9606;1929
2711;1230;3539;5244
5920;2900;5385;9207
1358;5248;4430;5340
986;3262;6781;6713
9528;1881;452;6318
5291;7265;1187;3974
1844;7929;6795;3113
1827;79;5604;3720
6845;1747;1057;6466
1043;4798;7638;6763
7931;101;6748;9397
2428;7310;3352;5437
9586;5314;8530;7686
8057;9227;2540;2069
1561;3451;1491;153
823;9896;3400;1864
8768;9404;6693;5954
1197;9651;4181;3754
1340;3891;6656;9976
1619;9314;2273;3141
4300;1732;8589;248
3812;2777;5685;3009
8964;2173;8025;8274
6194;2074;4695;9283
4625;4839;7081;7150
3992;8875;8201;5982
4401;5681;7281;2600
1137;6698;7504;3331
9359;413;2069;3623
5045;4101;7572;9157
514;4714;6232;2827
7652;4152;7908;9317
4609;5329;6626;5916
3518;1387;5048;2604
6271;7061;7728;9775
7955;9861;8881;7633
5186;6977;9604;6385
7423;8717;1462;299
2527;1236;9023;4060
9057;6985;2334;6550
3800;9798;9625;9090
6902;9414;9104;8647
3304;3549;5233;9776
1629;5314;5522;3658
5380;398;8071;9152
7019;6326;6842;1979
6695;6586;1876;1200
9873;2268;4572;7415
4627;6986;8603;8366
6431;3639;2591;1562
1899;9910;7581;1769
893;8410;3869;2427
1726;1200;1194;9552
1465;8175;4875;4907
2716;3219;9742;5192
9163;6190;5692;4009
2873;748;5378;107
1439;5322;3739;2600
7143;3246;3261;7210
9179;2737;3608;3752
1571;4376;3533;5154
1051;5817;8441;6113
5025;123;1699;7449
1294;8297;7518;3671
1168;5875;2063;7966
3401;9813;4038;2875
1953;986;5663;1220
4820;8627;4216;6259
6444;4473;7709;3984
7869;7383;2753;3870
480;4829;6041;1106
3591;5431;2740;2888
7727;1449;6032;8323
1525;1760;1317;123
421;3575;1243;7887
3169;9997;2067;5003
3160;1930;3581;9723
8115;9805;2534;155
4396;6139;5722;5414
5538;5143;3329;512
7859;9069;1168;2159
3249;1843;6265;1874
7589;5409;7905;6376
8291;9576;5318;6062
4664;741;836;5402
5982;8009;7207;9804
6956;450;9055;1005
2047;6722;2511;3466
8602;3091;75;8344
917;1772;3230;1576
7309;9101;9300;4350
3450;8874;1537;4424
7057;7279;4730;5716
9;7575;5774;4686
5576;7428;9792;7527
8821;52;1764;7023
2221;2369;1354;6415
8355;872;2826;5777
6101;2595;741;6493
4080;7951;7699;210
2855;1247;5035;7910
504;2953;2589;6757
6944;1412;4480;5407
809;8934;8563;23
3735;5963;3904;3236
9264;4816;9817;4548
4711;6541;5609;2127
7902;4662;3027;5535
7212;6079;2;8107
7803;891;3360;9682
2854;5859;7346;2885
2830;2480;6513;4422
8712;5456;8022;4811
7989;8027;6140;3686
5354;6806;4626;9514
3743;3029;9777;2357
7439;3589;8184;2240
5818;8836;6590;1611
9066;2067;4181;9852
2721;6134;6979;1478
5248;7701;4552;5766
4408;4228;731;2696
3763;9499;2500;5305
1682;8909;7882;2537
8247;9603;8246;7951
6838;1102;8192;4590
2724;4040;7708;4169
5883;7564;2607;9635
3868;6234;7309;5038
4832;4675;3347;403
8786;9611;4168;5855
9981;1713;689;3058
4474;5545;9016;3397
4853;5018;8119;6532
9239;4577;6373;9150
5316;8705;346;6531
364;871;3189;4561
765;3046;9205;9232
6948;3852;4737;8951
2819;9844;2017;3950
4012;2171;3803;2544
443;4616;6221;9004
8377;6669;7330;7124
6592;8;399;8419
4839;4478;89;3850
1928;4770;1217;1823
5299;6713;9954;2133
6626;3352;5081;7820
1025;1135;8194;4406
5437;5409;4244;4575
6206;476;9977;6249
1744;3278;5489;8754
9722;3809;2215;733
6410;8565;1849;9188
1884;9185;6816;8029
973;6994;8734;817
4263;7654;201;5681
8103;9760;5452;9972
7513;7164;1416;4263
6355;5379;8403;6500
4358;3924;848;5815
2553;3471;7297;7842
4372;80;6907;6813
9759;3680;7895;2217
1138;3714;6252;7590
3594;8036;3507;6878
355;1725;1616;988
2270;5945;484;3083
2727;9661;7033;5769
4361;6750;9556;5734
8090;101;9937;8709
6255;7872;5442;4281
5674;7027;5503;6795
8013;841;7678;5111
8234;2111;7182;2915
8703;3848;9156;1490
8717;7807;7711;2211
3442;8509;282;4346
2136;2616;8936;9998
8486;479;6149;2195
7201;2650;2632;5597
8032;198;7327;8943
1465;5063;9285;7927
5239;3484;7186;9761
6521;9716;1604;4526
4207;8553;2824;6432
6905;4043;19;7523
3987;4551;649;6856
5031;9553;9626;7674
3658;2866;8454;9470
7018;2359;9448;5980
7787;168;747;7511
8916;1164;3216;8421
2377;6046;3714;6750
4611;6144;8705;418
6595;4255;9200;4134
1206;7097;9225;8866
8495;5371;2968;1414
5528;5240;5938;4160
8785;1570;2250;4016
573;5897;7734;9607
2924;2895;2897;6727
2601;4814;2747;7893
7667;7181;178;5399
7316;9260;7293;1354
1019;8969;3059;8310
3570;3235;3081;2329
5598;4332;8305;3033
6398;6852;3458;3778
3330;8638;1968;4163
5314;8113;7978;5493
7172;1840;7096;484
4123;254;9537;8694
4754;482;1357;3976
1728;7940;2922;7553
9449;7816;6961;8605
2191;2096;8537;1624
1294;1783;4557;2770
9028;6002;847;6373
8503;9223;2967;2896
1117;2756;4733;9985
9558;9735;2996;8084
3677;1140;7471;6965
4928;2320;3498;3308
9146;5769;1334;863
5278;7911;1881;2325
9912;173;2526;987
5403;6877;8294;3377
3425;8145;3123;2502
923;1362;8212;1951
2025;8159;7421;8388
5214;6300;8969;725
8338;9852;6497;822
9102;9386;1682;979
3870;3189;4541;3279
5085;1949;6006;5596
8099;8347;3940;3727
4711;2112;5776;9647
5868;6016;936;9615
7409;1012;3202;2653
216;2593;9636;403
8038;1005;8324;975
7257;5065;6417;5890
3632;7713;1153;5670
5419;6510;174;8588
1541;3954;1338;1004
1850;4176;4411;5876
7437;6886;1230;5987
889;9501;9358;9214
9886;4246;1512;5107
4252;9441;3816;3202
6989;4766;3106;1132
6650;2619;171;1371
4302;9671;2847;3791
8721;9331;7667;6289
3186;3021;9659;5216
7693;4283;1925;5774
8833;9984;9489;2253
2170;5384;7941;2738
6894;3644;8854;5081
2615;2616;3820;4841
2414;2475;4773;2977
8978;5743;263;2655
6873;6817;5845;4162
1558;5736;3185;9944
705;8989;7406;3831
729;4043;5433;5157
8246;4275;1084;1411
3282;3586;5060;4622
2059;8793;7964;4477
9918;2274;3879;3647
239;5270;2570;8950
81;5886;8304;6546
2381;7194;9878;3529
5351;1263;6578;7888
432;366;533;1656
1558;3316;1321;933
6941;2338;5094;2778
5693;8936;844;7975
9057;1967;275;916
623;4651;9506;8650
4746;8730;8401;6607
1115;940;17;1820
8725;5554;3196;4584
5879;2745;9043;5749
9511;3425;6050;2880
6783;5872;3606;5504
3831;1445;7094;1813
284;3639;4621;1133
5995;8912;3106;2068
6112;2172;9011;836
8518;7819;3736;5647
3465;134;3835;2955
521;5542;9957;8917
4119;1304;2243;597
3229;6986;8741;6499
3422;3319;2285;1721
1182;2069;3060;339
9931;8460;5050;1020
7209;7643;3394;9294
6790;6618;2850;1502
9913;3886;369;9536
2291;353;6697;1519
2296;497;7675;8671
6915;4692;8743;8746
8259;7128;1147;169
4905;6945;5100;7105
8008;9113;1420;7839
5371;9596;2550;7760
9174;7625;439;9286
1133;4609;9659;7380
49;4453;4160;2951
2113;6727;7013;7362
504;4146;6103;2406
3451;798;9271;1429
1261;1725;5051;3713
1659;2513;3318;3679
966;3967;5115;1759
1220;5141;2972;4850
4038;4173;2180;6166
1092;4183;4755;3603
7653;4599;8735;5413
6229;2183;9080;5743
8226;1757;1235;5084
3836;8358;986;8243
634;5403;7938;8709
6575;2812;2251;4252
1532;1981;1637;4534
9687;5043;8023;7948
2899;6901;1111;1940
8420;782;1693;6488
1237;5826;2281;4354
801;722;263;1473
6112;8538;2764;5327
2427;7467;7684;2961
2017;9653;4430;1626
8226;98;5074;8909
4738;4096;4901;3346
7686;5431;2490;7306
2992;9059;5372;2222
2565;1772;570;2813
6568;3750;9664;3847
7740;8999;4537;3020
2387;5647;2893;9834
3513;8224;3762;8301
3796;4315;77;6433
5685;9020;7211;1304
6525;5405;213;1259
9386;7838;7502;421
9482;7221;6657;9045
8838;3116;18;6272
8887;1692;762;2778
6328;6066;5791;8467
1679;8972;740;4983
1171;6769;8578;316
3923;3712;1318;8476
4234;6232;782;3626
4517;2042;6565;2211
9219;7645;9664;5049
5435;402;8211;7866
6449;628;7533;5562
2783;9729;9625;943
997;8832;1033;5206
9327;1368;8203;3243
1163;9500;3486;7281
3964;7342;9092;824
2109;3920;1939;5669
1127;6285;673;8684
2889;9761;4144;2702
8329;9975;8664;6790
3667;5824;4743;250
7529;925;5609;7756
3242;2901;1771;6856
4640;5349;4585;5146
89;5812;9797;1215
2879;1869;755;4862
7783;9147;4014;514
9595;8312;7676;1281
2136;8996;5398;3755
5826;5192;3793;7976
6219;7485;230;5012
3201;3533;8540;4857
182;9371;4712;9533
3972;1848;4000;4200
1610;5978;527;7456
7164;5428;5646;15
242;292;6835;6993
9198;6845;9629;3232
36;2819;3919;6966
7578;7504;1511;2574
6646;8959;9411;2740
4922;3853;7875;870
7346;4788;4511;3822
5690;6622;1221;6963
6243;656;4806;1849
5224;6829;5800;5116
6722;8718;3066;3504
8325;3635;4258;3085
8471;2693;3939;943
39;4223;2564;2267
1922;9041;2758;5901
670;848;9702;4929
8746;7617;1211;6495
7639;5423;6922;3957
1443;2563;7987;1329
374;4576;2091;7093
1517;6196;5751;7406
5572;1299;9386;9392
7328;1807;158;6474
6149;4416;9345;4324
234;994;6792;436
8647;2295;8776;8580
6215;886;4404;3822
367;3933;9714;7508
1062;1852;9304;2001
9604;3056;7043;1149
907;6156;3868;343
1907;2414;9416;4205
7035;4286;5399;2530
237;1777;9113;7865
585;8038;8002;4511
9552;8475;3740;7070
8373;9969;4459;4750
6206;6666;4158;1567
5514;9492;1387;1506
4471;9801;7690;5215
2655;8430;2339;8771
3562;7765;9113;116
4455;8494;1392;8976
8579;2210;6649;944
1972;7263;5385;8624
2834;8630;5757;924
8920;7834;134;1152
8738;7636;3388;7599
1652;2817;5222;5188
3547;8874;5808;4097
8052;9431;6854;2210
6050;8928;4271;3606
3335;7296;2504;7653
6949;771;6122;2464
8389;2830;4181;1815
1305;8161;8353;1855
1216;727;917;4282
31;2945;6994;2345
594;2920;673;6444
8937;146;5008;5519
7928;5399;9385;4979
5024;4540;4784;5887
1127;1084;1329;8249
478;8291;4882;1650
3117;8769;3864;6443
9480;163;8853;9046
2111;5886;3658;5184
6572;7157;5444;6952
5558;6636;391;2494
2879;3571;5014;6296
86;7288;6934;4613
6505;2388;8364;1655
943;4758;4355;3752
5283;5169;4974;8576
3223;9233;793;8650
8193;5704;5496;7058
8136;301;5660;6324
2191;9112;67;1052
594;6541;5827;8038
9902;6148;3989;1682
8113;7512;2610;1096
3045;3985;1885;1141
31;9626;2531;2896
7947;9601;3928;2499
2136;6055;7958;4711
4338;7201;7428;7317
4034;1561;2833;3873
4961;9779;3919;8078
6532;9542;8895;22
4362;1299;9835;4179
2081;4250;7215;5274
7498;5256;2748;9081
1234;9783;2564;3245
5357;6093;4149;1258
8860;4806;1468;6650
9707;1558;6067;263
2410;5002;8200;7314
9715;4035;8759;7757
2765;623;972;4650
9370;9482;5464;4106
977;9323;3956;4646
9740;7628;8904;837
2205;9293;9495;8485
91;9246;7760;2817
5604;4746;9016;4812
9063;7126;8450;5364
3021;2991;6334;1829
2849;320;9760;3155
1840;3083;6926;4333
9115;9139;9091;5180
2468;7362;3895;3844
3222;8005;9629;1384
5499;2966;9471;8339
5596;4470;8815;1845
7682;2214;7242;1227
4885;464;5748;7304
4509;5458;9244;4447
1492;3019;3000;5492
1273;8733;3834;9282
8743;7241;8814;2957
2695;7033;7927;4102
8322;7759;3742;4891
2869;6521;8056;2918
3591;1544;8087;138
1127;2065;8166;6355
5124;7565;636;2968
486;9137;5399;516
5166;303;3591;6508
9471;6214;8414;4881
6332;3231;4163;7546
1057;4876;2269;8004
3528;7625;6205;7024
5208;7996;6747;36
4178;3017;4610;3163
1702;5968;1756;9236
9760;4930;6776;2460
6781;1798;3134;3608
4051;9443;401;3290
9838;8588;162;9069
6226;367;5118;9240
9579;4559;2530;5446
1295;6012;8316;2309
3060;6869;1463;8613
3397;3714;6451;5270
8005;5975;7598;5381
3807;8555;2003;237
697;6269;8832;6096
6992;5937;6114;640
9854;6077;3245;8508
7570;9138;6098;96
1598;6367;9292;5730
191;1781;4468;3084
9050;5184;7813;6767
3149;934;3218;3257
9129;6198;7365;9355
1082;9166;6717;4219
9284;3258;9379;5031
9804;408;4654;9312
1591;224;2488;6076
3138;9755;3469;7692
3248;7411;3753;2628
7603;510;8098;732
4169;325;1424;4051
8031;2986;5370;2028
6975;3888;5047;1312
7185;481;6520;2520
5548;5668;6741;6755
8062;6983;3115;7128
6401;7275;7808;5010
5323;7011;8286;8007
4633;8913;1310;2273
4345;8311;707;6068
6451;4800;2289;8527
4264;7566;7379;9995
7638;3522;5497;8888
3162;8774;2598;6066
3354;2610;2708;2210
1963;4237;7001;2253
6067;7859;5328;3093
3192;8257;8345;6050
6629;6986;3984;9121
7543;2278;650;6125
1579;2546;396;789
7965;5046;1586;6509
9625;9568;7351;7369
565;7666;1484;3326
6902;412;2522;2930
5124;7777;8370;6937
8227;3289;9952;4764
3753;7487;9979;3855
9465;2666;8376;1025
1379;7588;4608;3548
3273;4520;2417;7986
4510;7620;5145;4440
9602;3470;6229;3481
5112;4005;7911;7861
3580;3797;1116;8953
7291;9756;1843;5811
8917;3276;4853;7915
8752;6369;4194;8083
5104;8799;1204;3855
4730;205;7110;8910
8441;7415;8850;3451
4931;6598;7386;5135
8109;5161;114;1918
2248;6714;9150;570
8211;4201;746;4165
458;3872;12;1931
9445;8925;909;9359
2473;6873;4254;9129
5344;8697;7638;3561
3442;9731;2979;7771
6387;7642;7471;5071
8095;8208;5031;1409
1100;9251;4011;3374
3807;7730;8352;8470
7002;7910;4345;782
3960;5515;3345;8742
7060;3590;8055;618
2558;6783;5058;9847
975;2460;593;2589
3952;1041;8222;8155
6340;6904;6406;6755
4935;2876;4883;7288
3021;7509;7279;6509
1056;449;1540;198
7100;6685;458;4453
394;1701;2747;6538
742;5944;6441;8965
6204;2490;4903;97
9572;8249;1413;9160
5762;6237;1998;7391
4412;8404;5976;2811
746;2262;8666;1733
1610;8177;9278;7373
5946;8235;2111;9961
3734;3605;6737;7861
3616;3103;6336;9750
2334;7394;2253;8835
1727;967;6618;7099
6072;1804;8611;7186
8174;8546;969;4691
6580;4814;2672;7513
7650;674;2125;3322
1766;5282;4391;4842
4782;3273;5799;234
785;8167;8157;7877
4402;3989;1060;6090
2586;6355;821;6625
1733;7606;9664;9931
9123;7911;2942;9817
222;1218;2420;6540
2174;8603;7854;7892
2921;1776;9095;3255
4170;6661;6359;1511
3806;662;2733;6446
2738;5869;229;6181
9243;5006;1495;2301
3655;1361;2318;7584
7362;5264;7279;4403
5592;7900;8533;2845
503;4295;5405;7287
3492;503;3759;570
2898;8164;8397;7068
9794;3411;8880;1989
7320;428;5011;5465
770;3724;4549;2781
8729;3759;5838;9317
6343;2839;9577;5499
2418;739;5874;1061
7816;3155;5010;8725
7649;405;1990;8399
7509;6997;8325;680
127;9246;5423;3149
8783;1061;6047;4100
2986;7035;8437;2338
7518;2150;6988;3563
4408;2813;3800;6342
4906;3641;5432;3231
2051;9435;9913;3952
5319;9777;412;2254
4544;2749;8386;7103
5646;7296;4622;9841
1222;4887;3241;6422
266;3646;3701;1580
1207;9440;6864;3337
9744;2307;2591;3620
7635;5139;465;4847
3750;2444;1933;4341
2430;5018;3672;48
3207;7311;9986;1898
3994;1260;697;8836
3654;8811;6327;4728
7517;5393;7405;967
2580;5996;7762;9523
3734;6753;7852;3565
330;125;3167;2865
3797;7506;5477;1177
9685;1766;9228;8430
3082;6984;1528;8806
9858;9374;6071;227
4417;8090;5422;2352
3626;7399;9203;4098
6538;7112;4750;5524
3287;8956;3691;167
6475;3831;6654;6312
9322;6437;1110;5972
5021;6492;9895;8634
2639;2589;6858;8113
988;3491;4151;3159
558;8377;3112;1016
3834;7409;6978;2243
5997;9555;2811;2234
9583;9125;3036;2761
3262;3587;379;2464
9583;9591;9439;1183
2831;5950;5485;5470
4436;3688;3864;1692
5428;6706;6143;9863
9516;4692;2918;4139
6845;1088;3752;383
5332;8902;3835;369
922;8585;8824;872
5154;7309;544;5885
3706;5172;7912;8622
1370;3398;1557;92
5037;8965;2104;2342
9579;4915;3227;9861
9906;5935;8955;7539
7912;3858;7047;7662
2120;9511;3209;3059
2096;1580;2466;6969
4864;7355;2492;3726
5997;3477;4964;7012
5816;5879;5149;6027
610;3396;210;4387
5320;842;1126;24
3273;4907;4674;4413
6186;6207;9956;6245
5620;443;1302;8342
3520;9634;3425;4472
1108;718;9542;7456
3919;4808;6887;292
5241;6378;1897;2418
129;6945;4554;3773
6339;3760;489;7470
3583;8926;8459;5194
7143;6956;6916;2040
2096;8291;6319;6929
5204;1358;6420;7913
6394;4927;8704;4370
4221;1010;6722;5598
274;2599;8148;3853
5758;8286;1669;670
2127;3941;1705;7626
7417;255;8377;5282
8644;611;3673;1010
5549;3753;4440;9660
7903;489;2383;1786
2911;1704;7056;4708
2300;7271;4937;9349
5006;6100;8922;9195
9329;1369;8433;266
7050;1118;954;6839
3441;2887;3995;1027
3782;3021;6647;9529
8701;2883;221;7284
5052;3540;2823;4565
7133;9944;9396;1854
7627;2374;5533;3152
2293;3164;9084;5538
853;7705;6781;2186
2778;7791;9243;6581
3004;4575;384;7541
6317;7008;818;5790
1774;454;8886;648
1470;2644;2129;9490
155;7874;3884;6602
7657;2758;6865;4130
1825;9032;6304;136
