16987;24021;43082;5971;37993;19988;39706;45792;7088;18893;38401;25244;38578;1907;17304;13207;46761;24223;45187;46939;2633;16959;16385;34324;29923;4560;26791;22391;45528;43776;43235;48548;21035;11617;27964;15743;1735;41428;4475;33855
9280;20075;28521;41720;44072;29425;25021;44495;42965;9622;44787;3083;47315;46155;35728;43116;47647;10060;49467;22957;45853;42236;32309;25482;43544;5210;46818;20852;38191;1267;27939;22239;4917;46992;41235;1633;27336;27929;933;17679
36305;1612;14780;35993;16761;36040;10111;17411;47215;20765;41986;5043;47574;13152;34739;21323;49585;11907;49903;28308;18490;19638;37293;8966;9966;21232;3961;29424;48116;14620;18044;25505;47810;16675;31025;20031;19195;9601;27335;8056
49681;32006;103;23726;43684;1476;2900;36609;31581;2015;34644;43451;45760;34541;30975;8306;32991;10907;29975;21023;3435;14050;33434;34197;18500;37901;31256;27461;13458;26008;14301;26734;28955;42245;41740;20420;33636;15220;48823;39227
7274;44406;14609;5379;48688;32528;2349;18471;38976;23464;47415;47851;16570;36361;37765;21592;5509;16788;1255;13958;15694;46286;16750;31208;20515;14037;7707;23615;39977;15130;36714;24881;8568;30529;35745;42307;43136;37234;3250;20284
24776;34959;34610;12169;47365;7275;38786;17535;49963;22272;22338;27165;46212;15541;44951;663;1418;14671;40444;39650;9797;41040;29015;28240;16215;5823;25905;36074;8728;32358;36977;16754;23850;12427;16963;13474;28578;48996;33088;39347
44681;4381;3476;179;40605;30361;40188;36641;37078;20547;35541;8291;28792;14544;42280;11024;16169;37841;25607;2632;23641;41032;48969;15007;3319;27629;37571;49090;37525;22454;6751;30123;12188;46168;5326;44397;2378;24980;15450;21569
49834;10802;42519;8043;10504;48099;44786;1629;23169;48005;48810;33562;36650;41;12269;4237;10250;42855;44317;49283;18918;40851;957;40397;28491;24003;21434;1642;7089;26929;38718;33062;30427;45008;663;15424;5528;6835;26812;46798
10613;43536;16716;49935;49657;29062;46374;6051;43899;15214;31484;35072;41878;559;41275;40140;21551;12239;22718;5164;12783;15875;38907;3710;20523;7626;35944;34845;36717;1327;31478;38196;1928;37794;40595;22186;40845;4311;25250;46007
38079;39151;44865;24578;33143;3901;7380;39003;2573;10300;42684;24297;47822;23653;37646;22184;22103;22731;16678;6985;48227;33892;49238;25090;12860;5276;12096;1940;27535;18795;43567;33038;44948;8354;46766;20945;22162;38100;37268;30717
46433;7418;41728;37947;36811;11915;9864;16199;9558;43969;28496;41664;14264;22973;36479;1434;12523;13106;32333;40566;44463;6822;22808;8177;22588;45149;9555;32161;280;49283;38709;23816;43136;46081;9918;15134;4803;20201;7649;5793
18613;26062;5382;31408;46066;6340;2716;3673;26543;38203;46763;988;30330;39666;13042;28535;18815;46576;9303;36154;35306;9771;639;28302;9152;16329;31912;19443;27781;27842;19618;45701;49172;5512;39834;40872;8888;27608;26255;24655
913;4968;26711;1295;318;35993;10455;33778;17710;36333;12232;30123;3812;24179;7303;25651;5890;48946;5248;25415;25185;10518;20768;7997;26397;3085;3076;33530;46459;37050;27727;33701;27179;10111;19166;40421;16494;21819;7100;46842
32375;34147;3543;35518;36797;37826;34531;4094;10802;31579;15748;7041;31570;5855;32468;27367;4472;22868;3632;26763;30265;33599;43166;21108;37330;31214;1375;30203;42575;2979;4047;39740;43262;40311;26236;37463;10021;7700;23792;3792
6921;29024;25358;27014;40374;27175;42298;9421;22286;12261;27607;48107;14201;8113;21319;479;7663;3774;30451;43406;17227;37370;44401;44494;12338;39878;11268;48856;20622;3421;17106;18371;22712;42542;31099;18122;34642;8721;32207;21628
7380;47670;23685;26176;9189;42827;1880;19091;1904;42026;14398;40767;37772;21195;31410;16712;19772;20958;11112;47242;27464;236;18659;48036;14590;6536;29034;41195;47831;24178;44639;33978;29323;46613;35756;36672;7676;26779;7690;1714
4680;18647;47441;22190;32898;26147;33133;10641;24670;15145;35259;19147;30411;27891;12882;18796;12929;31456;48279;24705;45351;1165;44670;2247;15261;28451;38440;28725;27135;28347;7876;711;25361;3957;39397;31839;24331;13418;5517;45637
489;41132;26896;2894;26508;48339;20053;36062;31479;39108;24652;20317;5160;43739;39612;22463;43699;5758;48706;26701;47844;9826;19253;13464;18566;34150;41313;36853;9143;30219;17676;12509;26497;27173;6513;5913;11781;20585;25885;3058
16253;18368;12469;23059;2924;45358;21419;6446;11827;27113;18815;28673;2481;28458;9595;7216;18159;43609;48827;6466;22707;12605;24493;40446;9711;39620;24548;20121;19064;49565;44513;47232;12267;36971;35490;34513;27734;11933;47796;39138
42143;38165;25260;25536;43428;16104;14669;22418;17509;43673;32619;12209;45016;42089;38943;4776;30004;14653;31788;40330;13304;143;21037;30357;3264;46898;30308;3112;35430;8915;7088;32055;15831;18438;25134;16234;18014;47171;11038;36351
36708;26891;21557;9091;12148;20352;29243;36504;1311;122;2344;15703;35026;31671;13382;11985;49293;7221;5071;29395;34569;47757;871;3354;30738;7765;22463;15634;18700;10335;18888;11473;30453;19245;44553;27366;19957;27054;9979;49210
39334;49968;2593;33339;49717;46877;14311;10154;12719;26486;37975;13534;33278;12966;26856;9346;4528;5501;5623;49115;44890;34742;43928;7542;37961;25830;8518;32982;22775;28710;41385;23896;32611;41800;14503;37008;11604;43192;24283;28566
4896;43508;14438;33185;11163;41794;10794;17914;1532;4071;46716;19882;3223;723;11248;9414;10424;31162;42697;18873;12473;36215;12178;48422;13220;15234;2388;13527;44431;48571;20124;6175;37011;45318;4640;42288;370;18601;12107;43135
42588;40573;9067;34964;2069;27165;42852;39019;48470;44958;35960;49509;34492;11612;41770;25504;851;42609;27815;45502;26372;10741;8518;16595;11933;19232;19901;49612;25377;13552;26320;41705;20064;37219;46696;23540;33178;36895;30422;34540
36327;48622;32912;48575;9870;49795;30445;26474;7737;22870;40250;5514;42028;40547;17180;18824;16449;33907;14657;2521;9266;8221;27851;3500;17210;13904;38188;20447;15785;31402;2056;27771;15665;32876;13799;47061;3589;41394;46630;24556
42993;2426;21262;26472;22544;23664;42849;42407;14268;32837;36504;26735;38792;48151;11654;19520;15148;43327;14704;13125;39017;45528;48479;32564;1424;23205;7427;40888;3326;9574;6223;26426;14688;13350;29746;7877;45007;26973;27123;14463
28736;30382;30161;38037;12572;23845;48867;18322;47186;23494;27420;30151;44059;30129;2579;5460;37970;14920;49943;19860;8417;34293;46877;16071;49535;42936;23370;10826;21537;44178;20781;24195;25239;41232;4942;22112;11489;23029;362;29857
27485;11029;11441;43280;598;8521;6396;11926;17019;27334;2722;40335;7328;44163;30152;11139;26001;44680;46878;28655;16511;29896;21563;272;33739;29738;47328;14105;48510;24681;32574;32551;10323;13602;29202;8872;16735;46760;23960;48050
8642;32642;25654;7911;13131;16745;13723;1239;5578;43476;13215;27244;40394;42505;7410;34175;28584;34092;48093;35537;21570;26371;26847;15727;5432;43725;3578;26023;34195;37810;46685;48789;40551;5519;49505;19469;24421;17132;18169;12307
4568;10071;32618;8934;35379;32591;40156;42226;16620;46727;34379;46531;9667;13616;32665;31238;26674;9546;36991;47803;33197;10181;26484;39927;2578;35968;39406;1799;3634;6177;13830;4910;1320;36749;26545;21941;14848;5946;36594;22250
10297;26161;42958;29263;21130;45126;42155;38087;25118;22765;27842;10038;12896;2034;32832;38820;49470;47849;44140;33980;28036;23069;1083;42810;25548;25207;27212;20775;28969;48279;11071;4522;46695;44086;22595;11239;27069;2684;38918;27237
12309;14545;36408;41349;17152;4664;30038;30062;16206;47093;6748;37340;28246;14026;39337;7972;14081;7185;38781;40355;37478;46764;47336;25609;32008;37275;29036;34344;16103;28214;10752;28480;30364;27051;32206;43167;13468;671;30158;45219
11683;21839;12310;24781;33211;5880;15167;27364;5902;15458;44663;19978;30385;16127;23011;22522;24837;6030;22452;33178;12029;16868;20187;40826;35788;26819;47101;41966;2915;7471;30135;29300;31409;21054;35281;8633;4785;43246;6689;3158
35189;20313;48975;48281;5628;3142;42541;8013;44504;40832;17822;32742;38514;6337;9662;31952;18062;22656;26039;47604;36211;14259;48735;38593;40953;27686;25488;14877;9257;45581;30359;16949;11242;20016;41242;7622;44259;15961;28420;34710
45423;43396;18647;5202;14965;30386;20256;14987;40029;23167;18150;20483;33898;45164;6697;16780;6270;5887;36022;14981;40163;20420;18109;35724;21505;19444;43891;32089;16456;47048;48867;32997;9751;16410;10730;3573;416;19366;3009;34186
43394;971;673;1998;21982;48038;24639;21614;11312;15044;23865;31514;34929;12313;28381;11333;25713;37179;3165;12135;35890;34999;40299;6990;25409;27543;14163;13941;3836;9678;30450;17381;12823;21135;19749;46177;26663;1648;28532;4839
45633;29284;20740;17272;21037;48614;12000;43007;28995;42946;49535;26699;3920;17699;48792;40475;17333;42577;17630;23767;48253;21106;26237;1886;40626;45202;22341;22658;25613;2977;8742;15390;48628;10284;41525;37855;11381;9250;16347;30668
36005;40617;28972;6452;11377;32395;45548;36684;27263;43831;4234;3127;10246;48541;1160;30836;26329;46994;42277;20166;38548;46039;4729;15947;10356;33511;2939;8237;30422;49403;41447;1058;35773;16562;11757;39551;7096;31258;28209;14190
5815;21097;16439;18916;19861;14054;19662;12319;36316;34342;29324;26284;31003;38624;4581;25921;24403;2397;16001;16036;33080;10382;17320;29082;15848;39820;42529;21491;832;27795;49173;25329;23796;30064;36582;49344;48280;40826;1123;13357
40182;1607;30157;28050;42482;854;1808;42057;23027;2911;3015;42180;47952;48354;10759;29208;15175;18500;44565;7739;40249;35009;11816;25759;49803;17750;29930;2290;14555;33758;21661;15906;49948;4618;20342;7610;39277;24989;49437;5633
10323;12864;7353;33676;40467;44747;47956;5683;9653;48561;38035;19052;24719;23165;17169;13500;36624;47396;22144;31132;24842;38276;43797;27757;22746;39774;8561;39969;42455;37367;44902;9746;41740;8308;10239;9099;1287;24045;39421;7400
14550;7295;45007;6336;42696;37178;44186;8841;1431;7069;10977;1352;32051;23320;33506;5414;26382;4558;414;12886;10995;40128;7191;6003;689;10235;43219;40435;21161;3430;44294;12886;32296;37114;24629;35411;18813;32454;18156;17624
24368;48125;13198;44987;7187;37041;17411;48945;46787;47416;40760;13425;6805;34797;13204;40281;31569;16658;26022;45485;14495;37262;29811;2382;16845;42605;24258;12627;11959;47196;45992;10463;35334;48891;41044;47513;9599;43907;38492;21743
24123;29418;14094;40133;18804;44610;43189;12565;3929;9441;3747;4183;31732;47637;40084;37822;30498;34867;8415;20658;46219;16856;9331;7766;11277;27844;38706;27936;22168;22000;47540;9729;27053;8518;30268;25908;24233;38448;44256;24830
19885;27053;41128;11413;2518;19864;18686;40447;32517;14079;15539;16618;27706;36894;45530;48599;14158;22396;16872;41466;19673;1093;23007;32140;5559;32200;24833;12866;7644;35146;4418;6236;11150;47013;14441;26361;40254;6613;9233;38314
46570;40562;14601;48673;22532;106;34797;36077;18285;37753;10147;13731;29434;17516;24585;9681;12637;38975;43259;23305;46032;41755;19510;21462;18105;42669;15043;30624;19936;25617;23588;27705;18932;45599;13433;41202;35589;37010;15398;44097
38338;10499;43813;14000;7339;18100;16615;4853;5969;24533;23076;1426;46554;47643;30267;37435;32916;49879;33358;18834;27187;27209;47695;6840;49576;131;14735;38253;7814;38563;28369;44152;6676;2964;12434;16598;43916;12509;36929;14992
23352;26350;41728;24327;38369;23402;16431;43914;20121;1029;40585;23932;20981;32159;2182;14058;4889;483;13710;21412;15446;47436;18719;27819;15865;5307;5295;12526;28102;23190;17095;47751;8858;42445;35430;46325;2201;10274;38112;32343
25297;27501;19694;5624;44416;17081;1698;37442;42093;9681;30373;3516;9959;32740;11446;7212;34108;14676;49213;28364;38045;39058;3028;19272;27085;12607;3904;1341;27052;24492;25820;30043;9572;45321;47658;5920;20524;24039;49165;14186
18917;14058;8323;4780;1562;29859;16997;42471;16024;6736;5756;24253;14940;10667;31924;27099;20623;37548;71;47055;47400;4975;46781;10012;47201;44631;39093;45304;20078;24354;32072;36315;12133;12447;12511;24942;26017;40595;10950;27609
20936;41065;17622;33318;46307;2698;9523;25922;40909;29329;15750;43875;35870;35827;7197;28001;3094;28331;29323;25864;12331;2376;13095;43038;14039;41942;7426;36952;33441;48707;2617;35400;14467;13369;23997;47658;10565;8544;4238;767
34097;24847;27669;22667;10539;30255;11435;5103;1569;24869;46886;12488;30426;33187;11851;21640;35947;11841;8817;24593;22986;3561;4488;19271;27849;10238;35576;20779;2689;34723;2684;49109;13676;23135;23145;39578;10757;43121;32055;15284
10376;10703;25392;47026;34553;42601;26810;17947;26561;34251;39298;43965;26100;36092;35395;5981;25804;14315;31615;40905;1632;25805;11406;11313;34710;13456;22829;2169;10140;27539;31463;24180;36301;2014;33197;21989;35046;44862;35695;15597
32566;5919;4107;20286;15285;9415;28322;10551;47716;48318;32738;33134;16541;38416;36502;20852;40841;44551;46499;43347;47991;1981;35725;22438;1656;12467;23477;49091;47647;38411;48204;17847;10939;6315;20174;33965;37300;42734;36567;30021
20189;20610;29929;47827;44584;13577;10448;41621;40700;33978;41167;45690;4394;6323;7983;39688;43778;4915;21600;44985;29606;14653;8836;9076;25442;43966;44195;3544;22108;27608;31539;42105;25091;34924;2482;17411;4835;3622;43782;3840
33125;33363;26807;8523;38032;31807;31147;18229;13095;38841;1081;34365;33970;23867;32216;25562;446;26293;35439;44621;49872;12995;19675;16279;31302;11780;47926;5490;43507;23581;49311;24185;20884;49888;31104;9344;1602;37303;42592;16637
49252;8738;110;26062;3928;41852;29089;16001;19710;27389;24355;30269;9653;31349;39760;11280;21818;43073;2918;18444;39499;43989;32332;17075;3397;21136;13173;43508;19739;46600;46769;48571;12636;4210;32304;10894;24583;17224;33242;8375
25780;35315;48782;10289;9489;6022;1430;32352;1277;18888;47135;7585;27933;11591;43703;1553;18965;30773;33092;21437;17231;46020;9470;48845;36030;44313;25859;27350;22609;666;12971;32152;11019;5485;28188;4123;9899;18720;41918;43811
8591;28385;28300;46148;42968;48384;41584;43942;41191;16756;5953;29880;20342;20049;47510;6415;48544;46695;1844;30433;27532;41138;8290;39688;15098;1211;43963;20308;33613;35595;43061;21556;39598;25527;38843;18609;20921;35021;7175;21637
12456;46163;47070;6911;35569;20883;13140;7213;2009;32821;21179;47512;32528;7355;15363;32162;2447;3103;39748;8842;47940;21844;22311;8719;24311;28474;28480;42799;48867;35339;8090;7339;12927;18241;49895;19165;37413;36913;18961;21469
25629;25453;34845;41010;38393;37824;30008;36944;27681;27702;15256;5020;20139;37412;44423;34821;39751;46227;36647;48775;8253;40819;37692;19916;13985;44814;15433;21182;42126;21721;18052;23638;17404;38902;29299;38044;2595;12961;9325;45996
40554;14244;15124;24660;41292;22246;2259;26916;33698;46412;31502;4062;21730;8729;27112;15793;9284;43937;25279;243;13203;13149;28945;22918;23096;35730;31975;33114;48507;3340;29522;4415;47522;30645;33009;7690;8950;16933;9577;8196
7776;3585;23544;29851;1176;31224;21323;41916;24363;43351;8403;4430;34630;1864;18092;6870;1643;13441;16551;31118;29817;8165;10646;31746;19744;40913;6804;27291;36722;39004;7146;22084;16419;16610;19865;5858;3494;1554;42416;38916
14696;10755;25416;5665;30325;4203;38125;28552;15856;9391;13377;25871;41807;39641;13358;46733;12604;36778;37026;1458;7239;10241;39114;40958;45754;31232;23488;18553;17021;8545;30398;17838;40518;28578;14333;30193;34764;37840;45885;5104
24301;30268;8243;30034;22376;5589;6575;47141;7457;23987;30222;37938;19772;27920;9930;4172;26852;32292;37251;26688;20776;38751;39217;40147;14169;14082;35304;46184;5342;18189;45313;15741;45031;40767;7979;27381;39915;40953;12398;46665
38979;5195;26203;1944;46909;29262;32776;41417;3448;37549;34754;41460;15070;3427;30153;30404;1544;35232;49849;40123;31502;11006;12097;46129;34226;38210;20;23178;23121;28699;5658;48157;21810;24207;38165;26537;34152;3578;30460;43941
36995;14014;18079;14703;37570;11573;22654;26963;4721;35209;15256;412;39834;40691;15540;11950;39818;1227;25959;30655;22608;27296;7446;49037;5219;9668;28407;26365;12977;18903;12517;36283;12507;48486;41623;35555;46251;5851;32637;16104
28023;14910;25958;5850;28293;41091;48760;26510;3688;22660;26408;27048;5772;22032;12746;39081;18771;48639;16533;8679;11717;26731;32089;26595;30007;44846;41697;447;37347;35002;16761;24209;27552;30056;27825;35643;3440;40822;36159;46570
47733;39356;28620;47850;26382;4614;23917;2162;38813;14517;29432;23684;35325;41935;45097;33255;49982;28041;1709;44674;40297;6562;42426;8440;25120;1072;48672;42583;42200;22344;16821;25007;11971;20223;27396;13550;18856;18910;34506;39308
35962;46074;22010;43359;44649;4739;13683;19046;37447;21803;22053;10571;28088;44763;48009;42473;31121;695;8013;18610;20364;48795;16089;9591;36233;44297;34939;40372;11552;36822;4365;36942;46780;11498;22884;37295;22995;11111;27645;22337
44786;46179;41170;47581;5399;30568;12325;43978;45458;33872;4953;18799;23203;11476;19983;19584;17608;9272;34722;20033;33622;19126;12991;23144;47184;12696;44924;21873;2351;2988;40409;4654;33207;5728;6711;35493;3363;48085;3740;469
38524;5715;42540;10692;41305;44550;30344;44903;45492;22225;27127;7929;36365;4105;16357;44063;33244;10869;8575;45711;38962;15849;18043;10018;10016;48135;15576;2043;7510;8217;42688;39119;24905;2644;2668;19786;39828;42053;40468;9279
26184;20602;41529;24568;3262;34362;27958;13386;49305;42969;20096;34319;5897;40082;31065;14263;11920;36952;34838;4545;32858;40813;23244;44291;7400;18751;26000;7906;42220;6274;730;8748;46041;13212;33708;12499;32520;8785;27160;10396
27011;8499;1763;48523;4153;8816;19524;13650;4981;11605;48553;27271;24951;30851;32290;27793;25613;49743;19883;33733;9725;623;7631;10005;4075;40156;34755;44155;22887;11786;43150;4080;914;6620;45717;33725;46124;13416;2476;13453
42423;41587;31258;22255;19261;27145;35692;16674;23103;33914;22668;21768;34342;37460;41837;10297;11721;11929;45452;41499;46679;9729;8412;33724;30392;45406;41505;1702;18980;16884;31645;28566;49674;20697;20140;8392;30580;36401;38033;21902
2113;22698;43066;10837;15386;8641;9199;8217;43072;49605;15846;1990;25556;17436;49897;2324;30938;22809;18144;17638;33524;38306;2369;41167;33251;26405;11284;40356;47210;47792;16677;47151;48341;16251;35183;32546;39407;9841;12331;7558
18472;38057;11402;48860;17180;3472;24062;41922;44367;36856;32100;16846;1896;30712;30569;44095;32935;46241;13357;14920;39825;21946;14235;36762;46027;30106;7613;43626;30424;49124;39935;24684;41557;7449;24141;15397;17950;15058;13507;48090
39480;40195;11188;25010;26349;46279;2837;26740;49234;44110;16744;34320;16083;23256;24840;47414;18807;32651;25214;37571;32021;36800;9594;7742;34863;14731;25930;26278;37371;39122;29447;13570;10859;1661;11632;7696;48270;38267;37668;26706
15468;40544;33637;25235;36271;34930;24909;32909;25474;45003;26366;27900;2259;4091;2064;7047;26856;5671;45558;13730;21294;35042;15765;29167;16836;35013;25241;1837;20281;10906;26130;12770;34644;9934;22043;42156;47710;29928;24818;11257
3144;11215;39793;20560;16040;14970;23500;19892;375;1263;3195;42456;38577;28766;14111;29308;15741;6526;18456;8077;29708;2462;38807;41752;16030;1138;15883;21656;18696;17247;8857;37978;16510;41715;3523;2541;47279;34060;28921;7384
10768;22963;1113;9923;4266;13876;12742;36009;2758;12616;18153;37190;19902;35683;28393;27529;23798;44707;5439;41861;7206;25521;12571;30060;27740;11769;4895;36403;38756;36377;11454;21775;20327;17210;6484;15480;45833;29498;40397;24727
23994;44295;9827;43979;40622;44329;46373;7287;6186;13672;37537;27860;18233;7829;41009;17283;8000;7946;41315;12511;16418;40282;9302;46353;37628;24830;49085;48581;15324;44475;43384;6222;32963;27665;25848;12715;14014;31903;48404;5634
10966;10860;33934;34244;10731;47989;28967;35197;23538;25018;36060;6371;8375;35948;43448;35388;40107;33621;41940;36102;19680;6355;1549;16406;11897;24084;43822;41915;36996;20784;27160;49139;36232;8904;5826;49555;47371;31101;10577;34496
13036;43963;26918;49219;28350;47348;44963;32173;3226;11362;8211;24214;21264;43488;47254;48474;28710;47756;39640;43168;48482;41267;6668;35877;49551;35869;18460;32300;12162;32743;48230;4370;41826;30678;24692;33911;49864;20963;18498;33892
23901;29220;8210;641;21852;7679;44213;12137;22663;42040;5342;8342;17602;30714;44294;31750;26195;2486;36145;2188;37471;45128;26043;35113;26520;22579;21465;319;6720;39334;18550;39311;47251;44820;2853;46358;2210;27737;1043;8232
12341;16407;7846;38419;29803;38976;23771;20905;20246;5312;3495;41905;33363;12307;21609;3730;39304;29090;43583;27056;42655;34821;21779;19655;40914;22552;16803;21157;44143;5019;6848;1797;6625;25131;8237;37666;32948;19452;4907;7880
18893;28263;47344;4474;8158;38171;1851;12992;43043;15332;2150;26383;34130;32408;5146;28490;25422;47462;1937;2234;22366;28670;39669;11880;38916;16521;19754;47504;22191;35527;27680;24026;35226;10346;19502;24604;19572;38549;37016;26354
35784;12604;11763;16489;27091;36714;7577;11871;42755;44742;14491;36117;37621;26970;40466;47922;34375;12745;30319;45800;23270;521;4317;32176;48143;24421;7745;28914;9972;1258;25133;28624;13819;20392;11762;7316;47183;3760;20145;6892
29482;25826;11941;27551;18430;13443;35881;9469;23622;11525;7584;44130;41326;30874;19658;21192;15641;10610;42781;23756;15052;454;5058;37264;24269;37822;37039;4768;7085;29392;17854;8425;48480;13065;1223;37000;28927;18055;27979;16127
37267;43165;10832;22196;763;37856;978;42435;5261;32648;46819;28424;26197;19347;10493;13443;35352;33404;15403;5957;6219;35814;16755;10305;9226;6581;39624;24530;24603;36579;41366;27265;24404;16053;35379;37775;10102;2257;13719;23718
46859;32518;15578;5365;5027;14539;26751;18452;31555;1470;9743;22211;27350;44762;41511;47519;2991;2381;33535;2411;8506;40744;29207;7801;5772;32083;46476;41524;4958;5965;19932;23361;30915;42995;47379;4151;11848;26010;41576;30861
8385;39282;26619;44395;33376;18949;15971;13396;25256;32294;77;18715;37787;38134;45920;25403;40018;9924;41127;38228;38323;10706;25895;47554;4708;37461;4676;46197;43005;43188;17629;8656;14478;7750;15783;22871;20673;15603;41149;37174
7044;47426;11694;2850;21668;1113;23160;6276;49533;23663;34249;17613;17869;31878;45646;44801;26636;48961;33404;2798;12697;20865;43314;49514;868;2597;36986;41546;34122;12130;8419;29671;13876;18443;40082;34567;31537;12933;11932;17822
14277;49773;31520;9680;48563;17377;46276;33785;25248;45994;26327;22966;32289;1228;46081;30228;1276;42262;21708;49919;13299;21450;41714;13084;40683;36012;36383;13223;20058;35230;49649;24912;36405;38224;27720;31879;49345;21139;49305;29781
15262;809;40674;46600;4348;34231;4243;32040;48888;23327;1477;47482;10584;20049;19424;23807;8791;45662;24813;15185;12322;11989;4927;9727;43328;14042;41160;40102;6344;1327;30648;31417;29533;18361;30380;1715;6801;2007;42679;6489
4057;5927;34484;45268;20874;13848;19895;47283;38982;19986;29008;40941;48299;39002;7245;16115;42139;10570;7160;18357;29684;12300;34353;29166;12122;16104;43167;25446;35362;9055;39558;4409;35448;44243;49519;42369;17868;45406;28887;17084
19486;31808;10214;9340;38609;39431;46912;42417;48727;35355;41783;49256;46883;39144;26240;30921;36847;28332;12360;3782;23486;45633;450;15083;45727;7673;24530;18065;17448;25423;49342;47102;39304;48541;27192;36415;5719;16242;27286;978
4288;48191;5940;3385;14126;9074;8822;23605;6122;37980;30091;231;11632;8059;11716;34495;917;36127;28335;5227;40997;47183;12792;43910;36719;31116;5384;34051;32614;537;41504;30570;1844;33431;46815;17565;8549;1817;38700;28623
20830;28456;34840;23587;40446;4443;15006;5131;33558;23984;26746;19578;3496;33229;37032;5525;44292;32663;46128;18875;18189;25261;19365;11368;9955;18649;1965;46756;37377;40337;3135;25085;36175;10920;2650;16630;15085;9089;3476;4226
9222;9657;14014;30279;6326;14896;19994;17709;5063;43131;1321;26678;21332;12696;334;29738;25291;23968;40340;36634;42025;522;17915;14918;8436;48440;31763;11723;9435;46383;21231;48336;49440;8458;12359;4214;8618;5292;24457;36300
25804;368;18873;33266;19128;22216;37493;34389;17738;5395;35767;12110;17143;36478;34299;14260;41949;18386;8058;9739;40596;3423;27328;15438;47833;8384;42878;25729;4355;2103;47055;1104;24791;32987;14693;10130;17168;12719;28734;36904
13147;19030;29391;37190;18588;9354;49882;858;41189;39811;27137;45477;8564;5537;34863;20012;43306;45218;35259;49265;48249;40517;39136;34358;12489;1853;29076;17096;4416;24725;23733;28719;48105;13584;22484;10965;22622;43234;24514;38984
38483;2021;23756;32596;7533;4927;17779;12201;21133;30700;16836;4691;31869;4515;687;10198;34169;48276;43172;6902;24588;40175;39489;5691;528;22589;31565;15317;10324;7580;30208;13209;44149;40804;36592;28817;36180;27143;3533;4260
37872;5880;10766;47162;29214;36442;48316;5158;19280;22999;40505;36156;40354;11115;29754;13773;47696;25100;19522;3670;1830;19407;34973;3371;21704;18525;46069;18113;7222;17648;12292;16086;6589;33019;25598;18802;8762;3914;8987;49769
31887;3294;40084;46903;8982;15860;48938;19427;42869;19125;1029;27776;5189;40819;49519;39522;19217;32933;1424;564;38639;34342;10765;1142;31498;12152;14846;33477;9004;19667;20096;9183;33595;8135;12053;16797;33215;24463;25325;21926
30156;34619;39522;41454;43652;24583;47766;10085;33235;8018;49587;10690;35970;15629;27635;16638;27967;40237;664;16080;23137;24723;7424;8749;21457;31327;6458;16284;24176;28001;5555;31751;44397;3973;38125;9036;37785;15859;2855;46561
2806;26200;35584;28203;6186;8364;36661;923;9887;17483;24528;12824;32904;1;339;49792;9843;8717;27951;41632;14504;49901;42891;633;1942;46841;22809;1339;5038;7176;25051;37005;48006;33685;8563;24222;2891;7101;21025;367
