2249;7939;7929;7559;7007;7023;1437;1256
1623;2334;6728;9855;8085;4595;3009;3424
923;2993;8519;2454;1099;1837;8730;8121
9528;1037;34;3012;1662;2821;2074;8999
1037;7458;8699;832;9804;26;2986;5120
7895;7051;4617;538;9356;6921;9869;2024
2605;2122;3452;507;6802;8168;4233;2548
937;2062;4513;2667;3932;223;4661;981
9245;5478;8367;9695;2777;2895;9994;2208
7557;6528;6741;8072;3982;441;4402;3949
284;1819;6124;6978;4311;2977;8297;1902
7565;8613;393;4923;6668;1330;818;4465
749;6504;9437;8934;1038;716;4073;6959
6786;605;7535;6173;9426;9523;2704;4791
4898;1655;8016;9383;459;9230;7640;4971
4294;1634;7663;8693;551;6858;9810;4764
2154;7535;1407;8199;1283;7326;7064;8068
2521;590;1403;7417;5343;5831;3220;7718
6068;4833;3682;2683;7181;3938;3889;2109
3595;1414;1072;7063;9018;4476;6520;7636
1067;9231;2593;1117;7137;990;954;8058
6094;6826;2593;282;6439;7447;4330;3901
8774;3082;1747;8519;517;7083;2206;1809
3636;3378;518;7142;8172;4426;1355;3229
9918;4048;5363;969;4756;1666;8501;2090
3248;8354;2948;6416;1896;8811;5055;8384
1984;4193;2206;5548;4783;8123;515;6684
8099;8459;628;7968;5345;7847;2979;8980
7855;9522;6369;8222;2167;4987;8505;542
6037;562;2711;3623;9661;4169;6116;8496
5617;8226;164;447;994;2731;6216;1971
2314;9130;5060;3328;3285;1401;9953;7362
796;7585;3788;6743;4381;7861;1847;2388
2377;557;936;8918;8357;4687;7686;4860
3499;4826;1752;6290;8293;8555;7925;8616
9600;8620;4602;4749;9261;6315;8552;5026
3088;2790;8208;4401;4140;4180;2755;6936
1491;9017;9436;1776;5448;1548;640;8062
938;9134;9714;8428;8225;8152;251;3938
4049;3506;3129;8408;951;8001;779;2543
3683;9942;4921;6263;7672;8029;9747;3297
9774;6502;619;3653;6366;4976;1114;6292
9672;1439;2793;5965;1526;4933;5592;9457
7833;2315;8278;2490;3579;1838;2539;7561
5410;6998;7464;581;8148;2952;9030;2189
7803;7247;7757;8041;2739;2854;8376;1169
9780;6086;8253;2154;4919;7515;4710;2117
5801;6206;9567;8346;3611;6075;8597;2559
1141;587;2843;8355;8840;4200;1743;5287
9756;6732;5295;7086;5588;8317;9923;4797
1070;6782;5262;6468;186;5256;3983;5207
8128;271;159;5531;5996;5840;6044;9398
9353;3650;1767;8751;1782;6838;8415;6768
2545;8423;2458;8739;9607;1603;4098;9251
3951;5442;7133;1713;2225;5544;2989;7490
3749;934;2883;4768;9128;916;5985;7697
3542;5834;2889;9484;4974;2716;9867;320
7360;6414;3069;144;1503;4979;3371;6810
8627;9265;2562;4286;3826;4518;4427;6381
5171;8275;7721;8493;3835;3438;5022;601
2147;5944;3424;7450;6988;3493;5230;1575
5079;7125;5462;4869;5703;23;6700;8093
9371;9642;2894;753;8088;14;4438;8340
8983;8672;907;7698;8098;5317;6922;1587
6727;7086;354;439;8500;6441;7935;7851
6672;9730;1958;4223;8054;1921;1138;4266
3045;3052;9638;4219;7921;6170;6562;9544
5586;6659;9253;5620;9106;2829;1754;3353
1171;5803;8733;521;6275;1333;8296;6120
4778;4286;3685;4286;5411;9626;6759;4927
404;5944;4230;8520;2559;5868;151;7279
7028;8021;9195;7780;3225;7837;2983;8274
4067;9417;4662;9740;721;8436;6316;95
477;1118;4861;6823;6758;5291;7353;5873
1535;7687;3696;2682;8174;9922;6750;1468
6442;9105;8110;4362;9093;6403;5441;2135
1881;5771;5269;3116;192;2386;5758;3984
510;9019;3861;9253;7255;3900;7087;8054
7228;7951;1163;1942;5693;6274;9288;2960
9953;658;3412;781;3770;8427;2262;9828
2324;3609;9103;8275;8749;5045;252;2048
24;1841;7925;3061;5138;5118;3375;9862
4154;3174;7475;4675;6186;7838;6713;3192
1107;6924;7170;9819;9828;8065;2073;6161
5476;9395;7679;6571;1201;8199;2333;2027
2047;2174;8936;3252;2082;3025;8610;4029
6256;3959;2410;8565;1544;7562;7987;7244
3541;6612;431;3884;1979;2150;6294;2528
3525;5137;6736;7674;3600;2847;7330;7112
2001;4108;5692;5130;9519;2032;9890;8181
1742;6335;552;8698;2256;3640;6527;4502
4631;1262;7882;1116;5573;8942;3137;4214
9246;7800;344;2117;9653;406;1863;3849
633;7555;6063;4248;6206;35;2731;7930
7872;6639;9877;9075;5656;2328;4984;1573
2045;5612;8385;4131;8466;5765;6378;3616
1953;2566;9781;8510;5090;538;1265;5271
1352;9899;2509;2783;9622;7017;3959;5042
3018;5880;5628;6001;1494;8465;784;6481
9353;7692;7839;4037;8974;203;864;6419
8562;5065;8585;548;5054;2264;8575;5016
1800;2302;3670;3398;8338;6146;9301;806
9080;9182;5948;2057;309;1810;7525;4738
3910;3770;9695;129;5793;7197;9976;2022
3024;9758;6734;3496;1584;8350;592;6849
7482;7361;3410;6074;6231;3037;1325;9162
3796;9435;1078;6959;2994;7978;7366;507
6663;9047;7020;7093;3278;3125;1353;5435
5521;4673;2769;5019;3924;174;3485;389
2554;3543;7203;8490;4780;6917;7999;7346
3776;4457;3176;1982;9464;1113;321;3661
4008;4720;1934;7448;9340;8768;7077;8905
458;106;2970;8721;5020;6720;6762;2468
6093;6256;7475;4804;1464;6971;8820;4193
3737;5313;7838;543;2613;6673;124;21
5605;9503;1592;8155;6674;243;4988;4051
8245;6268;2737;3275;9725;7817;2050;2286
9837;5883;4736;756;6113;6548;5546;2016
8846;1900;4063;9998;896;4584;8491;2304
4740;4869;8247;2692;1035;9027;3221;3924
8829;82;2582;8768;5659;7411;415;6206
9771;4127;5;7954;5501;8620;360;2332
2309;4676;1594;6378;4106;3930;4779;3493
9745;4917;314;9800;8309;8602;7942;2651
4942;40;9750;7947;1868;3218;42;4557
5507;4588;9746;3852;9833;1502;2420;5463
9446;5237;9450;3196;2241;4233;6681;5129
7001;9693;8108;6422;9704;5453;860;4227
5483;5815;1576;7872;6565;3463;218;1078
173;1819;1780;7495;5819;5071;814;857
7183;3265;70;452;1008;4395;3928;2154
1960;5590;470;7257;8968;783;8326;2803
2029;8140;1720;4536;9319;792;385;1662
5305;6949;6066;1684;7538;4595;4956;1315
3582;5362;6497;90;8155;8960;8301;6511
3404;8709;481;4540;3150;9509;8830;1196
4366;657;2863;6269;1668;5996;3330;410
8591;7231;4955;5489;607;2142;5001;3845
3441;1439;1088;4934;6075;8814;5201;3685
6634;6097;4076;5029;2525;4955;2220;2863
1241;4127;7191;5907;4472;8668;3548;9820
6049;5761;2291;8255;7462;5091;3617;1003
5334;4335;982;5186;7574;4511;1336;7554
974;6351;6345;3301;3000;7546;5501;2271
5509;9167;8434;7393;8997;3610;1621;7274
3189;9491;3032;5155;5039;6146;3604;1612
7904;7987;459;3229;8528;6232;975;3808
3150;9627;6681;2300;6308;7532;8922;8935
9247;2058;8797;5700;8260;5916;6051;7867
5892;5577;9893;7332;455;2158;3633;321
6913;1876;8984;7770;9121;8111;3808;175
8715;2520;6889;1363;7298;4569;638;1787
9167;525;9755;2869;9281;6487;3435;4055
5129;9416;3639;6985;8689;4686;2053;5310
5231;2931;8754;1706;2995;1762;230;6787
5613;8592;2620;2683;2006;9655;5222;4166
2881;2660;8396;9614;1599;8592;5773;2878
4798;8096;4082;8855;6232;8028;8058;5719
1227;8664;9152;7562;4129;1765;5942;9283
1891;2779;1206;621;2471;135;4577;8210
4366;6894;3553;4647;3674;4178;4486;3996
7250;50;9440;1634;5650;3958;8475;6061
8018;777;3637;7115;5094;4419;8552;2384
2370;355;555;5237;2856;7504;1264;1779
8347;2351;6884;5086;3091;4536;9335;8535
1248;2391;2971;8326;1592;2918;5792;5205
5881;6185;4719;4648;9105;4616;3373;7741
3586;902;8829;6321;703;5812;319;691
3561;5996;7549;3427;3182;1108;7250;3110
2571;2996;718;4508;503;5585;3227;7668
7613;8053;1843;7701;8047;4104;2245;7574
6440;9405;8075;6516;5604;4393;189;404
1620;5145;7993;3228;5708;1959;5704;9911
4032;2699;2620;3394;3813;8916;7333;8826
1739;9946;6913;2732;3615;129;3808;2467
5671;5357;1284;9142;7391;8704;4810;6404
8956;4433;832;4271;2097;3351;2835;1573
9546;6557;8461;3786;3543;2106;5736;3007
7179;968;7427;1749;8488;8063;6532;2376
8076;1729;621;1069;3092;5364;99;6708
5941;4467;3797;8939;7220;6920;3424;9140
5687;182;5013;8947;9683;5372;9261;176
7411;1017;5569;3022;3952;9907;7524;3041
8151;4367;4962;4781;3713;9095;4495;1001
3410;6100;145;733;3809;8782;9153;9709
7155;753;1314;5546;3155;4719;1460;6546
5381;5125;1669;316;3031;95;6262;6159
8031;8480;4258;3087;43;2415;1324;7377
5021;1174;232;5161;987;1801;9499;2691
3871;8425;5513;943;6265;1470;9511;8740
4244;3527;4097;6955;2402;9856;2331;1975
9452;3818;5019;964;5748;5492;1360;2944
8012;3555;4025;9058;8832;6366;8025;1575
4378;522;6655;4136;4995;3016;8115;1300
9759;4132;9224;5088;4001;6223;2188;9016
4421;6467;2996;3722;5103;2621;8103;4297
2335;5981;5575;8972;8987;1953;3965;455
5161;3749;9214;3334;8704;3371;5047;2563
366;9663;8028;6578;8352;7941;532;5322
1932;6708;882;3471;5607;1226;7259;495
5664;9453;4586;1858;7973;1767;4834;4277
1044;3790;6179;2692;2450;518;3911;8889
9280;7537;2761;925;508;8088;888;1581
7833;8964;359;5439;4561;9946;8884;9643
6667;9982;6852;9087;5176;7941;4600;454
9925;1823;4634;2125;682;719;7134;7836
2665;925;8924;2564;1880;4814;6204;9103
4233;7434;5676;7065;5980;6772;2144;2632
5047;5550;5596;7245;6472;5333;3861;535
5687;2435;5469;6608;7536;6739;5134;2897
5118;3995;5967;5043;2824;4353;6470;4239
7467;1672;4533;986;4822;9914;4378;1970
508;5077;5327;7264;5019;2709;5637;304
4351;7751;573;2431;8980;2287;8166;9722
1414;7556;3177;2439;8287;7528;2252;171
7257;38;79;7714;2938;199;7133;7097
9067;8244;5735;9456;8260;6417;6751;7208
6505;3057;6430;5687;6742;3973;4785;4143
5763;4216;5179;1503;7831;9878;9519;5259
1413;9541;8008;1010;4188;318;5040;9397
6642;5360;8691;4303;7099;9072;9130;9287
9314;7204;282;3484;3780;515;4745;7572
110;5831;9937;4606;9926;5147;3153;2314
919;4788;1298;6712;3423;6060;3909;4850
3777;3707;6714;2885;6025;2368;168;3857
439;6592;1902;9502;5219;5028;4946;6120
3687;2843;7164;1725;7149;7085;9501;9494
6168;1672;5304;2167;6996;7892;2196;4676
3760;2174;6505;9752;6275;2398;2997;8435
2346;4825;2007;3564;3299;3212;7692;4373
8230;198;8508;4092;3519;7945;125;2905
1187;6031;8014;9039;3457;7454;7430;935
4483;4592;9895;3197;7008;419;8220;8150
7727;3441;9910;1343;7029;2938;1640;9390
1773;4136;1185;9747;3795;5828;5056;5582
5744;6699;3989;1140;8339;2335;5515;8113
4562;7783;9927;1018;1310;6208;6907;5378
6935;890;4223;5340;3572;6996;9929;413
126;535;4005;3873;5083;7200;2475;8645
9096;631;4795;8344;6413;2926;4785;1256
5539;212;6404;3280;5758;6986;3187;8073
4298;3521;8186;1512;1077;4874;871;7284
7514;4455;6959;2331;1414;8619;9661;3817
2928;5142;3814;5443;5051;9637;9054;7689
5705;9170;1189;5577;4252;5976;2283;2110
156;5720;4225;1244;2079;4907;1556;9682
1970;6610;2155;4613;894;2691;3252;2687
5253;9189;9380;8854;1013;46;2121;7923
5287;8689;3230;7588;9214;1754;9146;5357
7721;2247;2662;3800;9000;2017;8034;6877
2887;6203;5134;1630;2500;6758;143;2867
21;9483;1288;7970;4518;2184;5562;9786
4892;6159;60;5398;152;5734;378;2829
695;171;6096;5672;3768;6472;2678;9639
8777;8490;5601;994;7879;8284;255;6139
9299;8126;6330;4646;4523;6930;1406;2508
7591;5770;1297;8218;5344;5519;9698;3144
6057;8513;757;9954;595;9486;2684;7990
2689;4343;6957;9448;7514;2954;4694;5264
1413;2600;7218;3049;5761;6169;8411;9008
5208;5063;1475;2776;7305;5211;6068;8863
4426;7318;134;9726;9728;4069;2246;2058
5399;2616;3054;4454;7950;428;6409;1118
1373;6491;6549;4219;1505;5061;6458;6975
5242;3137;9893;1758;2317;3974;6741;4801
8156;5565;2905;1198;1866;4372;8867;3988
5840;4114;1470;4552;5978;5598;2401;3828
4144;3237;1197;9661;8527;9440;691;2863
2133;9909;3468;1552;4641;101;2537;3819
6425;6587;6474;2819;1838;3131;7934;5320
2861;5399;2495;2506;2211;8239;75;2850
1377;2618;8113;8193;822;2078;5251;3434
8584;5760;5269;1696;4305;7913;5206;1555
5221;4662;2579;1679;8353;6439;9138;5469
2718;2057;2203;4134;9819;6229;4392;8690
1139;8557;6421;8012;6900;4885;2327;7196
3896;5631;8632;6461;4103;2744;1002;960
3229;2241;8083;5768;3019;3651;9122;3125
634;8803;5834;433;2678;9889;2811;9575
3016;3107;8740;755;7540;7754;2341;6313
3872;450;5371;5919;6222;2361;9880;4164
955;8396;9657;8456;6136;7700;1675;5751
2552;7654;83;1960;4022;4627;259;9407
6942;3016;4493;6291;2844;2098;152;3891
4566;7246;6337;2124;4057;2044;4069;2639
6074;7874;1686;7069;6510;2502;2154;9125
8337;7241;8906;2921;841;1418;5825;7744
4786;9152;3020;4154;2260;5954;522;1464
4308;9041;1919;2706;8754;7820;259;3506
2004;5444;4244;3113;6062;7917;6783;5004
5089;1066;1032;2779;8884;9311;7279;5064
8164;7225;4200;4643;332;5928;6558;8837
1029;6423;5068;7693;8016;5813;5348;3281
1479;90;1109;5273;9911;6157;2471;8771
7869;2408;5958;2718;195;2316;152;1625
6236;6867;8222;6427;2382;1099;2215;7168
6315;8940;3283;8509;2237;7431;3251;2400
7104;2736;4842;6949;1156;1885;3096;9857
4168;7548;6314;6164;2825;7965;7696;1153
7849;8931;8995;2236;4354;7844;7468;882
3372;3983;5758;9611;8377;3447;1430;9099
6982;5262;1576;9150;5477;7884;5757;900
3845;9435;1428;2552;5849;2518;990;6118
7470;196;5208;9665;6442;4916;2899;4210
4736;6745;8716;5819;2565;3009;7814;875
2094;9550;2437;3017;3876;712;1175;595
8745;6745;3777;1168;8634;3995;6736;7790
7946;6011;1285;6901;2190;7991;737;807
4905;41;1601;6618;3473;9449;2646;2324
7575;3251;9816;5287;6055;2085;2564;8874
4339;4448;1929;9683;705;174;7873;4716
8829;343;7549;3378;6153;595;4894;4983
5739;259;324;8696;4897;3297;1030;5401
2959;9696;2112;4866;7152;4672;9766;7678
9189;2985;1587;794;6608;9423;7966;4142
5139;4255;1906;9379;477;8772;1877;7373
1102;6175;2703;7608;5270;9171;8129;1135
3113;4455;1931;961;5386;9490;4201;410
1160;4111;1720;6173;3595;7937;7301;1317
1774;7358;286;169;7494;385;4600;2607
9762;6783;4879;2301;1546;456;239;6222
9328;4239;2729;7350;4895;2169;4944;4463
6138;9109;1474;8870;6415;3280;5387;3077
6752;4936;3483;4166;9996;4577;3027;5847
3631;7036;5008;2478;136;124;369;7047
532;6074;7251;8020;3939;947;6763;7927
8777;1578;4927;278;9913;580;5768;8938
1759;1441;9659;3688;8878;1347;9218;3521
1653;1734;5767;3618;2852;1647;2419;7143
1385;20;2506;2668;9;3075;8677;130
4740;4267;6748;4386;6686;5657;5785;3347
3808;7861;3918;3353;9342;3820;278;2101
3393;2257;4048;5953;6515;8182;6096;2556
7486;593;747;9876;9653;381;9068;5545
5149;4009;3936;1483;737;4389;4973;1062
5435;3977;9396;6529;5465;3339;7444;5837
9693;9691;6613;5342;7541;5181;5584;960
6613;5319;6474;6004;4819;9849;2827;8538
2836;5435;7675;8841;9006;9314;3179;3063
4120;7102;8187;6260;4307;162;7409;9769
546;9452;7268;7518;6464;6120;1783;3446
1103;3702;7073;2618;1633;251;7244;3857
293;992;112;1795;5695;9161;5202;1787
9942;4909;7322;8952;7767;2654;6888;1930
9746;5705;1088;2887;8550;8596;4592;3980
7046;1165;6708;4703;5245;758;8014;3391
3082;6982;8672;8768;6495;4114;8797;4183
1321;5899;5318;4609;6154;2349;5228;6856
2649;6895;5215;9488;2693;939;3224;4216
7547;3784;8139;3915;2071;5558;4157;5731
7354;3258;9954;1470;4688;5242;6631;6400
7371;8320;7685;9565;4911;235;4811;3244
2262;5143;4117;3350;1729;5055;7206;632
8884;2112;903;940;1637;7905;3083;6672
8301;3284;7571;5369;2507;1251;3114;4506
1876;3302;3931;775;6469;9312;3405;1815
3027;6392;7977;354;8331;4089;9076;6455
7804;6971;1381;2226;1922;6146;9851;9688
4668;886;6805;4154;4125;8603;5114;3211
3819;8592;1285;6000;3496;9683;3075;8491
8789;9437;9325;5606;5964;7135;6227;2808
6194;6987;3523;7470;4818;2075;1412;5975
6822;3318;3656;3941;9314;3615;6630;2924
1782;3737;456;3687;3822;1025;6783;5581
8941;4049;4742;1110;6103;246;6082;2221
2913;585;8223;8795;9097;7534;7475;4643
4690;8071;7710;9470;9270;8813;5644;7494
5927;2470;6648;4313;8798;4802;3864;5176
6429;5718;7757;1494;4242;5664;4516;3218
3097;2906;5962;1108;8151;6258;5785;5385
4649;8869;7040;3369;8053;7377;8140;6791
6563;6951;8543;6557;6467;4407;7300;109
1374;7903;5316;4721;1062;3718;1252;2970
9020;7097;4686;5238;2391;5493;1517;5167
1611;9221;8386;5550;7262;7405;4607;8045
4151;6019;4821;6453;5290;5949;7353;4067
3007;2196;4028;8374;7644;2004;5400;6520
9013;1606;7822;8643;6654;723;6366;1691
6968;997;2513;8189;9657;5504;1071;4880
3837;8775;6813;3492;10;8216;7504;8610
3636;8313;8961;3788;6908;1208;9242;7915
8449;4685;8106;4875;6885;5767;8024;9670
5485;3565;246;1331;4193;8137;4911;7337
3564;837;7175;8654;9524;9929;7172;6042
7723;6635;6884;2723;4592;4795;4383;199
806;2548;8517;1203;5339;8248;7833;8953
1257;1019;4709;3235;8631;7930;3700;2205
6393;779;9516;3454;3906;4063;3780;8805
7588;8424;3603;9318;189;2880;3624;8499
7067;8740;1680;9693;7163;1410;4023;2060
5253;7672;9963;7318;4977;8776;1640;2114
372;8863;4201;65;9000;2257;6540;5458
5187;779;8504;7154;1526;7141;5482;155
3270;3039;4678;5909;9497;2585;8988;4367
4019;4152;3683;3258;2914;2137;8771;8213
1956;1742;2326;8150;287;7262;3346;4985
6249;7850;2217;2561;1885;8078;5718;8485
1956;2115;9699;4505;2113;9943;5605;7269
4411;3589;3948;8982;1816;9205;5709;1322
1807;6104;885;3689;2310;4850;3068;2082
6618;9038;7194;4317;972;5775;4603;3727
8415;9745;1658;4064;2001;9457;9968;9390
1227;1173;4828;9799;2950;8171;9631;4994
5817;8554;6922;8353;937;1401;4688;9368
1837;44;1709;9457;2541;4371;4838;6833
8971;186;4570;497;5910;3354;5242;5972
6448;9487;3086;2028;114;7450;1230;9526
8376;6152;5240;6156;3538;3767;6601;9633
8365;158;1166;3287;8295;8734;3579;5671
1108;3489;6242;9485;2607;6364;1952;4094
9394;811;6479;2361;2941;9292;8777;8684
6084;8332;1156;3709;9292;5609;5365;3606
7262;5986;3059;8267;7579;5376;8538;2950
3778;439;2340;85;8118;4849;2304;3125
6523;4913;4775;5945;9407;5425;8575;8321
1950;9534;3556;2717;7156;5603;9960;1042
3353;7506;1889;473;4124;2352;9124;5845
5705;8727;935;3305;5420;9531;6747;7400
1533;362;76;4676;7522;1064;1196;1555
8174;2435;6680;1578;5224;7906;2260;1720
6972;3418;7970;3277;4366;8894;4072;9713
441;7532;9256;8681;1614;8909;1830;4676
5987;1283;2605;994;2900;5626;2961;5646
9815;868;8133;3415;6919;8110;9106;2788
1805;4380;4375;5493;9513;6765;7194;7067
2751;3472;3247;6798;8708;3676;1066;9127
9145;925;9942;4368;756;9843;6194;226
2037;9918;318;7265;2425;6066;3750;1529
5695;429;2353;9496;5790;8814;995;2117
3813;9849;9156;2900;4342;9622;2783;6901
1755;3309;5190;8952;7183;5819;9995;6615
4762;7144;5373;5330;8589;6188;7619;1101
8630;8207;8831;7857;9695;4108;833;6482
1059;7882;717;3881;3220;1094;1918;981
6755;8044;7351;7455;6955;4912;8324;9176
3749;3508;6122;282;1683;4709;8053;9492
3527;8066;6563;5948;1905;4067;4044;4636
6547;7543;8543;5959;628;5428;1430;3059
5075;2907;2152;7885;8413;8775;6996;5589
9724;707;5007;1002;1615;9456;2607;6764
2550;4020;8772;6358;174;1707;7331;4548
6329;8624;7225;2051;5918;6025;1712;5721
8200;3824;8075;4574;4894;775;6222;1419
6707;1081;4212;138;5290;327;3668;981
4214;5894;6478;2676;8828;4041;3940;3157
6372;1296;7841;7845;9804;1029;5223;904
8465;8306;2946;2513;8841;2882;1939;7699
357;8217;8111;3580;7180;3688;9933;7149
7432;1850;24;3127;8469;4806;2875;6496
3358;2861;2841;6841;3138;2200;5908;9436
8702;9741;4757;2193;5944;5977;8837;8459
6990;8910;1629;9685;6000;8637;3696;1282
1941;9375;2097;3040;8419;6414;7599;4554
2405;2541;3558;83;7693;5219;1228;981
2673;4966;2996;3739;4194;1532;5644;8685
3805;7634;940;3255;6024;975;6220;1484
441;9975;9729;8792;4270;5996;586;2645
6001;9932;4280;6379;4243;9708;3303;156
8252;388;2292;4625;9545;1307;1260;9062
6796;2337;733;9861;5236;8192;2875;7844
7773;669;3823;1620;922;5522;2839;9881
9813;7274;283;6267;3634;8846;812;3832
767;9069;2095;2372;3682;803;1669;8809
492;1167;1917;5892;7270;7076;3426;5096
7098;4624;9916;3188;3162;2866;9996;8582
6686;4013;1264;9618;9163;4641;260;7657
5143;7527;6354;3300;5373;9684;6994;2391
4620;304;6672;8434;4977;926;2804;7648
2444;4076;4628;6621;7835;7643;5361;9386
714;3479;9426;6274;9597;1040;2195;147
6917;7135;5260;3584;8452;2975;3534;1747
4684;9058;4989;1825;1148;4127;1969;5856
9605;4218;2906;3077;7748;8144;9331;5738
137;6412;8985;8059;9433;2802;910;197
3697;650;1043;849;398;3621;4200;3620
6083;9355;2969;4187;8530;8133;5068;2510
2606;4058;9217;4008;5375;515;5780;6671
1025;8947;7178;434;2818;5867;7504;1748
2495;4581;6756;1546;2817;5004;7242;8778
4208;39;9748;8658;9095;574;4492;2494
7779;2459;5617;3338;8189;5061;3895;3679
1508;7007;6252;8422;7204;7474;54;1947
5041;5111;4435;5613;3686;9558;7512;8476
9350;6310;8594;8844;3394;3167;11;133
7636;4908;5402;9720;5197;5748;1411;5378
6473;488;9259;9207;9126;473;5673;65
237;9381;9131;824;4332;6333;3646;1067
5656;5997;6874;2261;4122;3377;3581;8790
931;287;1986;7421;4111;9243;4767;5201
6308;8366;9780;3975;6660;8681;196;8908
2855;9308;5773;5133;6872;9919;1811;186
1156;9955;9695;254;6649;4607;4449;1120
8887;703;6545;3768;1826;7646;3883;6264
3393;4379;5360;308;8009;3749;2509;3552
1935;543;9294;8902;121;600;9910;1215
941;1971;7310;1574;8534;5034;5987;7178
2397;9889;962;7292;6081;7136;7239;4177
5285;8627;3350;3770;1101;6464;3486;2220
8985;7254;2082;6664;8516;527;4128;6561
5752;4237;7515;4573;9815;5110;3507;4975
8112;2148;644;4300;443;8630;4147;9065
2383;8467;9400;9866;6091;4299;4247;2489
3434;7417;1319;8899;2980;7543;7308;7044
8680;4182;9696;7812;805;441;6487;8517
84;5034;2975;9864;3623;1998;4617;772
4807;5850;7634;8748;4449;306;10000;1402
3103;2781;23;3450;815;3639;2988;7991
7805;8937;2581;1968;1002;4230;3438;8906
2801;9206;2217;6847;552;4676;20;9475
7977;6290;6340;8815;7445;6762;3814;5333
6036;9064;3713;2987;8142;9805;5712;7117
7452;7147;4792;2519;8551;6545;4223;6871
710;9170;3875;6564;2209;8682;8853;2771
5602;9869;75;38;3788;3049;6736;5233
864;4353;4942;7488;1508;1458;1893;3374
1827;8090;250;3413;4998;9341;9565;9098
9014;3363;6104;2641;7972;5541;3047;535
4545;503;9941;1399;4861;4139;4537;5909
7335;6817;7238;4998;2241;900;3490;7707
240;5578;1633;9176;4115;770;6738;5655
5541;9072;1921;796;261;2777;6219;5713
1634;463;1479;1080;1059;4068;1823;2945
