33319;9543;10667;26283;10161;17625;18614;18907;26553;14699;43509;25833;41170;39047;35327;48718;1452;31222;3452;13670
47865;41035;4540;47367;46414;25775;33779;9281;7551;14833;27232;39448;38830;33576;20219;20530;15307;36929;542;36549
18355;1384;32562;33820;42686;40121;24576;10316;30893;16568;22456;34630;43947;46344;44236;7247;46595;25742;12285;21066
10521;33637;400;18134;20289;42900;23848;2830;49828;21307;5514;1657;332;1530;49239;21963;5300;22682;38909;20140
43369;28146;47834;32701;18642;1083;7945;46266;7189;7628;15961;17483;14993;37381;11948;18119;15902;9187;33900;38791
34657;35252;14902;21052;41499;29448;2193;21327;43140;12563;46104;20497;4683;11359;43324;42999;7826;11832;37201;28010
32642;29128;15017;15064;34854;36782;5502;41403;45285;12889;28243;31900;8183;20339;28329;7797;31216;23501;34040;6837
22456;24759;38358;19995;42314;44828;7596;12817;39876;41257;32256;3767;2396;33235;32231;8120;35403;26641;34925;15868
21168;49328;49586;39359;14858;11808;42429;34693;21957;23149;48458;928;48383;458;41306;567;21842;6447;18453;43808
10418;17084;19915;21112;44504;5882;10104;15389;49525;47296;29538;27030;46029;11719;2069;30144;14759;41519;5780;23904
33265;4216;46940;21538;39680;40400;4850;20979;25001;40143;6152;22516;9495;329;21726;3223;27315;44261;10980;47943
15311;14895;34640;33915;33900;2884;31951;11803;35933;2150;27982;1443;7720;222;22060;24016;39805;31632;46225;30725
44685;38555;30575;4470;24730;16145;14567;19359;13659;34704;30603;35144;23048;47054;48163;9386;38667;33434;6478;1925
10406;12687;46628;43263;26939;25411;25996;48916;22015;10896;3023;13252;47523;37443;5096;49719;46719;32024;16541;40714
48109;45816;36439;27270;35485;9518;1818;25120;22463;18139;9049;27567;951;29656;2567;39034;44837;8999;27006;21436
15683;22177;29283;14175;44140;25813;18379;12173;15171;44169;29800;28662;15505;40019;11897;35042;9537;26085;36419;20833
12638;24963;31757;49498;11519;32271;13771;20522;31168;31228;30739;36514;9497;41952;47316;9058;15267;886;8621;34675
41118;43976;17087;9949;6219;21374;42639;41254;35741;30254;26595;25368;38148;30644;33077;8048;14071;28011;48801;41885
12620;27951;21260;1240;8516;1948;34505;4554;6728;25034;22394;12034;26384;3135;15293;945;14656;25376;27662;39389
33930;29707;45478;46754;892;7729;41175;37858;20425;35490;27828;34038;30080;17435;48317;47532;4410;21983;33826;37517
35709;38556;36338;40886;20203;5540;45517;21422;30209;34514;10908;35605;33721;36504;40302;5719;37313;28075;45142;22058
40692;3542;12306;24160;13283;43606;20274;40985;45249;41965;27506;39133;42058;42721;25043;12430;47267;41461;29377;9383
41981;23005;46279;27934;30606;9321;20339;15962;36947;46661;19314;23593;22891;20340;15605;103;7263;26421;32976;37828
11893;41382;32975;33915;39283;48593;17269;13150;19882;15827;9398;25606;37942;43072;46929;44252;18530;9741;28717;13987
13937;30143;26105;38096;31894;1140;25733;29211;8208;46419;49648;10017;36041;26858;25243;44849;37184;40966;39162;21553
26568;3579;49813;21053;11560;45778;17176;15416;19136;48814;1140;25630;9900;48157;33314;32325;16593;24126;35739;26602
17005;18080;34465;11578;12025;46124;520;19321;23761;46298;30036;19705;21374;22028;8629;7406;24553;16392;44953;8525
18675;13318;16482;32636;24110;41699;14493;35315;1066;874;49007;25225;39826;37768;11708;35250;38017;25467;2745;3189
34294;39713;4700;14735;16737;49893;29291;24093;49996;43318;47445;19740;14580;3053;41331;44618;8284;39958;4249;23483
26128;45726;15639;20133;4417;42539;42073;19679;5478;23466;11355;7068;46269;16773;31557;22475;46469;42033;6866;39122
37943;20891;37879;12022;21463;25993;25234;9940;45504;33617;37387;24307;35146;25715;46086;49636;37916;49081;46588;40128
15956;24491;32579;26855;43980;40511;20613;24235;11279;36516;31932;39206;11835;36610;212;34224;6359;34783;21688;28802
11058;45873;5765;4362;1101;14212;21195;6260;32881;7746;20016;49376;47925;6616;34574;20854;31058;26291;1401;39587
31360;38525;30107;18559;31174;19968;8567;35702;6375;40493;40394;22660;8863;48250;45377;23473;49669;4749;27476;48590
42049;33029;45473;6477;31538;17979;6228;17921;34554;46432;34226;37042;39091;3300;28864;16612;26827;2838;18075;39436
7600;39524;6360;16506;18951;4201;26630;15987;34424;8500;32976;13629;4417;321;15453;43735;25066;24524;25475;5137
15972;22374;46289;7313;717;21622;47585;8030;41683;22847;4792;13747;22475;2834;16898;8643;11396;22975;47815;40340
35315;28681;37024;30918;2293;715;36373;11445;47785;26938;47196;42688;29639;7750;17760;6013;15188;20306;112;24729
36200;22602;3022;11026;11570;15803;11493;8865;49746;5246;47513;36108;48124;31705;40911;23060;20828;48550;48194;8777
28863;8572;18746;9796;37769;34905;23518;38744;32892;20307;23732;40612;23019;18550;14900;1745;32633;46568;12808;13896
43247;43715;37837;39312;36455;7256;42758;2281;8417;37389;46766;28951;40121;22775;34188;5387;43312;22695;2209;45782
6593;13366;30500;25106;13898;16643;14579;31524;36670;26443;36772;19925;17613;6520;47570;46859;4248;30542;47189;10647
20558;28886;49728;25568;4127;24143;41894;10824;34814;38571;13166;21395;20392;4361;36462;22297;17978;1802;43906;18750
8810;42104;48251;27703;20630;45130;36225;27987;22797;42576;5359;9089;6376;15258;17899;49379;49610;20631;27854;9242
29848;2267;41882;32438;28260;23717;2284;14077;22479;6154;19949;2127;22070;41979;9293;45530;19678;33489;49278;26494
41922;29185;34587;31830;48404;14588;28247;37204;15026;44956;12529;38585;34470;36648;5604;13772;43290;21252;9390;32326
28540;3838;5345;33967;34834;20619;10744;4659;6135;6288;6205;28416;26896;23;44860;32182;524;13494;46896;18773
4450;48490;38522;36543;11881;32081;22698;22974;36234;38836;13217;8973;40701;37505;397;10592;42816;31851;20788;26873
44261;44488;12159;45699;32103;11257;8077;26404;20715;31331;15147;15017;18809;24099;45961;21535;28883;3883;28708;33165
7710;38605;17958;9348;18454;27565;48031;8051;27089;40830;8242;36680;32118;12830;40125;26004;20465;35426;38688;5121
12059;1806;44998;8491;36520;37668;30664;27968;23663;48949;37678;47275;20035;44538;6804;26339;45769;12988;18449;23544
39894;3899;27845;17591;16733;12517;32862;1788;49633;8740;44766;11999;24197;31627;26897;28833;45664;8878;5647;22562
39615;2809;36671;48817;19091;31279;7266;41323;32683;15673;41718;47530;31888;25767;32172;28716;8295;12316;6585;31095
26614;31104;21050;24087;13442;43219;49903;10938;37127;23214;25778;43336;16594;17979;3813;8462;32927;48439;8048;45646
42248;26710;9203;3214;8220;5331;36251;46300;29549;6673;40259;40593;30777;19705;17412;21646;41944;3355;10498;15453
26728;44428;27711;37260;42274;5355;23794;4803;49245;49952;227;11107;16012;32496;40215;35382;33551;11119;43725;30180
15957;31296;6874;22957;12039;48615;10394;43427;31919;18805;34557;42496;32585;14453;26093;628;9914;20720;7361;16580
18538;40832;11319;13728;47867;8682;31009;47029;38487;32760;48911;21065;23779;45585;28004;48395;20822;13111;11957;46249
28345;5744;19043;5725;42890;45109;48694;4358;6806;44782;25841;44252;4909;23533;40491;31578;42605;47996;21422;10442
18145;24715;31244;16859;29616;2993;12830;20356;42684;38937;46474;12785;21957;14306;34769;5803;45315;20415;544;119
41067;49220;6604;2429;2924;48805;32620;32122;44368;17768;22096;30153;10715;14298;25810;49321;20433;39182;29564;45272
34269;11875;4074;35115;29788;25273;30295;42127;9547;13261;29325;38280;3307;9815;31487;9521;7772;6021;30679;39306
3630;739;870;47550;42959;5092;19584;30203;4202;9871;1748;6553;39720;26753;25747;78;48240;44091;9566;21848
1455;14898;48598;26308;16000;24019;12284;46201;2099;18483;47574;48244;31268;22191;6744;47432;6799;36541;43894;9060
17994;43250;41617;3910;48612;39083;30611;29268;33513;5444;9420;8269;29595;15124;29112;11829;5139;34316;40619;8959
29780;688;20136;10670;44903;35622;19608;37327;6171;22410;28032;41848;34996;9886;15560;42209;47335;30491;1117;32765
42341;6341;27651;18616;20345;24163;13076;7405;3608;39336;4467;44586;16643;15714;30963;45176;38800;39523;34123;35587
27754;26766;41518;3224;12917;37300;27626;30879;30453;16782;14173;35254;36396;13753;22383;2325;20986;16565;25434;20090
11931;564;32792;28080;15215;38079;8911;18123;5367;35142;13630;33585;30842;12442;44113;48134;21969;2568;30777;14126
43781;28428;9343;3825;12265;38987;4734;20055;14213;28378;44409;16071;8902;23155;29151;39830;25621;1737;15832;26422
28180;39040;10841;34603;32344;47774;19475;46169;35661;36617;13251;21718;14694;10427;24657;3318;30781;26452;39044;22180
3589;14982;49625;39435;10670;5540;2996;17791;28164;12026;46518;49544;28434;1010;20958;24494;18619;7182;25130;45970
21919;41909;8753;20878;36503;17329;7782;31467;49598;22187;44084;8039;40473;26262;25294;20596;26718;2200;11292;27589
34817;17286;1071;31369;42579;15058;42994;44110;41531;31863;32717;2050;36707;32650;42362;29479;32493;30044;16557;17530
6241;21872;40577;6218;14887;4518;14563;17145;10440;44543;40216;27954;37566;383;47246;27460;24779;26972;45747;1090
44792;20254;14507;16965;25480;39509;41157;17445;49446;37712;40909;17666;1876;37978;47280;33191;28418;29992;1013;19282
42382;17404;47735;16299;47251;13699;16266;28954;43848;26868;5297;49604;37242;23223;40823;31455;747;38975;17726;1652
39733;41407;4565;2256;15932;26129;8386;38457;9360;33327;12719;47151;39049;3006;35794;4073;24718;643;23522;31501
18405;22532;39721;33871;22025;22908;50;11413;36872;18661;31299;44444;16246;16520;2321;14398;3848;25154;38413;564
46193;38430;49453;20377;32444;45555;8954;18837;25139;44050;32860;22302;3947;20415;40918;41577;15589;42496;19972;22781
31093;37991;13057;17098;25675;49320;8430;7949;36193;33537;20177;44972;21800;9967;28518;22908;8606;4064;15008;37822
18118;26741;41123;45557;7065;9017;16386;34383;1681;29005;601;33284;46188;26268;1802;16058;18368;24071;42586;47916
27334;28735;37378;47869;15109;19723;22977;22541;35936;44502;45552;4935;34595;2630;25015;43605;11664;17317;24617;991
43229;29433;845;3530;4844;40213;38259;47157;29425;24003;20981;5372;28717;29674;11993;26081;43198;33631;6588;36146
719;33143;25952;43505;12654;17691;9767;5427;37050;26063;14628;30011;2307;9590;26001;12319;6851;36650;22065;30609
20194;43249;46269;323;28948;33732;3205;6619;10045;9373;5915;41510;33524;4919;27400;45828;13272;43884;18545;746
26532;10501;10480;28700;17167;45775;3008;42161;41847;43038;12480;45416;39341;14756;40875;26783;25967;42970;48234;16492
10387;6332;20664;47468;46290;19776;45957;2621;8511;41954;33196;39201;36343;26752;8003;27418;26713;49925;19899;18665
19572;37779;2907;8603;6635;7968;35360;44216;18612;42113;37278;23764;39866;26456;46740;7690;717;33638;38318;10551
47222;24261;27313;26207;40923;12763;25649;20496;36786;44384;5520;35177;1847;46834;1634;3250;33151;2441;2263;37524
1146;26170;10487;35410;4076;21926;43613;9518;11484;27847;43602;32324;45876;928;30435;15724;13241;3510;1190;18959
37127;7475;47547;33592;46654;26963;34563;34001;23880;34914;3552;16615;4975;19734;39760;38116;47884;47930;41693;23892
9965;3764;5524;32765;11248;8808;24265;41876;18242;31196;47076;31711;47083;21191;18587;11328;10059;37974;23372;3904
5603;24322;30680;33221;10629;42614;23495;13431;14467;46649;40060;43508;17802;20306;6260;6438;14990;35298;19664;3970
25023;38558;23815;25128;45527;12712;49647;42136;23979;45792;10200;20546;13403;11386;33725;40115;36867;9703;24962;4670
24312;34173;17301;44890;2327;48454;2886;4570;12063;45362;3450;49305;21388;14464;9203;37502;32359;41772;10294;47762
37990;16263;44443;11875;41501;39221;14827;41101;36635;20306;16742;29861;30090;28452;37443;30278;14333;15782;9321;31538
17516;29798;48974;39416;28582;36071;10543;31652;37444;14497;2461;15032;35774;40542;35505;20462;42866;4386;17712;27621
20167;18023;296;17099;3580;33850;49207;5651;22581;2475;24000;202;326;10825;12921;31806;46568;18097;30957;20177
21177;12152;21853;10961;36062;33180;21870;8597;15406;4293;17064;9231;3573;42961;35965;48291;15503;47886;45648;44293
4091;16712;38869;17884;25415;46340;14331;35129;40988;3748;17473;20528;3962;33276;22307;21083;15272;5847;22213;4012
22438;22955;14174;40381;2355;46896;41993;20688;43440;42141;31793;21249;32655;43894;43871;4307;48574;18231;7475;42700
11608;10064;20145;45769;4475;46425;45683;5569;49814;24958;2183;46241;37669;20950;13637;23298;11368;45278;9474;38504
5085;16462;18203;28401;38199;46499;28255;47727;24515;4151;8138;37075;11186;30372;2807;49958;9762;10924;34225;4799
49799;19149;22998;26785;2641;47834;497;25765;10051;32775;16690;44983;1371;36645;47196;3749;14405;44373;34218;9782
44437;16628;30716;35743;24306;30772;44359;31520;7646;21484;6599;37152;15459;20901;16670;29983;33810;49558;6756;26977
44829;22810;47794;14581;38484;46113;8971;22551;48348;47551;21717;4939;43639;26470;2176;24093;35245;44116;23185;35323
11344;27825;13713;47935;1322;30779;18105;1777;3646;26088;6456;18292;24438;13565;31391;38942;3023;44840;47361;42887
7065;44213;1572;1158;31002;24948;6121;46964;15068;33727;45081;37613;40087;25475;33990;23704;20781;33625;40278;38722
7859;40862;45991;12974;25527;1897;42484;32086;10224;4267;9337;9411;4368;13758;23545;39553;14506;38828;164;11648
38783;24046;4877;23109;25322;22129;26515;2216;44529;31749;38237;42723;13322;28248;32079;43364;41735;35719;28509;37747
12092;16053;45710;34429;21856;19455;47686;20674;18517;7936;21680;46160;32873;48137;3535;39607;21231;29585;21735;17539
45207;27085;30138;47616;3661;35434;18073;11018;44384;48069;1951;24937;31578;25591;12106;40482;49768;46700;9621;21198
17634;17385;28636;4972;29077;13416;8381;5985;25915;1516;7963;18414;45763;5619;2478;9596;34014;49915;35569;23321
42060;45503;16179;37480;10001;36398;16658;31796;24174;21003;17204;9926;12993;4913;39105;48380;2547;34182;14149;41742
46149;36565;48444;28352;35769;26990;41133;41913;1180;8416;32187;11581;5392;40624;30494;33568;16508;45273;27088;6314
33783;1673;32061;10917;34739;5938;28513;22775;5480;13216;14247;45170;15626;23990;116;20897;40706;38551;35339;40182
15765;42286;3673;41868;30715;22537;1944;18974;30315;8313;9693;33545;49159;38569;39454;35151;16587;47031;29473;18280
31215;26685;36116;12352;48061;10247;4482;36771;3718;44012;8415;7864;21747;2979;41648;47725;18935;24472;3058;49340
6176;36138;4156;32569;15987;39255;41072;48111;20874;42024;19100;6153;10143;20013;21918;27747;38098;20493;19009;39893
5661;36504;29216;41398;16938;2499;3190;501;1573;41772;10299;19843;3805;12864;39875;16623;33417;16666;42773;22414
658;21733;20372;11462;38942;41798;35331;18471;23533;36689;4323;41727;42384;1803;25525;37293;17800;13066;8647;25743
45269;35090;40059;42031;33898;17047;38660;48155;35580;3881;8657;41786;19151;3119;11722;31950;47804;298;28025;11578
33164;31154;7209;15617;31039;16672;9665;18411;19457;33358;39656;33243;23842;39359;47991;29142;40288;34216;25898;8797
3254;16120;47640;30049;42707;19252;28121;20667;4495;11901;20795;43272;39641;43076;4335;4119;6840;295;30915;23946
39831;8302;41686;48705;28740;48657;7103;38288;12271;46853;43310;20818;31931;31183;2603;28206;39975;25150;27148;44750
36776;46180;9316;24899;3652;34414;35285;27428;16115;3676;14320;6238;13784;38495;39054;24054;47353;15504;33423;42658
28140;20472;3839;4615;30699;36710;41414;18440;47462;13002;13431;20839;39485;9394;44145;9381;49359;48800;15870;14546
20175;40292;22147;36208;33719;5850;22454;31315;38279;10099;19220;45357;4672;4446;40683;34149;17742;42329;30953;7427
16489;29440;2762;13181;20204;33321;24850;7661;31091;43737;13760;32379;33098;20851;22926;43;17795;29634;5391;20058
21681;20971;16526;20601;40460;6876;25551;12106;9568;9290;20291;2353;15325;23199;22006;6358;7580;5838;48996;17437
34961;29832;30209;39810;25408;35342;34652;36254;1811;14892;5488;1292;42946;41879;397;18089;31401;3044;1949;3029
44542;49108;8581;3905;16876;5141;13245;18124;18208;46106;27528;22191;8126;20312;22410;11405;5594;23454;32568;11427
25709;32923;4979;43368;9195;10946;36786;44938;49058;6102;13179;34208;25527;35861;31956;19949;26726;13992;27547;4648
4325;7209;10295;12662;22524;22262;13746;12720;8575;12005;23876;23038;31466;28720;14829;31483;18839;36107;18347;46180
47555;45089;37181;21383;49338;11066;28203;18409;47818;46904;7640;2945;33142;4102;3367;18879;4056;41640;15758;21238
20627;33031;4203;1796;31988;8570;19365;18740;32320;3493;33852;48735;28224;2959;45400;5629;25406;46306;16805;37133
31564;29805;36827;20156;38521;46497;29204;1969;36666;6822;41836;49398;15978;4395;21840;46483;9040;35499;45600;33843
49540;49240;32169;36221;36336;6653;17751;23213;8282;18261;33368;25634;15895;456;20716;2547;24712;37621;32778;49661
3344;1627;46559;49652;608;35962;34328;15847;6480;25432;49997;12421;36315;29588;32722;4503;21626;46036;36546;30621
25468;40015;46146;40784;14402;37082;6668;18899;42059;9480;26057;36888;29132;42122;6296;20126;39944;48173;27883;44500
1089;11215;9464;40109;33643;49606;13761;39998;47146;25410;30562;34871;31016;10676;23177;45962;42286;36189;29223;14658
23656;623;22363;43903;10362;13124;24726;30719;25087;48689;11325;13904;19635;11262;132;37764;13155;26171;23328;43252
8456;10664;1595;32257;33627;19003;21574;8941;40735;18061;3122;21084;5430;13474;33447;20333;35705;22559;20923;38229
31856;29563;7258;6220;16020;27374;3971;43374;39994;29716;20837;41469;2758;17176;27150;14131;2666;19087;28553;15975
27576;49160;8066;6718;14173;10524;35199;8956;2611;32226;45822;19888;8002;17042;16542;17593;18843;28946;32281;43035
2790;29228;43416;12868;38315;9668;44521;35118;26413;30175;29291;37819;49641;13050;45262;26207;8604;1358;1514;36081
47914;42928;31709;33477;25810;28157;16405;40553;29655;19724;6688;10413;889;348;20912;21034;3998;41877;33437;3360
6655;33423;18574;28343;633;31138;26644;10584;35612;11239;23980;2026;30144;4382;5265;3276;10949;4117;19880;9894
14393;37034;47810;38427;38385;16378;28924;8873;10838;3492;36923;33549;20792;37693;46996;30896;18890;44345;17614;14767
32573;6327;47276;7527;21775;33371;12642;14266;24202;31273;17218;30768;14620;38165;46586;19218;45252;5422;49767;37487
41152;25318;18562;564;32039;48484;40067;40556;11772;24463;19681;49821;38597;44630;23265;45235;5341;7162;10116;34287
37741;21368;27167;15715;48722;23998;22213;11007;36408;42071;10274;45131;20159;36310;33615;32944;32343;31330;37227;48662
28179;26676;29382;27964;9305;2022;17609;16558;27014;25883;15957;47276;1785;34625;45111;7045;11600;30896;45554;15026
44348;23142;14653;46876;4805;48262;36324;2567;22631;33061;30448;8207;14368;11763;32723;432;14654;29581;43436;22875
10149;12713;9438;30895;47103;47512;12523;17355;2695;44445;35731;23701;18642;40374;30400;47748;6274;34895;239;38356
17886;3384;24235;31317;38471;13249;25793;30910;14960;32588;47075;34545;24977;11928;47859;36162;18708;23865;12726;26714
7407;30310;34288;37365;21773;14173;35738;5475;48204;9874;18857;17625;27403;17104;6123;15490;32114;12307;3233;9303
7705;15611;34816;19061;49497;10672;19656;26324;13018;1191;6489;35315;29601;9923;34880;16528;43415;46682;42860;18416
43099;20856;28092;32640;24235;30891;12772;19052;20929;23409;71;4680;7184;18427;47570;11573;7850;11222;40970;5753
4414;33989;35231;3870;22386;13014;6472;21051;187;563;28583;6122;11756;21461;31903;45338;10841;28729;6929;18081
44685;22058;19009;49704;19083;24129;4151;713;5319;28355;39615;44029;16354;25769;21753;22204;38228;40579;715;3404
48495;26139;46935;11340;4599;27801;39240;24883;5077;31686;49471;7932;46742;1587;12885;8022;1762;15363;24021;27351
3157;18408;15473;6324;16806;24458;7811;31452;7174;6902;41249;34027;23457;45523;38061;7456;16334;48514;19933;42160
36008;48121;17989;47327;8581;47704;27377;44888;26180;14891;6334;26509;28420;29101;10705;49362;44452;14481;29710;46975
14324;11121;1350;45232;779;566;36182;22922;44134;7429;33469;22037;4440;7269;8074;48289;10629;31631;49834;36476
41374;23854;28353;19152;7666;16347;43705;48;6;37623;2393;8482;1447;38019;35030;33201;17781;3237;22841;33199
6534;8375;13829;22609;36854;16967;22127;11483;18293;34610;694;24347;49925;7378;17802;12976;41430;9653;27174;11717
46082;35592;34689;42956;48552;21252;6215;7903;20320;47794;38258;6688;13018;24119;2249;37464;24131;46258;2389;15702
29805;18309;40101;40630;37517;35525;28737;21664;34418;49103;1610;9030;35640;31185;37351;3399;7834;6809;18984;3631
49900;9954;3462;24265;30026;19425;29772;34242;1282;28891;5776;24419;27263;27525;26106;4868;33547;33264;8599;33173
26594;30258;42214;4765;49205;31245;37397;41949;4135;38567;11936;10906;44252;28542;36802;45702;27239;45025;45561;19772
26788;28817;29233;6502;46318;37107;17137;21841;7124;48233;38827;7543;28050;47330;38461;46226;5074;21517;15568;21517
47569;49222;36608;6798;44765;241;42098;39333;2470;25591;23413;11709;22716;2324;33762;38044;17726;18232;45924;21466
35060;18970;36223;45676;15496;31056;6634;39626;15697;4600;18614;16407;13186;30797;18824;13406;38531;19102;34814;2295
5835;28532;40729;33447;37994;28906;10327;39290;34707;26890;4285;33429;24448;6042;21198;34397;34611;31720;33073;44755
22443;35533;24394;42911;2632;43614;27966;19083;2471;39299;29940;33670;38828;21947;47987;16445;31942;41200;41855;35735
14007;17336;11819;46033;21531;347;1142;13395;36361;49211;24694;38489;32149;23902;23148;31587;15531;15262;29011;24577
20123;42533;39961;40368;14604;31238;28686;91;12046;17556;34788;30238;17836;8254;12652;33011;21609;14827;42143;21148
31895;39662;24513;50000;45993;5885;48532;46226;41934;45808;23688;16528;32364;20281;15819;14443;4887;22089;21365;27049
10426;40928;46864;4989;33602;37784;22695;17800;48620;27565;33440;22475;47958;14522;15590;1652;19892;43257;27911;22853
18986;9865;10711;36292;32406;43391;21319;40954;3617;24991;13102;36433;29190;5814;126;25660;6270;35161;17912;43893
3380;37770;46747;6271;23092;6465;8799;49935;36260;43418;29607;30100;49982;21743;27438;6790;32260;32579;30717;2098
45468;41084;41065;26249;12345;8166;13201;44236;30285;37065;32060;24953;30643;13647;25136;31887;43992;10136;29070;30178
25;47230;45428;24110;28245;49853;13502;19480;33413;45947;22162;24943;16348;35600;834;37993;650;36516;7374;27821
33808;23770;45129;37352;49003;36786;9412;3414;14646;14540;7214;2271;32501;19189;37894;2005;14895;47588;6482;28739
27867;15109;41804;33599;39529;34878;6851;40946;33760;209;96;24074;15389;24781;12525;38182;49762;2259;38952;35537
19899;24138;5098;17017;46488;21131;2275;45307;9351;15946;30845;4543;5340;31846;38616;3947;9704;25020;2592;28940
10675;21310;23992;41424;3647;40366;7719;12380;8602;26066;33481;24828;41628;11320;40472;34209;12504;34995;10882;19127
