32209;3945;37514;22015;27303;3337;36315;43765;23001;48293;38567;25872;35815;5772;17606;28979;13228;4661;16762;7206;40558;45279;11955;43442;33076;4254;18652;28623;47062;11839
6148;6664;9345;45406;18090;14803;38225;49230;32688;29612;10144;8437;39160;38920;34279;26105;12875;35802;5562;40595;7288;17548;4014;34262;28263;49689;47308;27309;42174;32479
2002;49537;40979;8749;42576;31995;5102;7113;18576;6447;29361;49940;9384;27942;1395;42621;49045;15879;16997;24818;7178;46143;38181;4893;41876;32768;44312;41311;35288;33224
6892;306;19356;3062;23844;7090;7475;21126;41352;35210;2508;1305;7433;28158;41372;23775;26619;561;5550;8043;4497;37443;37971;1072;9502;31208;9082;48337;38622;12735
43885;12399;2240;46652;23753;49988;2128;5954;7423;49843;40251;23057;49458;34219;5251;5780;12670;19081;12836;19426;32369;41203;45943;34808;11513;5674;20938;45441;31641;48789
29270;30160;43635;30504;6931;8905;23183;22778;16321;24449;25576;33058;42836;2781;19492;45607;7156;11943;8649;12263;4491;30802;1474;27499;26966;543;17112;1820;45831;39138
6538;43669;9553;10540;12474;5010;17151;19406;2486;27036;18195;5544;43638;21998;29792;994;2362;44284;46391;15189;40180;5696;24776;36173;44947;40447;19269;33680;27141;24856
40811;6576;5441;25904;25441;7317;22606;19251;47213;3424;29641;5418;743;16052;30164;26604;7745;45900;23374;26557;13831;17700;43446;26845;46522;28421;49734;38816;20038;21427
27943;49870;12760;43794;7045;3196;11783;32001;3544;45880;20544;37716;25697;11070;30544;31545;30605;567;47644;4589;4724;41338;28386;7528;26084;18802;13696;32931;18999;12639
47298;34377;8219;33671;19841;18274;29285;24563;48706;33768;24398;15622;49115;8132;43028;49642;37911;43945;34677;7763;26055;43284;32267;39132;31638;37148;18737;38615;10010;41191
35344;20717;40421;1067;40297;33800;22713;17712;6955;6539;46434;23085;9648;31562;3570;30739;22971;28512;19463;17329;45800;46603;25592;15878;1872;42848;6517;41594;39155;20886
34532;8697;18706;49512;39535;23821;22297;11029;98;21153;20326;47580;41827;34183;15562;30209;6652;37647;49593;2132;47941;22513;23920;16631;19295;2004;13987;31168;27126;15928
38299;28179;3955;37252;21370;17398;7811;10309;30364;437;18173;23061;5739;42399;23558;34110;3661;40643;41713;21747;37632;21371;41030;15061;42389;44505;31071;17255;22546;15339
11513;40848;41803;21024;18131;18126;19718;36661;25124;14465;13951;1386;42978;46203;24215;9180;43060;34374;5503;1509;15920;24365;26041;6496;28860;11877;27268;12981;38293;31908
1148;29010;31317;30724;48054;1007;49755;39856;15292;42167;34220;24001;49322;19324;47183;26169;9553;22527;15534;40483;5160;14322;9737;7790;8129;29194;48291;42052;37046;32640
28766;5684;26367;43472;8710;30799;29710;1047;49124;45662;32919;19249;29318;21775;12122;32052;4403;47439;28683;13414;22678;47647;40395;28117;32905;24558;36016;24379;24588;30411
36642;7609;23982;25197;7316;38515;42401;35217;22920;47432;39652;23651;27658;36214;9218;38475;30198;47054;46516;12488;16004;21010;5323;42177;29811;28793;3199;44495;48184;8064
40050;23088;14719;11723;22866;38008;33421;47000;13828;2186;351;16945;1731;38630;34282;16723;17160;3952;9323;27329;11963;35029;37319;40666;10902;43440;6343;23749;7718;3619
37679;38391;25961;34229;1324;42710;25359;38745;33337;32475;33658;3914;41075;33599;27124;23210;40637;30852;25747;36792;6241;23587;4202;48853;38099;48773;27599;15016;42265;49626
9293;44863;44473;37492;35127;47417;42245;45641;30137;12509;44552;39166;42025;862;41383;13401;29557;22363;39420;12118;47943;2355;46743;25504;23311;33718;22881;15991;19438;40270
11381;36641;20169;47061;49414;19486;28040;35949;39154;34026;21800;46351;963;15905;10678;9415;25571;32105;25391;23412;660;37664;6848;43935;3070;3634;27892;10365;32484;10927
28614;3346;21267;1246;31803;3417;11469;32079;31350;33134;22569;18135;12793;22397;41289;30295;22880;27475;13519;32409;11704;30849;991;7846;18966;14827;9786;2692;34176;4013
30318;37711;14582;31973;31492;15959;28414;5746;35334;18409;20132;25491;35551;6512;8000;34222;24356;8115;29698;17559;4910;8886;48070;7553;34536;26735;3408;23377;45941;2408
34842;20725;23497;29375;6970;15214;24347;9274;46202;42769;45142;9911;9186;366;16221;47781;47361;38188;27669;42797;8705;16941;10548;33623;41690;36358;10737;49095;39852;41680
49396;16751;8640;36973;25544;8576;26856;37282;35679;35168;12941;43820;3834;40303;15994;11005;28981;10734;46715;45505;35240;9328;40047;38165;32510;21833;37245;12383;21350;11064
29994;45974;21155;10436;28945;1283;18951;25059;41660;35039;19422;40049;37712;38111;13520;31645;26367;17655;19208;18716;35989;3511;45771;26205;25834;19315;35111;17623;43591;3224
43829;15229;49645;11195;41159;15346;45077;27262;41185;12846;25135;14674;29522;22187;30291;49329;3135;8042;17166;45388;25360;23728;25531;12067;31279;42705;13312;45785;18143;47403
26524;16341;2675;24388;41332;37014;9823;19044;13433;44145;45457;7660;1566;29680;22893;17385;49259;10831;17605;38102;41377;47471;3923;33576;19248;4525;3076;39247;37075;38921
29457;48027;40135;39183;45976;26453;11378;34736;41872;28006;19183;1099;23993;15883;38233;39765;14824;27093;49354;34718;43209;10063;34652;42873;46609;9524;20826;32193;45876;17881
45784;48799;24810;34639;2656;10648;39751;46446;29499;8341;12799;21617;25653;5519;29689;9336;20;39687;36006;1834;22986;23232;42690;23293;12464;39209;1550;40340;251;30821
14211;41269;48727;42885;26934;36406;24509;18415;5164;46824;27768;22944;39100;28141;31578;41107;6589;48120;19978;26613;37171;23552;23120;30030;37400;1741;37999;17236;5250;27613
21314;46936;29552;11092;31338;15793;16243;10501;16115;5584;20762;38657;15635;47087;45556;43658;22791;31245;25492;34265;35554;47281;45683;47787;23451;4433;28085;43775;28488;10883
46702;9712;21860;37826;29336;25996;17759;3558;8649;38876;37362;36572;36560;40830;37151;34663;31693;2526;2544;26787;23093;1304;19112;28472;17403;33786;20692;26425;47843;10197
17475;7804;21215;47106;16421;5713;13790;34219;4041;16560;19868;35728;30578;42136;16444;29131;38229;9309;30881;24263;2767;48893;1564;28735;40264;10186;38194;10532;42297;26189
14435;12954;34427;45583;2422;40028;46925;11195;14261;30339;14236;45128;43435;1029;17212;40299;22946;19691;13718;23637;31901;37728;30387;49826;5188;42973;3341;48669;30700;12608
28921;42701;4807;48391;32058;7269;47;40417;22662;11994;34637;9112;12655;32263;26389;48854;17586;33268;36410;33753;28610;15918;4333;49915;44739;31808;16403;47655;8501;11390
6869;21155;38048;10646;2018;34370;5354;25080;34278;6001;29656;28655;45910;47851;41396;35909;48307;39788;3798;30576;25532;30343;1757;9301;43550;18130;11814;3118;38339;14615
33575;33115;29749;8873;8890;43938;4524;40898;33738;33634;23706;43393;2439;7676;7446;48440;43596;32975;38220;1729;7260;38058;36985;34154;3890;34613;48753;41123;28624;11316
44781;47275;33061;46358;33301;38074;9855;29850;49854;25093;3879;25992;10763;27571;24293;23548;27078;32941;35488;36883;5202;45265;4052;6693;45275;16770;410;26477;9890;26054
38150;15899;25521;13011;3781;38980;15557;35907;33611;25440;33792;17556;39822;42840;42311;46328;43487;29760;13158;43524;46424;12396;32165;24222;28686;17548;31922;41613;16934;43597
14800;45472;18128;24147;40832;29080;14335;33109;15877;19787;14896;43943;6230;20995;26719;41034;49075;25744;31457;42981;25924;34008;18284;49175;44391;34194;15904;1476;41373;31912
47886;41519;11808;46886;21060;2801;32063;45938;42184;25350;18689;26369;22303;37931;39498;46141;11601;15399;34244;16272;22503;9888;30148;38198;42429;11667;43320;40277;31509;43779
27006;47494;2038;10325;49260;6124;49759;29091;40369;38398;43645;41057;41002;47603;5396;24964;16951;12139;38069;26221;9079;16735;46555;43687;6780;7097;21143;18248;13702;18306
4446;9741;689;723;48140;42844;37874;30752;13983;48277;13010;11339;20553;7309;39456;16495;28160;44845;9719;156;30540;31713;25733;11073;2645;9125;11235;29522;39032;38184
30008;13710;17250;47639;15512;47508;3309;73;35477;46559;32739;23676;34030;7377;16981;49014;9741;37316;43427;29457;48202;4997;43279;16256;16295;38426;28537;1478;48471;16932
9118;43943;47515;21167;6736;31335;17116;32841;48239;36686;44214;5706;26236;24900;41712;25819;12040;38135;19361;23044;49543;39211;16426;49764;30784;36558;22394;4615;37024;11537
11728;3578;2639;9;549;43274;25363;29519;40964;42688;38470;4945;2077;21544;35849;5239;36732;20823;41874;47861;4285;22851;22201;9191;960;29029;41675;2971;17318;24522
17699;9867;12504;15228;20396;25681;40832;42728;33547;31140;11557;31155;13112;25024;30091;36617;14940;35171;7532;21070;44959;1305;3835;41248;8932;34896;43825;16603;38303;27121
16480;17928;23464;42536;5157;17931;46881;49180;31252;13517;12915;6731;40126;15911;6134;34640;33948;28445;8945;39412;19332;42600;38249;49692;16491;6076;4195;29968;22233;30513
8813;37910;16105;30804;25948;11545;36083;9502;47376;45136;41180;11637;1559;4480;48328;21501;25549;43528;13665;21090;41700;17400;45209;7946;45793;45757;36805;23489;8479;39097
1543;4658;14679;36857;23861;28657;23447;26837;16851;8413;1859;2525;37024;44029;13025;40397;38283;14424;21263;5981;5315;27973;22349;46036;24894;30085;22099;18842;14938;32159
24995;15721;31879;13880;30654;37676;3862;39542;39098;44298;27045;7316;37961;44579;39138;42892;18004;29486;30538;44895;48677;15885;32913;25490;32817;9272;19273;42604;18684;6151
28123;46217;2157;11273;16231;37867;42734;16963;32260;8315;4640;13234;24034;35390;1580;30940;15618;33667;35859;17565;32820;31584;18308;25015;7978;20717;6661;1132;28054;30787
5690;22230;44263;24593;28325;11887;10380;39932;33637;7252;29935;19094;11533;8763;28858;46561;24072;14135;49465;32715;20760;41244;15219;35522;43578;43817;48380;35411;38942;16382
41614;28839;31414;20037;7478;20521;22220;23335;21018;2790;11736;35307;16788;44539;3191;4388;28477;8145;48494;18008;11387;15176;47128;44989;12385;19767;26222;19375;35916;31890
9551;26295;679;7476;18894;37166;36420;27861;23548;29916;8382;37326;3524;25896;33992;20406;11794;19430;46985;6265;40814;44138;42132;4045;21204;14521;39559;22723;28836;24057
40796;7741;3347;38315;12504;41400;46333;23209;40760;48906;46559;35651;29893;45872;35715;19724;39989;15257;22449;19283;45915;27275;4062;38985;18300;20165;49935;7441;43333;9662
3010;35803;26638;22739;18384;38764;22454;3758;31061;46307;29117;28824;3638;5564;49176;11327;19469;14173;15451;46655;7204;850;29853;6559;19518;4623;36607;38211;3789;46023
32759;44917;603;48806;33379;44665;42439;19933;25119;6455;6912;21837;46162;35000;29740;17456;47067;15728;8796;22095;26911;36431;11266;33275;45174;28534;23869;19575;28666;2274
3912;15087;14906;27260;29064;41235;37825;49152;41762;34305;21118;48473;359;13692;45450;6139;3745;17575;42832;29286;37544;13211;42920;37753;12916;25324;20355;27081;3967;28239
37109;20144;35508;46889;37080;31814;31426;10479;13603;1800;47480;45817;35083;24431;2227;31672;15874;15540;11306;3869;48661;44696;38562;48952;11760;43868;26538;49390;44317;46133
9787;40184;3439;8373;13674;35219;28959;35711;13845;2304;7228;42648;43926;9440;35154;76;25423;7619;22237;37329;2906;2556;23795;15093;45639;22078;12057;4495;2056;19733
9484;7296;32200;31364;12378;38319;24985;17069;2476;46351;18889;14604;4104;36063;45240;33390;30653;31519;37614;12667;43934;45562;39875;5250;30736;46805;42711;26469;45416;2544
27095;49329;11762;38773;16654;17149;31337;47571;15033;23937;43088;14067;19988;34164;30756;32515;38211;31747;7769;29260;23864;37595;30239;5480;34510;27791;903;32627;8160;17261
44398;1326;3708;15880;44334;32290;14087;49528;2065;40782;16997;44088;41544;16409;31448;12673;34390;20212;15435;22898;38277;36313;23892;41447;2649;27873;34003;39099;26533;14536
35014;8794;32325;28475;31733;31389;20556;11974;20288;28791;20082;347;2944;44321;35224;44913;3482;7943;49475;16135;36986;39020;4777;8547;24964;22969;23209;35057;3081;12015
9877;35772;7833;49161;20821;10455;8977;9704;46345;40835;38592;4344;49382;22951;19999;48636;17856;23695;20286;7283;1285;4567;45457;22231;14137;48650;20751;15179;34588;47730
27366;3037;853;42057;45864;8035;44251;8035;37700;22823;36703;11637;24156;41564;39731;10008;24291;27115;18018;17262;10540;15874;15906;13055;30;36457;10749;25613;9942;28116
33424;40851;42132;31902;47738;15465;40822;28330;6213;4334;47640;19948;43830;39391;15774;9874;3289;31359;34180;39545;28738;21348;1194;4759;13038;47681;10687;46322;36032;11004
252;36491;34169;42801;15484;38563;38334;21407;7888;30661;48315;36143;34808;48978;46098;4505;30029;44082;5170;26834;39851;18700;4310;20678;9299;25401;12054;43660;21917;1750
7222;46323;933;8486;36944;11067;10745;34719;20023;52;45569;26720;34498;8334;4264;30136;8121;40192;40720;43287;22510;47232;46652;7352;11861;43157;3353;9130;7550;14573
42804;18510;29076;1179;36401;7830;31237;47838;44497;8643;10359;10047;26374;25775;26836;33554;34617;17459;15497;8001;38346;31816;46913;33745;49264;17963;38719;31520;13215;2887
47652;27697;22608;11758;44948;19974;26211;20917;43885;14987;8808;8664;43448;41833;4080;23340;20971;41743;16008;25234;16042;16534;36508;42208;23367;27149;36573;24717;15778;19853
47278;33979;29799;46666;3344;33393;37690;44894;21257;4337;44509;29023;37730;25119;46497;29495;4705;11348;15198;35837;35733;25847;28485;894;9726;24890;27925;1448;19670;29937
25360;24906;37016;27196;43850;6560;38541;46774;16844;5343;28612;29788;7395;34115;820;32647;43425;28973;47256;16064;30548;35561;4388;3629;36782;2886;15404;5137;4584;24901
3706;42788;293;19430;32189;42597;30177;19144;31069;37550;16208;21670;44333;44091;13781;22855;45142;11990;1344;26629;18151;13078;13504;20902;7062;20357;36650;46637;31847;3662
2327;26140;46222;48279;22269;47152;41969;22189;36069;49705;33012;23821;20981;29881;20359;7303;48383;13729;36954;39356;26673;17643;47303;48616;28839;36311;28228;21273;34105;22414
48805;43036;17179;9100;40363;23429;955;38487;25927;27013;25025;26651;27455;8935;16004;5706;40726;35579;28397;35512;42958;21123;46747;46160;30839;11360;15003;1573;5984;39361
29016;2436;15853;26425;41788;30382;44557;21570;21646;36348;10121;46100;46033;39674;29761;48295;3977;25769;16497;38423;27112;44660;16897;44517;49596;19280;28044;7357;32217;8480
28858;3651;8435;25362;4838;23281;21522;42328;21689;13944;24060;48401;22364;47634;44955;43959;20176;17586;49691;10575;21881;36221;10827;48189;47004;2205;5234;40516;32606;40020
10035;11484;18550;41193;15473;6841;6732;6014;42035;46287;35081;12561;33212;36004;44580;45369;19642;11209;8581;11751;35960;47858;32432;47005;15495;38991;41890;48994;774;22984
38254;20619;24924;43596;26073;22559;40524;27344;7366;46554;4249;20521;4751;18114;39150;30905;38532;41082;43706;27415;43768;5735;31629;32901;28620;23755;19896;37625;24941;33275
2364;38863;2653;26616;12899;9741;12330;39048;24359;25591;26842;26658;12979;43861;2875;30495;34684;17724;23523;16444;24683;24963;47573;26217;34900;40508;20503;27148;45187;30140
42137;33929;30600;34555;43047;44453;35155;24903;12875;7081;36395;41;13637;14298;44051;44672;28738;25066;18305;47154;44515;10159;46527;5867;2486;2913;18945;31907;33241;439
35771;41839;46857;16024;14853;6621;47094;42891;13722;14927;22311;48380;7303;4240;7879;34435;5249;24600;25319;27048;24484;7897;29314;27380;19433;45959;12034;41117;19699;34727
5522;4796;17981;28955;10056;9230;38515;374;38955;27307;23337;6420;11611;31903;33523;46098;16201;34044;15225;6115;2624;8247;20764;34556;987;4004;49886;21454;37265;25115
7077;21952;22134;1682;20265;4291;43574;18843;42375;16491;24741;23806;9960;37165;44258;37713;49904;14199;40862;7790;43365;27703;16936;20804;5805;28895;40355;34750;41179;43636
48075;33181;48639;48328;45875;3010;11709;33273;172;2515;12631;5207;49698;11209;265;2693;16486;11653;11216;42111;4643;14308;47003;28206;37151;8275;7439;22993;1498;27381
24766;23602;24119;18445;1391;30355;7774;20547;30585;42220;40968;22827;30563;17427;23201;40041;48166;18900;710;35326;44545;3492;13777;21108;39594;49211;40841;34328;758;17632
19540;137;11139;30417;47301;44083;20804;5005;39376;5418;49893;18357;2174;8761;8780;16139;28531;19521;19733;6670;12523;12143;45719;1554;34910;3261;18520;23445;14492;11418
30352;42720;2134;19497;12238;49663;25238;49541;22032;19313;25681;45934;36178;40781;40926;39082;16090;41784;17344;77;534;3720;24014;36150;45208;21516;45731;25165;29633;44055
41292;36311;20160;45481;31173;18683;20781;36498;737;19317;5962;25509;14291;2559;46256;13897;17530;22199;11948;21598;25129;47888;7724;40568;3582;22013;20205;15449;46458;30094
43043;43176;5173;26849;46912;1728;7893;16938;6734;32014;26727;15804;21940;20067;18406;21026;33225;26250;43448;46941;34606;20730;26437;47886;6524;24212;38474;41698;4900;42034
22362;9885;44700;39311;12560;6797;19538;14102;12226;6315;28076;36477;35987;22443;22169;33478;25564;46928;18901;15708;19002;6362;37658;46835;49501;41224;23755;49439;29470;30939
49819;43208;17642;25838;45444;24731;49809;42668;30565;34959;15317;26341;27202;37307;19882;11181;33018;22921;26590;18742;34173;3597;5365;43217;39266;27436;47873;43879;15744;30102
42905;43052;8552;5828;33921;39146;9734;38134;34197;23518;7174;9249;16104;2997;23120;38972;34512;6002;7241;28794;47779;41302;11077;27659;31411;12446;26680;35873;39176;22946
44806;8187;45305;40916;15542;45976;2457;11498;21800;32882;32741;2337;12548;45483;41521;39578;667;24259;5843;8767;11067;24183;27204;27819;8549;10298;41762;21008;12887;13365
47431;8678;42108;37826;49854;17721;7609;37556;29532;17537;37309;25330;13286;19322;47312;25368;2531;2424;42482;4927;43538;46868;36676;3546;39606;8015;949;45649;17747;33918
5353;25821;7680;10955;33927;44889;23168;30903;35063;40025;10651;7533;44467;47926;29861;13308;25663;24340;26134;30756;26822;34726;32014;21604;19327;5160;13396;19115;18229;31331
46682;42482;29630;41411;6845;9225;21908;26964;3935;17334;14372;1937;13574;42786;49052;29773;8329;43940;15939;17406;27635;49474;17186;7847;11389;25426;31278;22060;38283;16144
49506;28008;15598;3022;18612;3923;7166;3558;35628;31980;38281;5831;38967;34459;34774;12197;30620;5760;16725;8123;36293;9781;38415;33454;23582;34632;47113;38859;14036;33162
34999;36388;2589;8268;22765;7187;18553;42016;6671;21188;17835;3316;11299;29640;41278;30094;15533;21979;13052;2928;18268;19849;32963;45747;6114;1938;25686;47088;3857;47697
1554;4265;26337;13114;49168;15315;19259;45646;44806;30984;5311;45678;12200;35269;42402;8361;36221;33501;15339;10784;40690;48395;47044;40392;7779;21707;43730;638;3411;8120
42383;28400;35303;16148;27851;5708;24627;28629;34125;42032;1815;4395;46032;23253;19353;10665;49474;8743;48862;2888;2941;15031;14689;39101;9297;23059;46585;23568;48707;15726
9076;17768;11552;17714;18079;32740;29624;44280;4640;9328;23148;29290;32334;26632;46940;1885;11095;1428;26238;30772;16631;10695;42264;43006;48269;25396;36113;42674;47543;33245
18767;7933;45232;37655;30469;1987;46606;16422;49155;7814;40577;13471;47143;22880;31722;45451;9458;18902;24946;16369;11576;21563;45591;14289;39265;10009;39905;1261;40010;29592
322;21798;48179;7798;292;15884;4410;16362;2978;35669;2887;9546;16171;13905;30637;38962;34273;47604;33822;1155;20527;28756;17480;43557;41442;31412;18899;46186;28259;27578
28946;38562;24108;23575;2080;30196;6000;19947;3788;32761;16147;11016;7084;38637;5244;26342;21043;1123;8891;37447;7525;18796;5482;4844;7482;8445;47174;1672;12910;47783
40646;13297;8037;48932;24395;30679;21147;19991;24293;43835;22716;8769;26779;47602;48748;957;10145;10252;32810;17925;46711;17926;47356;48965;13615;16572;6148;16844;2490;2802
23549;14543;22969;34377;46802;36448;30121;9101;41690;29964;26035;6866;20346;40107;12287;47678;3855;44411;8996;11994;32433;3611;17689;25162;9269;24714;38149;5408;27009;29439
26100;16760;3299;7253;46830;26809;34206;28673;42883;34451;12879;8138;21031;44395;42393;36218;48154;7232;42917;49632;35471;29781;2051;10619;27382;25624;33068;25242;15993;32408
37441;17622;4189;4909;45819;26746;16104;19939;26443;4148;19255;45522;12333;38110;227;13092;25466;31195;6877;34827;32792;33856;7858;2559;29913;17567;12539;35728;25242;24606
10777;29395;24419;16215;42809;37718;45470;42467;7987;31191;5787;28277;39818;46791;12333;13238;8541;40531;14443;1909;44299;8723;30593;43203;5441;48098;46915;44301;11724;40502
8980;29652;2172;7652;8337;8629;45227;18306;30909;11943;46877;21200;8999;40901;23457;12481;38593;5697;38493;44862;49784;14080;15792;32831;35414;20278;141;10899;21339;9606
23651;7969;28956;44389;15622;24035;33030;4452;9242;14526;21098;8028;44974;33442;5712;23884;10236;10698;37845;15473;46969;12524;4535;27351;27204;18620;11925;4681;11700;5671
402;14545;2241;42586;7220;18166;43975;23982;41065;34384;9149;41088;39616;40182;35288;14433;23734;12236;35349;43565;36172;48402;20551;38948;34573;503;47413;15563;11792;46220
3636;10100;8592;45451;8908;44898;22653;4991;7500;45255;23036;2570;48582;25217;29162;23898;1276;23974;38514;566;26444;3801;49491;25490;46075;16104;30446;39279;41359;20637
19607;27823;28456;40456;1691;40660;17060;24299;46119;6114;43423;4548;47309;18870;47584;11401;17612;28587;40992;46243;37175;35953;10766;19576;16934;40282;32293;3844;17743;45108
19206;44596;11718;3969;29540;26508;15391;47201;10378;27713;29682;41112;4424;41391;35090;25769;4172;38175;27422;34122;3437;34373;3726;7880;23376;13483;2328;26657;20906;23926
9696;33970;47743;48801;10607;5313;5516;18558;4472;18074;21289;26743;9;46937;4975;18154;31916;21101;2383;41532;42517;12784;45331;7858;12233;21624;44128;1915;6001;19351
41363;45176;21008;15991;48958;37931;37622;16505;294;24817;31402;3175;7548;28476;34210;35060;39893;2599;9576;48136;36175;30499;35285;42896;19009;690;45108;41559;17661;46036
2298;42075;23040;24078;31861;49707;31072;28320;38352;37247;12664;33825;31488;40850;39863;31027;45870;9329;11268;25297;38520;4746;34082;41192;16834;7534;27104;41855;28946;24076
14339;24680;17184;32139;26845;29979;47751;34126;40776;46866;9409;15428;47465;2192;9690;7864;25805;40284;10660;23478;42422;1238;38040;49394;27970;48707;29078;8485;28841;14070
18084;11872;32645;7387;9035;9029;6099;47264;9588;26109;28510;2965;4832;5830;14385;39677;4314;29564;15979;32050;25352;42358;25558;28102;5480;46260;31405;28964;10661;17133
36972;3742;47991;12046;42844;5609;46071;43932;8347;48660;41089;15350;1163;32705;49558;32202;32917;48647;11044;2688;5662;6385;12731;5548;39558;21956;39134;27414;10018;48951
35588;46932;21324;41265;5873;36468;14894;41684;8789;45323;12311;27925;18730;46432;9439;29455;35846;2859;14378;7004;1060;14900;43430;18093;16029;1139;25591;12012;11427;33229
6411;3352;45047;12353;8800;32461;44845;30083;13615;6116;24266;23957;15305;24227;41637;34842;11281;24836;14267;40649;26729;34188;7352;34324;327;8666;7006;216;17606;36464
7853;43789;2255;4488;11182;18279;42383;48825;6189;35544;33224;34694;27769;34846;15673;40572;47343;47158;18121;19649;37521;36669;43462;40837;11797;33703;1331;37371;48974;27976
31037;46204;39559;39523;7054;26803;4470;38661;42545;27833;22886;35552;23490;9333;42929;16753;30719;45546;6877;22755;102;36495;14491;38268;12061;4058;408;27333;1184;15940
17433;34531;15826;22508;19433;36903;20767;23510;8923;17176;19959;7261;41331;44636;26062;39798;22701;39120;43883;25982;27881;4837;36263;2692;5929;43002;35185;15634;16944;13065
44372;26431;35584;8706;32831;42095;14567;35848;10681;40326;10196;24930;21632;34157;42290;26109;12689;19047;12755;25490;25469;31350;10928;35455;34971;46065;30022;7975;26073;15921
30750;19906;33773;17151;12884;32342;18810;9054;16353;5006;9874;23853;42531;43847;2382;26660;12582;17765;3512;22252;39964;1613;14397;26257;44126;33758;18768;43613;33419;26256
16577;38421;27716;32425;9112;24710;21613;25778;46744;45626;35447;44422;23265;17824;13484;15536;16060;7143;2066;45205;38866;5884;28639;13576;16671;27593;7448;28643;1053;11606
5823;36868;12182;42768;32242;39712;47456;8700;16838;182;33698;39035;39673;15481;39812;3693;36463;39936;44966;36733;48209;6943;9199;30910;18255;2800;15129;46710;3708;717
35933;46944;744;36115;18480;14970;21040;45201;20157;44806;14653;27074;13798;26631;10202;15659;5904;23592;37607;22044;2657;11451;13844;29069;33810;24081;2822;2934;29439;12506
24202;46778;30340;37308;47601;35457;33081;23565;49113;16011;4302;9084;45840;24034;2567;4471;25836;36144;10936;14557;32534;17487;43427;16718;40840;20004;27174;3435;15131;531
20937;14929;41025;42724;3231;8749;437;48840;12416;31913;49391;46293;46431;15301;24205;38529;46177;42131;29852;15589;8337;14942;47093;20064;16440;32531;40333;36763;18245;44706
16618;10229;42922;43007;19119;44804;35675;28549;29765;23219;18642;10299;5679;39375;19668;25678;2352;34165;18409;30847;27247;31205;7323;43585;44313;25660;1369;42481;40915;23064
16692;35660;37100;14333;30729;7346;21959;1445;28648;40578;21244;24794;48434;41458;24171;22550;29397;319;4891;7601;48886;47176;24539;15872;12831;39059;44112;17569;25122;31895
46127;27582;22278;2763;22963;15307;42389;16288;48936;12129;35251;24143;39673;42759;45475;18701;23272;2197;19018;19297;41927;17778;29008;11837;40854;6638;3022;37091;7425;41727
35385;34184;49380;26113;3795;33837;23466;16592;46609;45298;24923;15290;42532;10538;11602;8325;10797;49473;11522;7440;40028;32601;42471;9690;47656;233;21887;46182;29584;49759
