999;6513;54;861;217;5337;3097;5832;8636;4553
7823;168;7847;6559;8477;9782;9014;9864;6290;406
4406;3832;3592;8633;1774;2453;9808;7482;2528;7275
5572;3170;7579;1358;4194;1959;6542;2573;7678;1175
2621;2675;8301;8051;5081;6522;7418;9596;798;4861
9032;6148;8381;2540;1627;729;2824;2717;5939;3775
2089;220;4895;8683;7305;9547;7108;8347;8569;1058
4312;5458;4089;3248;9758;4424;5597;2139;4338;9861
6547;6518;2251;7138;6937;9108;5305;8381;1212;6205
7739;3554;3654;6697;485;7835;5640;175;8383;4924
6066;5370;193;561;816;5236;9852;9040;2008;8289
6264;1543;5813;3096;1461;6778;3635;3697;6086;9923
8133;953;7975;209;6310;7719;4464;6286;2070;4435
3036;3782;9508;991;9856;3490;6290;5402;2228;6019
2023;3652;6353;2171;4656;5492;600;5290;3425;631
4324;2896;9882;8687;3070;3493;6673;4492;4270;1302
2797;2226;7645;783;7709;5057;7491;7254;8328;2187
4810;6939;3797;50;3300;6949;6936;2972;7893;617
333;7970;2406;7184;9979;5771;7709;99;2629;6063
6727;7893;5717;4553;6384;8733;6460;8203;7040;3211
914;3799;9350;1312;7142;5396;5407;2387;5760;3220
1456;6944;377;4073;3359;6008;9865;6030;3518;5029
792;3912;355;4451;2354;1574;7627;2541;3882;6460
6705;4320;4248;4722;8350;8554;6863;6560;6794;4805
1016;2942;6828;8473;3958;6545;5399;954;4133;8325
7334;6616;9592;1787;5139;8870;3982;5620;5753;4978
1636;6318;4881;8921;6023;55;829;3726;4059;7730
7537;8887;6308;1625;4997;9113;8166;4460;3738;6181
8578;814;3255;1405;1690;7559;9371;5762;2460;863
7509;2450;3324;9203;5247;3957;1153;4238;1413;8258
5868;7280;1751;1553;8121;2606;7194;4418;7983;907
8905;6771;2127;1983;3549;7129;6887;8875;980;207
2588;2497;805;2092;8732;6305;3591;5227;4873;6009
1321;2651;9791;898;675;4763;3671;3339;1068;7403
9940;4347;3525;7409;2984;1732;268;8473;2598;8159
4064;9464;64;8975;9879;6289;433;2995;3438;2935
5067;2764;8093;2646;9672;1542;7629;6623;7432;7033
9520;4735;8039;8324;1206;6702;7890;7234;4451;7935
6598;2220;2503;4164;203;5379;2128;9692;5384;5506
5334;2973;4220;4784;9217;1063;5224;9695;1146;7051
9291;2660;5421;6231;3435;1668;2831;3424;1882;9209
299;6435;2503;6253;9656;8784;9104;2753;4666;7553
8069;5106;3961;5439;263;7097;9509;3162;197;7150
1763;8705;4438;3637;9751;7377;4725;7071;9840;8714
9333;1815;5264;1153;4015;4328;169;3401;3102;9590
9185;2920;2150;6787;1305;5474;486;6695;7115;3511
1252;6592;8611;7907;5030;4870;6779;4610;4304;206
2261;3164;9153;9076;501;5139;3858;6574;9830;6704
9974;9564;2898;9723;4473;3640;8724;2629;6402;8173
3677;1490;1645;3807;3145;1016;6950;7540;9072;3029
736;2568;8305;1487;6673;5734;9136;1284;2085;5893
5299;63;1329;9610;9132;7196;156;703;353;9977
622;9476;8162;6728;2514;5541;8620;5849;4516;7493
2448;6731;9208;5231;7744;4908;2400;887;1445;1689
4185;5012;2140;4252;146;803;4414;8151;6204;812
5786;917;7063;2291;1187;8544;3835;3243;7204;5770
1899;6410;8643;8528;3753;8117;6907;9299;2078;3125
2166;6990;6803;629;3839;6916;9992;6037;1186;7024
3629;6190;8810;2127;3408;433;6315;5084;3496;795
8125;6971;9684;3215;2049;4732;911;6601;1876;1943
4615;8126;449;7352;658;4754;5459;4836;1791;1216
3007;9345;6459;3063;4000;6223;3072;5724;1369;8493
9380;333;2256;8927;9122;1928;8791;7405;8045;7259
3329;637;4568;5100;594;6531;7059;1222;5142;5295
4827;5508;8879;3260;6869;3349;3571;6961;9544;6836
6863;8725;3500;101;8220;6335;6331;5866;7793;4233
3596;6076;9599;5872;6911;7481;5445;8097;8248;1305
9852;2933;2408;2078;1916;3711;272;5387;7081;4627
4421;6705;8423;4023;8833;3921;4172;1192;6520;8361
2467;212;1835;7241;3695;7801;9387;6267;7679;7412
8906;1292;2714;9670;4084;4407;8302;3825;6919;8568
7116;7338;9606;3358;4326;6934;1136;4839;3484;3625
8519;3869;975;3461;1312;2545;6916;1773;3373;272
208;1064;4977;8752;7633;9319;2589;5484;7738;4347
4068;2176;1093;2493;4649;8084;6312;4788;4090;8927
6777;6165;8625;4479;1597;4856;3673;7953;750;8802
6991;4989;2987;1154;9336;2654;844;528;5740;4771
391;4885;7482;5807;2532;1231;5096;7424;3978;6460
3518;1468;5030;7223;1147;4947;9905;1676;1572;9399
3884;3950;422;1807;7038;6817;7324;156;9838;3277
1276;8197;855;4988;6713;8825;5694;3171;4378;1652
2200;4474;880;3281;6707;9445;4223;6950;1588;6748
3661;2492;3850;1651;7256;3176;6485;4894;2491;5139
440;6938;1741;1130;5667;652;3793;4227;7983;5693
9908;1844;9690;6189;9182;2709;394;9530;6570;8371
8192;8517;607;5667;6072;8854;3152;4934;4808;6010
2697;27;5733;5741;9958;4292;5214;1732;5781;9579
5948;5053;915;2650;4808;8820;7071;481;6255;8381
109;3671;950;9860;8059;3468;7629;4749;1100;5132
723;7126;7445;9052;9728;21;1960;2610;8137;666
3073;871;9715;3647;3963;4769;3182;9386;9530;7001
9294;5658;2321;9797;6714;557;492;4470;2495;6478
2079;8468;6366;2232;8122;1999;712;316;8284;8631
5915;3879;3060;7156;7513;3333;6424;8941;6638;75
1292;1812;6253;2665;8327;8499;6538;8182;9937;6838
8240;6459;5360;5217;9125;3609;3970;5545;8645;4648
2910;9673;4452;1559;2268;7614;7549;7589;6638;1376
173;7913;4529;1117;3771;4855;891;1309;346;6971
4004;8360;1577;5892;5855;7701;7756;1577;9503;5712
1165;4569;4542;3135;3970;1121;4288;8653;8839;4055
7794;561;3878;6469;4835;411;6760;5193;7151;214
2648;7782;6866;6275;8321;5447;7235;3915;291;7100
128;2983;9741;4072;877;1847;9827;1669;919;9824
165;8768;1293;6941;5394;7836;3532;4644;621;2674
7190;4971;2779;2902;7581;2326;943;5009;298;6387
6356;1996;2333;6347;3733;4203;4940;6797;3542;6263
834;9143;7096;402;8287;35;6083;7958;4404;5322
6348;7670;6696;225;894;7409;2322;2460;5233;7970
4576;7589;5658;5295;9751;885;8282;3462;3795;7926
2247;9095;7484;4773;7519;4294;1015;2763;5461;1675
4200;3363;3005;5965;1522;4257;3303;8270;7883;8844
7874;2793;5849;237;6647;3165;8427;5151;7146;1723
2985;934;4587;4226;1032;6177;6345;8629;4114;1985
59;4901;5218;1878;4481;1051;1249;6138;3106;3095
5534;6260;2320;8018;5274;9693;5729;6203;6730;2090
7589;1429;2463;2612;9324;9198;3235;9555;3523;6324
6281;8739;1079;3584;8857;8444;4342;6154;6608;8974
9711;2637;1417;7768;4331;4647;5773;2215;255;8050
7235;6441;7226;5998;4495;566;731;3127;4818;8644
9358;4382;1414;2512;6006;6840;4496;7702;8113;8284
3439;9038;188;6133;5898;5172;2722;350;5401;9840
1643;3266;6895;9509;6846;9368;109;1640;5573;5136
1036;1469;7078;1574;7166;4402;3956;2648;7140;9778
8850;6997;5389;2331;4291;5890;3796;3562;985;2819
5145;8335;623;3026;7308;6092;2290;2955;1418;4910
2538;4304;6605;3778;9295;6114;3177;307;1356;3778
4428;1186;3223;2304;3057;2056;3462;7268;9011;7949
7007;1294;1948;1076;1307;7633;4097;7530;8989;113
1066;2432;2668;5414;5577;9236;9281;8549;1788;6297
5672;5140;7957;4596;6747;7967;6381;6254;3509;26
5925;476;6510;4762;3576;8094;8653;1989;5309;4939
134;9541;1099;9176;944;3668;4708;7649;8553;8977
8598;4226;3602;4222;8344;3228;9035;8218;3418;7872
6328;7064;9953;3197;1911;6326;3459;9041;6903;4452
2104;4650;2994;383;7624;4613;7526;5734;7456;2119
3575;2935;2479;5276;7349;7664;3964;4268;7393;7276
1024;1409;8241;3233;5068;9616;1988;1381;8644;8939
66;4267;7206;5650;2572;9358;8878;4359;1067;7325
8697;7461;5872;8694;1895;3847;6541;8719;5043;641
7891;7476;5498;3359;5866;5634;9467;9426;7211;8383
9077;6130;7875;4615;6786;9349;6434;2075;5037;3700
3998;555;8357;7851;7570;4944;2030;9372;2583;2655
1734;773;8421;9475;592;3600;5439;977;6632;7812
1672;9768;3946;2928;3448;7651;7326;6077;870;3184
8776;4817;3525;6223;1734;786;2693;1547;5168;4198
6953;9493;2449;1502;8619;5824;7011;3175;2639;6071
7892;2947;4580;3090;502;6462;16;9650;9515;2934
3980;5194;1671;6158;3851;9437;3453;2581;6001;3046
4160;2237;6412;9956;719;3896;9078;9767;3811;2145
2335;8761;6926;5969;8389;1671;8933;9230;5192;612
9182;7131;8672;8552;5869;8727;733;9668;8844;3366
8149;7110;3506;111;2625;9912;8038;2933;8157;8087
9637;5041;1573;9116;2009;1058;1887;6112;8800;4426
3654;6751;2990;2307;3881;9850;6871;4592;1827;4066
1672;9975;1564;4909;1025;359;1941;1936;9603;5137
5631;8777;5374;1310;3794;1014;2171;5532;9753;3314
4516;6794;7510;7309;7583;4525;4913;5821;683;31
517;1163;2692;3013;8753;2692;7141;1584;8418;6172
6921;7635;8737;1948;9144;5075;284;9555;3613;8870
4388;4940;560;156;6834;2812;5318;5352;2493;1881
6567;6747;2732;354;393;4486;9927;3197;4800;6805
7466;2868;3523;8108;6865;9786;3320;3133;8155;6991
9773;4234;4702;6267;8114;9343;7942;8942;2550;3257
1885;3038;1223;9739;4168;4186;8745;6161;1954;142
5703;1110;7139;3020;4740;770;2830;8765;7762;7355
189;2006;9863;8792;8634;2828;5044;6080;4921;3513
5839;4709;4380;5202;5592;7340;7762;508;6140;7116
3353;33;3846;3554;9401;412;1978;1660;4864;9839
7174;5531;7490;1582;2146;219;5658;3295;839;173
2527;407;3651;2707;8853;5608;7008;7540;1605;8464
2386;574;9817;2179;3978;2267;4433;230;2516;2761
3030;3342;295;388;4824;5974;2722;7246;8987;6318
7325;6260;3912;3579;4422;7201;9704;3712;7457;168
8508;6320;4634;3223;5516;655;9352;5624;9966;1665
3039;6811;9617;9486;169;3353;9051;9305;5212;7357
8424;2579;7442;1346;7903;6941;9119;355;2650;1633
142;384;4024;6476;6325;8035;9345;7639;3407;7480
5480;1902;3311;1958;2851;4948;8372;4393;381;8258
5807;9014;7208;3353;6006;6641;586;3884;2649;8566
1593;3849;3221;7779;350;2158;7977;7949;4351;6845
4233;9471;4723;1842;791;242;8788;4465;8865;2023
3174;3851;8585;8358;1322;4952;8315;5132;6468;5841
7828;1839;6564;7264;2872;9854;4565;674;4862;9481
9171;1120;9073;8436;466;6290;4533;108;3462;1141
7918;120;256;1710;4309;809;639;653;3897;9439
6049;8249;3714;2318;1001;8700;1653;4817;7369;8889
4112;3104;5440;4435;6936;6791;8821;3178;815;2077
8218;6716;4758;8418;130;7479;5434;8331;2622;9734
227;7811;156;2980;6427;1764;3590;3946;5985;141
3149;8347;5675;7810;167;19;1317;2048;689;4521
6662;9590;1885;6453;649;9365;3759;8336;930;8664
8200;9011;1878;5299;1851;9832;9443;3430;3742;3196
8909;142;6147;5688;595;2830;5567;1148;9847;1031
9295;4402;2545;7523;3745;7213;2316;7524;2380;1468
5346;504;7040;8334;4247;2829;9608;6329;7106;2806
8320;8171;3560;22;6669;1462;7116;774;7033;1622
6874;2369;3266;9593;1158;6372;4371;6419;8918;3502
6765;7625;8791;9466;4322;9257;1688;2546;8201;6934
8634;629;5039;330;7941;9783;189;8987;2025;4952
1886;8556;3636;3620;2048;4056;3448;2093;94;4767
7243;6684;4906;33;4151;7688;9107;1982;7028;3362
5412;3488;8710;2103;5117;9340;190;4053;2644;3579
8201;1275;7256;935;5551;2237;6460;2778;7235;7212
8281;4244;2617;8490;6080;6645;2137;4484;3146;3249
8435;1091;5941;1785;5586;4864;2439;5215;4436;9809
5249;3423;2574;5668;6214;2636;6345;9319;8202;1616
8127;8282;7138;852;3390;4912;3195;9812;8526;8491
4787;3421;6092;9546;7269;7424;8217;9440;6310;4048
8292;8929;5067;7092;9746;5917;5618;6484;4024;7938
4024;3711;3893;5507;9565;911;281;1417;8720;9488
1929;8699;6359;2346;583;9234;3729;3877;4122;5685
816;9912;387;4098;1297;4060;1038;9015;920;8671
5339;9686;6479;7306;6258;8047;4272;1590;6781;3592
6276;2811;155;4122;1284;1503;6546;9216;5831;9811
3189;4809;6349;8923;6350;5924;2383;1315;377;7398
5351;479;7067;4931;9089;4938;9110;5422;6735;2872
2590;1446;307;5820;3777;1418;1668;1795;9351;2857
6332;3997;7538;2386;9090;653;5422;3799;1289;5654
5787;4935;7682;1729;553;7725;8396;337;1876;6068
1413;5412;4623;1999;2110;820;8727;3518;3520;4563
2383;5602;882;8935;9301;9814;5136;773;4469;2853
9191;4883;961;625;8852;2770;7663;5329;8709;6624
4592;3562;9392;8761;9572;6135;7131;946;9653;36
7722;8807;3249;1875;679;1816;8171;7765;7236;1651
4045;140;3510;109;4222;8257;2356;2682;6250;9301
780;6366;3177;6135;8658;9579;8936;9443;7707;276
458;422;5496;2276;2923;697;940;5104;479;307
71;2683;1202;2363;2292;806;1537;3908;5758;5307
7909;1483;1826;1350;4164;7452;256;9449;5462;9031
5812;9915;2522;2745;4844;5817;84;3902;7754;5757
1984;2342;8502;8723;8744;1874;2045;8018;36;2858
7400;1679;1277;2855;2665;2443;9227;2506;4400;8587
3125;4852;2896;784;4723;7102;7293;2303;5474;201
2511;7744;8008;5121;3787;3893;8054;5323;3119;8474
2602;4758;4858;377;3646;7173;5182;1895;684;7965
5792;4933;2681;1181;2839;6125;3423;2729;1487;4845
9235;3977;4689;5202;2939;1111;5608;4198;4164;7638
5295;572;3255;9399;5614;378;601;3529;8605;7262
3713;1216;8190;1801;7932;1083;4728;1068;4410;8469
1807;7583;1091;6181;6377;6525;9436;9766;5647;992
6509;283;9405;3407;6065;400;3270;70;3406;3854
2000;6221;5773;7076;1199;846;6082;3903;2636;1800
318;361;838;848;323;5299;4160;8760;5114;2100
1479;2538;3455;6688;3622;6408;2111;4938;7427;4026
9980;2460;8664;8236;1812;8806;6479;503;6496;961
4212;3598;3599;8982;271;338;1016;9996;2662;4100
8744;8794;1378;2224;9327;759;4121;2653;2283;1504
1615;9928;25;2781;1483;6400;7871;9129;8965;5557
8180;6618;5251;5822;9256;4938;6078;7046;4757;1553
4862;6239;7865;8965;7607;5813;4085;4729;8245;5377
4597;518;739;3695;3259;1907;3265;6303;6358;2439
9632;6437;2232;1089;4073;42;5583;6754;6242;575
7499;4078;1225;2889;8632;7905;3428;7556;7148;2164
6306;1591;353;9966;6679;6732;2487;4650;9791;245
4388;7257;8176;890;5509;7508;1241;9340;2948;7559
7385;9723;4932;1186;9633;5653;7335;8023;3700;8260
690;4923;7383;792;3414;2244;2106;4743;7176;1579
2869;9438;4137;9315;7896;5334;7985;2995;6765;5662
4077;4083;9734;7223;1638;9689;2568;5746;6010;5152
1503;5314;1194;8044;4733;2027;9255;5989;2735;311
7057;5247;6228;6270;455;6995;7721;6517;7125;1915
8743;6500;8015;4589;6892;7382;2714;2346;4210;397
2501;9516;2450;4312;1037;9324;5263;30;3787;7306
768;9407;9200;2209;5808;246;9659;7261;7449;3645
1189;7192;9487;6920;9083;7967;5902;2313;7236;8580
789;9587;5945;1446;2478;6148;8939;4517;497;2064
2202;7126;6630;6264;4648;5055;275;9319;658;175
2607;5626;7271;4162;2228;1205;543;9215;9908;9341
9102;9073;9790;2732;6030;7253;3327;6402;3172;7755
6313;784;5855;8223;6584;4369;6563;4295;1232;5598
6869;4573;8744;3978;4163;7221;1200;5866;8024;496
733;1404;8342;2862;4407;890;7759;7268;1150;4609
1712;3341;1698;700;2166;5394;3547;2493;2641;4241
570;4065;1101;2429;4416;3762;998;8316;6531;8158
9403;2149;5646;4605;4124;4015;3889;5977;246;3459
4459;491;4590;5117;2648;7305;5364;7156;980;6036
9519;6039;1951;3623;8051;8648;1651;2071;4951;7207
288;208;580;4936;8320;9972;8267;1055;5052;1086
5018;3474;52;7656;7425;2248;7949;4391;9652;6321
2287;4185;9473;62;113;7217;9464;5786;5418;2371
458;2115;531;1764;5491;2;2773;8417;9657;5566
6145;4038;1786;4057;3709;4301;7375;7066;2592;3076
9675;4901;6082;3790;9014;650;7088;9071;3044;212
2277;5936;9167;6821;5659;8671;3369;7678;2879;9074
5354;9504;9619;8537;519;4403;522;7875;8440;668
8459;263;991;4607;4282;8160;2015;6469;7464;9425
489;2126;9424;8504;6265;4076;2475;3167;6126;2406
9297;2631;1474;4129;2172;4494;7582;1251;8761;8753
3893;8346;6822;7244;984;9501;1883;5164;9549;6949
4118;2972;1882;6801;4347;4320;3724;4317;5296;3721
4338;1020;8908;6472;3834;4181;926;2163;2116;7658
2692;3481;2974;1590;9599;4721;6699;9524;7490;9900
7588;3096;1376;7837;3995;2617;1959;3362;3863;4040
4630;4779;9849;9089;7135;5128;8018;9580;648;4459
3563;1318;9651;6478;6980;9762;145;4662;3066;2601
1011;9944;3889;8338;5601;5085;2955;477;1713;7232
1521;4958;5253;8415;8798;5899;9752;1158;1164;6069
2727;7659;1973;272;773;3715;435;8944;3833;3319
6236;9731;1797;7060;5416;6313;9469;9278;3653;7450
7569;9667;5440;5520;1532;9002;8511;8709;6323;3744
6730;3755;3255;9392;1630;8884;5812;6217;7941;4104
3279;581;5520;2272;1373;4709;3258;1788;5954;4830
8330;6754;3182;9275;2407;373;177;1460;4221;1122
3501;4942;3365;5282;6342;9370;5486;7113;6925;3097
549;9930;4754;7750;3701;4565;5442;778;1674;4999
6201;6037;8436;7918;8269;200;4749;4999;388;1637
9218;9339;9592;5735;4325;4735;5982;3271;9258;9977
1848;3713;633;1044;8124;3088;2711;3315;666;9892
5205;6564;4865;7683;3553;7909;6151;6739;828;3584
4352;7185;4986;1262;929;7121;9900;7959;1224;8741
8784;4692;9061;478;4803;4995;9119;6525;4256;5121
6037;5528;5306;4935;3127;9160;9708;1813;6059;5132
6344;534;9269;1802;345;2881;6853;8642;8240;4569
201;824;5158;7410;8771;9043;3640;5413;1997;3948
314;3076;6068;2788;8313;18;493;2279;9873;2087
6455;2873;2165;3720;9526;7210;3357;4068;9111;7574
8705;4167;8120;9487;1674;8051;7713;459;9886;697
194;5908;4793;8205;7841;3835;9388;3751;1500;4776
9701;1844;4146;6515;3083;4976;2191;5816;4791;4700
1523;4662;5905;5924;126;179;1948;8966;3887;8386
8500;7203;3840;8981;7116;9530;8419;5939;7363;717
4457;3345;9683;100;9667;1667;1034;2843;7364;4713
9706;3721;1593;3649;9202;2697;1784;2825;5655;1119
5129;5178;1737;9709;8430;6956;4456;1104;3531;6503
6914;9700;6595;1765;4211;617;4474;6881;9242;6729
2843;1304;2071;6890;8768;8121;2088;7821;7509;9415
9009;9567;9070;6114;2450;1081;4305;8088;3659;3851
5552;6400;4463;8883;2833;571;5118;1698;7732;2841
4197;2703;1382;3715;9850;8233;174;1568;5763;7445
393;6509;2783;5059;2865;834;6752;1119;800;5777
68;9099;3594;7497;3310;8078;3430;7293;2000;7108
3563;1128;4192;2758;4970;4806;8886;7667;8083;7038
9165;5772;8677;6918;591;3358;765;2008;2776;9780
7207;5141;5919;8646;5067;6165;1923;5745;7967;4603
30;4773;4298;6238;8613;6225;8485;593;2260;2426
6383;9008;6400;1344;2108;2903;7858;2197;6769;6208
4140;5807;8194;5516;6819;7661;5621;5182;33;4994
1187;5056;9793;8533;9831;2428;7602;8837;976;4530
4396;2056;7072;7205;1687;2854;4319;2925;1865;798
8984;5532;6640;3929;3756;969;2052;2507;8554;7086
2034;7341;7484;2849;9260;8195;7844;3651;3872;865
8907;76;8329;2056;6433;6609;7914;8874;7436;7734
8163;6605;6620;2225;8132;8894;9372;2011;6741;7390
9567;9434;543;553;3156;2616;2444;2194;3181;3707
8099;4095;4242;2353;8625;4799;794;6908;2630;3525
7501;9788;816;5788;607;8333;7603;3552;2387;8216
1826;7460;2700;5855;3455;8341;3999;7988;4315;1017
2362;3847;7035;5884;4283;5837;6561;8873;7799;4036
1538;229;3320;5909;668;3567;4735;9043;3569;8457
6474;8509;1222;6455;8563;8370;7185;4426;2590;8787
9381;4695;1564;333;50;3107;2652;6859;1031;4989
852;3974;8583;3475;2014;5683;6895;9306;5440;7105
7379;6230;1800;9356;4639;6307;6191;105;1616;9517
5132;9003;6212;7777;7683;196;6011;7551;7151;9997
8400;3279;4197;8392;4084;3381;8773;6434;4140;2545
6823;3277;6616;9617;5658;1170;5527;337;8533;8102
5150;8324;7750;3215;965;4752;7320;4776;6644;6443
6697;8116;8630;3585;9367;855;2754;4407;2044;2367
6354;7784;4874;6306;3257;8763;4685;5688;9108;3286
8900;7214;8310;4536;9319;8901;2480;5825;5626;9782
3509;9652;7168;5086;690;279;1616;1939;2133;4382
4465;8944;6479;3648;1431;4376;1341;2869;8400;1692
1258;5428;1943;532;7107;9972;6790;9229;5409;5313
608;1653;2379;8599;3276;4458;6413;7116;200;4952
1357;3603;1923;9236;7093;9832;3200;2050;1352;9818
9550;2091;6199;9315;8345;346;6851;1037;4765;9719
6512;5364;8360;4044;4863;2868;5619;4699;9706;5431
9639;5801;8921;6789;5481;1473;8076;7382;2410;6716
872;8480;5777;9274;9104;1410;5079;3755;5525;8172
8543;362;1904;6216;3420;1278;914;4900;9870;8748
3747;7230;4821;3191;1289;1261;1510;2132;896;9150
7317;518;3284;7023;8564;9897;1391;5980;9400;6454
7186;9282;8422;4841;5658;2739;3196;1194;3967;9430
886;750;4075;5705;506;712;6887;9522;1866;1362
1280;5818;4330;7507;44;509;6350;8899;4618;862
6570;5978;7100;7213;7558;8155;3013;2165;8130;6854
7432;8306;4056;7766;1422;5599;8460;5986;3979;9329
7885;5753;6988;89;8789;9032;487;228;1714;9701
2424;4025;5438;8038;194;4559;6997;531;8593;3395
1597;7330;5489;7658;6708;6726;1851;3074;5872;9981
933;6074;8329;8150;5894;6904;5693;6674;5232;2655
4098;7621;5266;4967;6173;7704;6384;7777;7464;8857
2242;1262;3594;1490;8487;7907;2262;9725;3366;9658
9542;3573;9454;4521;4210;384;8996;3604;3799;597
8419;6940;2994;4584;2992;5157;1001;6719;5154;9272
5136;1668;617;4213;6865;4083;879;9504;9150;8641
9733;2644;425;2502;9409;3189;3049;5924;6539;6270
9778;3060;3872;5594;842;736;7159;2425;1561;883
7851;516;1353;7516;9302;9144;1438;9841;18;6469
3937;1741;126;4518;4609;12;7611;4409;7317;4293
6266;6101;3370;8591;9938;5978;6547;8713;5955;3931
2169;1125;5507;6697;3155;2127;8795;9361;298;3939
9534;3251;9441;4385;8596;92;1123;100;6285;5714
3719;5576;6734;2349;4503;5171;3588;3692;4006;5550
409;6279;7473;4359;2189;9763;2700;5143;6774;468
3430;4322;8872;6282;6257;6935;302;1497;1754;1258
8712;847;3157;5656;2805;3090;8383;4613;8436;2104
4778;524;2696;8958;7378;3565;5865;4668;180;2806
9727;7286;9590;5844;8953;2995;6658;2784;2373;1909
1148;2209;6731;9202;9059;1034;9011;7053;7582;7371
1576;266;4755;3786;6409;7435;9018;4518;996;6045
7598;1138;9283;1834;7204;484;1696;8961;510;9113
2281;8097;4003;2647;1537;5763;1959;5960;8718;5400
4215;2433;3167;447;1782;4717;4458;3674;7835;9517
3869;3732;9639;5711;9134;2677;4862;1892;5997;3609
625;7258;6589;5651;6231;7679;496;9391;4664;9075
1968;6574;6257;9094;7555;7949;5116;2632;5271;756
436;1175;7275;7292;8553;696;3622;1552;1796;3132
2873;7421;5337;1899;6326;3906;5304;8439;8436;9276
3098;4794;8171;3847;1407;1856;2893;4095;7054;3271
5573;1523;9364;9032;5229;3366;6978;7107;66;1982
6503;7281;5707;7588;4309;4675;9176;7404;2616;2593
592;9998;7565;9947;2417;7697;1076;2385;9692;7100
9228;2079;4378;8963;5025;7584;6911;1655;1304;3866
2408;6496;9614;709;273;6914;8372;2754;7954;4641
7092;3196;2557;9925;8882;6964;3203;6019;2147;6587
6342;1910;4135;4660;7532;97;2457;7049;5351;6428
2231;4333;5536;9623;2523;1071;9922;9822;7067;9799
867;1265;8928;7179;7888;6671;9437;1464;7007;1633
5979;1120;8935;7189;4816;961;4504;9323;2402;9440
1888;8238;7171;1322;5813;9088;2534;4282;3157;24
9984;2030;9627;5190;9410;234;6095;6650;9521;8647
5610;792;3179;8895;2178;7117;3732;6923;4191;3080
5028;9707;4150;9501;372;9456;3494;1882;2153;4516
400;5128;8002;1368;6157;6188;4274;7120;4964;8129
8187;4901;9430;8557;6958;6028;688;7979;3200;9364
6244;9708;5266;5408;3206;1371;4414;7943;2179;8622
8663;6326;3361;9875;9905;2769;2849;8642;7500;9297
1994;1583;4590;365;5780;9162;3066;8769;2297;3448
1717;2949;598;9142;6549;8219;5966;471;5487;4578
3531;2032;9353;4511;1466;6699;3121;4029;2357;9137
9884;7493;5084;8293;1517;5298;9601;7456;8544;3161
7194;4514;8150;1818;2391;9716;9384;3671;9983;1703
5086;9860;2011;7819;2419;241;2432;5675;8563;8473
7166;9276;7330;4006;8318;1686;9909;6678;9979;6225
4459;4531;4836;4706;3084;1442;9072;9837;9971;4941
7286;3546;8637;8541;3326;8148;1468;3232;8719;9305
8372;277;2849;3608;1871;2821;3544;2395;6566;9719
5899;975;5889;6418;7650;1137;7656;1301;9190;5663
7544;8832;4940;21;9166;7757;8592;7484;7219;754
4732;7795;4822;9044;6950;4346;5502;9515;237;9627
5869;6312;3309;7181;2994;8958;1533;9965;384;1577
7757;3831;2723;1650;876;1811;1683;9977;708;5481
6913;8305;5229;2836;2940;4003;9837;7581;4865;7057
3162;5055;5512;4941;3777;8025;2480;5855;9452;8377
6095;4203;9079;7558;467;9368;3303;8006;1648;4655
6145;3509;4222;2020;9227;2830;805;8528;6660;6260
5600;5902;1251;5603;4205;3668;1405;912;2106;4731
