6225;2112;3965;8657;2317;6017;4689;3482;6676
4813;7912;7514;7497;1475;142;3599;3884;8357
8553;4539;6817;8536;8189;2196;8153;9143;4402
7533;6360;5312;8710;5426;1459;4042;342;7467
9932;6556;150;3351;4607;3886;4530;6778;2394
154;8844;6227;6740;8162;9975;4245;5993;7919
5605;332;5527;9688;5580;4876;9812;7011;5283
7155;7922;9703;849;2569;10000;6951;3212;1297
8002;9555;7613;5006;9168;5979;6332;1563;1688
219;9561;436;6927;5020;2615;3268;2269;4273
6647;1708;1893;651;765;5131;7987;6042;7668
989;7687;9479;9155;5447;4649;4682;210;4137
5153;3644;5595;1434;7441;8060;2689;8709;2429
5345;6782;4936;7538;1856;7915;7929;6925;5572
5817;2991;119;9982;6001;4629;121;7437;2794
954;427;6686;3185;4865;7005;8338;9036;452
7223;7815;8915;1129;7950;1895;1025;8129;1468
4909;3698;3679;2993;2459;9780;3664;3863;3963
9136;78;8926;8258;3671;9607;8187;897;3472
2283;7296;7884;1277;8575;5612;4485;9717;6887
9038;3619;9934;1383;2750;3260;789;7788;4128
4618;2929;7045;599;9543;7603;2927;9653;1597
8763;1003;5378;7637;4699;9408;1858;4602;8018
7503;2262;149;9303;231;2461;5743;4421;5923
2743;2465;9427;4159;9687;4835;7243;9570;2740
319;3200;2761;5737;8186;1658;3887;891;233
1878;6985;1039;9314;1328;2406;6714;3605;3955
9080;5804;1314;369;8810;7983;8012;8207;4599
9965;5192;8426;4974;3302;6492;8640;7847;7945
5504;2072;3485;6740;4369;3756;6886;6079;5175
4935;9055;6642;8133;8422;2602;8478;8621;6232
7149;2740;2486;5187;7787;5365;1799;3802;4050
2202;7998;2564;3934;6715;3141;5848;9917;3766
2832;3683;371;9165;4513;2375;5081;7614;7529
8768;1892;3342;1976;5421;6405;8356;5437;8623
1538;6708;6995;3125;9159;7596;6737;558;5767
7271;8682;5163;1299;209;8306;4500;1928;5855
2427;9186;3503;5804;2817;8249;7670;6857;9337
6957;6192;9610;1185;9227;3424;2247;7614;9628
2034;4664;1791;1146;3499;2754;3713;1205;7762
4481;7749;6483;5328;325;2632;8665;7180;4811
5968;5133;2693;1486;296;9116;2990;2260;3888
2064;5638;233;1515;8462;7278;7938;4526;5657
8852;3997;5909;5555;4159;3880;2591;556;2453
9154;72;5510;9948;7217;2143;5363;9770;7521
5120;4765;9393;9215;2420;3155;483;3251;3468
1333;5768;7982;6953;686;6191;5891;5733;9193
4392;5051;759;6678;3342;1973;1716;324;5602
4795;2783;6938;6908;3374;7705;1099;89;2441
9261;9790;845;1585;6074;5753;7253;7996;4865
4684;9196;954;2524;4941;2512;484;7404;5676
1609;4272;8234;7680;6536;1193;2935;304;2515
3058;9294;8549;175;3515;3541;8284;2796;970
4713;2297;7099;7374;3086;2478;7150;4631;2401
5465;6905;9513;2906;3572;2516;5478;1055;6863
6367;6501;3073;2775;3527;7583;8214;6173;8019
6903;7355;5409;1454;3342;6300;6149;6459;1994
5018;8362;9496;4543;1001;4918;4085;7354;5951
3749;4145;9286;6301;8791;687;8380;681;9381
6211;9344;7219;2837;208;1103;5578;1213;5557
9247;6409;5109;3440;9270;2051;3364;2447;1200
7126;4306;817;9834;3786;7881;214;9860;2665
5225;9694;9572;6577;5327;9673;5015;1639;5325
1143;2457;6461;5867;8858;6037;1994;3358;7136
7246;1089;871;7728;6350;6550;2444;2793;9434
5125;4574;2986;6717;1662;5806;1832;6540;8048
4463;850;7254;6060;2342;6321;4876;5280;795
7312;9486;6116;2265;3109;2477;9557;1209;2682
154;7328;255;2463;4235;5503;2465;2316;5097
8188;9596;9460;6789;504;3748;284;5881;1172
8566;8501;5006;5107;6279;6294;5093;7593;2408
9204;5982;493;5859;6428;7829;7838;3351;268
9826;6767;8555;6253;9189;330;911;7992;3514
8353;4835;5851;901;4487;7771;861;3505;3129
8857;7637;8153;2027;854;7221;958;1668;225
5556;2210;7889;5363;8942;4761;8518;1763;7213
9222;3179;5869;8863;4782;1448;2773;4815;888
5592;8791;1868;2384;4961;5561;8449;3323;2596
9842;3899;3181;8702;802;7539;7968;5369;8741
4919;959;7303;3983;3791;4918;6930;9082;201
6769;6609;2235;1541;4303;7269;4558;1634;4118
6524;1560;2230;1006;9071;8253;2777;746;9070
1670;3464;7346;7274;75;5067;7899;3205;3198
8903;6286;4872;1874;4326;4095;549;4540;5017
6422;2075;1614;6607;6998;9552;3506;2753;5011
9155;9912;8696;3766;2955;1437;1745;5510;699
7064;281;5150;2296;8423;1903;8267;6654;3879
7406;1032;9053;2564;1845;5064;6357;1330;97
4325;8612;4347;6135;4030;7786;8228;2656;2078
8011;4215;1512;569;9223;717;1931;8977;9817
7613;1981;2987;6854;4238;4628;505;9468;1540
6930;6229;811;5745;6324;2661;2932;1670;3016
3389;1109;7834;2962;3372;4275;8317;6420;1156
3290;7347;4736;8292;3258;1845;4962;9436;8600
8990;13;366;8345;590;5212;4306;680;6976
5996;4963;4736;6983;3567;9577;6127;5517;7014
6150;9249;3280;7925;255;5025;5101;6237;4718
8472;2240;671;4007;9042;6517;3014;7473;7516
3138;5154;8861;3298;6765;2772;5526;1785;273
2479;6465;904;4788;2963;4457;2837;760;6062
2909;3672;6054;8847;3433;2599;1961;6023;1764
3211;6748;1430;5957;1996;1115;4974;8317;4696
9142;9175;6174;375;9863;7679;3615;8826;9351
6931;2659;3796;2458;1673;9519;3907;2480;923
1715;6876;3416;7840;5045;6966;2323;9445;9364
1184;9684;4631;4808;7495;7500;1690;6851;6173
3067;7052;1213;2436;8798;299;7169;6121;9376
2875;1519;2153;6993;3294;3972;2834;5841;6033
7643;2431;7498;1195;8822;4719;227;3229;2571
3426;4995;5953;3100;5441;2233;3607;328;3651
1958;1474;997;9932;9812;9423;3293;3661;2584
5277;9703;4733;3667;8156;2063;4990;8657;4244
463;3956;2801;5861;5777;5589;4872;9745;8958
7977;78;2387;2455;9049;3227;1767;6240;2488
9699;9561;2780;948;5937;5494;4957;2826;7571
1169;4101;2123;2310;8145;5217;458;255;4182
2508;2821;4033;2789;2219;3837;4897;8151;9868
3391;633;4710;9477;5740;1687;7352;1960;122
9044;920;1254;2654;2150;1857;9995;4917;1623
9553;506;2499;3037;4691;3451;5036;999;6398
6647;7930;4026;9649;4184;5595;2209;9963;6723
3609;5332;3983;4127;7900;5012;3122;8051;6210
4229;3100;8121;4555;6511;4475;3982;9585;9702
806;7006;1578;4710;4328;7872;9368;2221;8046
9756;5683;6458;206;7491;8341;1149;6196;1916
3654;3733;8463;5818;8948;5031;1413;2734;7150
5241;6155;1077;1024;462;7847;789;2013;4697
9572;4834;4347;5442;5967;6448;9232;4696;3189
1280;3693;8761;8644;8278;1453;6495;8062;8500
9363;4517;9870;3705;1138;561;3463;2009;9273
433;1721;3479;464;4018;3411;7630;5457;3165
4222;7831;2273;8692;6746;5749;7845;7558;930
4071;689;8711;4689;2150;7586;4532;3048;4408
6151;3673;763;6319;9496;2992;6197;6538;9849
9152;2712;2831;5091;4496;6594;7364;6120;2486
6519;843;3637;1815;8723;305;7039;7650;5996
6737;2470;232;6404;1268;8718;8594;7583;7061
4287;4032;2627;7038;5081;781;9559;4042;7116
5810;8947;3576;4202;9597;5958;3400;8130;8558
1093;6534;3272;1644;1541;4235;8617;7493;1301
8649;7089;601;6401;4126;1729;9577;978;1392
1344;9982;651;4668;1026;5351;225;7170;2709
6569;452;8857;6857;4587;9864;5170;3488;8561
1323;9550;9336;6068;3306;9245;2829;5684;6840
6925;4090;4106;4869;2499;1044;4402;7547;1876
3203;6599;4330;9780;2798;1352;8082;5118;8877
215;7088;7734;8193;3648;9769;8740;1072;3460
8685;5571;2579;842;2504;944;9934;3356;5908
5924;8935;8953;1510;6845;5958;2231;1086;1890
7733;964;2151;2992;5562;2636;1629;6333;4162
1120;2999;2824;1737;3459;5011;7400;9937;6177
2718;8759;9459;4986;9068;8367;2489;150;5655
8598;7107;3796;6748;5544;6553;640;7196;571
8438;9510;1906;287;8449;3956;813;3911;558
8843;1315;9419;2997;1536;4612;1201;1704;3345
1672;7915;5266;9174;4189;7492;6278;7393;2801
8739;2672;1949;2588;9388;6523;3890;2399;1287
6244;4738;6831;791;6767;6934;4907;4984;1012
7133;6483;7835;4817;3048;5340;36;9105;4641
2213;5891;3090;2211;7626;2299;3288;7901;477
859;7617;110;4357;7552;669;7394;8743;9425
4057;962;2689;2532;6852;6655;837;5213;2977
4622;5416;9604;6021;5564;9333;9184;200;1910
4887;1127;5277;7994;1494;2656;6967;6119;7005
2945;3059;713;339;7111;6562;5854;5443;4368
669;7699;938;871;1750;9093;1436;7267;1125
2216;223;4552;976;1745;4344;625;6103;9384
7226;8120;8837;4659;9328;5845;7442;4483;866
5491;7445;8770;1297;9812;7923;6562;1679;5220
9330;5071;7851;7379;3560;1984;4621;3901;2528
1617;3022;9860;2537;2137;3882;8369;2337;6981
7249;390;7417;3757;3424;7792;7734;6463;8398
2521;4784;716;2028;3669;2078;6618;6283;7527
8956;465;7734;2937;1628;2427;1284;8807;6810
7721;5568;1445;6652;9719;9851;5505;3315;9196
3375;1353;5437;5012;1856;2244;7148;2294;3602
5276;5765;2571;4082;5430;5908;3893;3116;9613
436;4937;5988;5561;1690;3800;330;1516;8056
2576;5420;9047;985;528;7455;1437;2463;8964
2403;6129;9804;5218;6311;4640;7588;795;1540
7049;5131;2185;2135;9626;3681;5969;2995;3076
6578;5009;2571;2012;2734;9235;9119;5148;4632
92;6947;3620;7242;5424;366;209;7439;6092
13;8444;8840;9088;8007;6908;9594;9414;340
927;8678;4988;2486;2653;454;2744;4627;9628
5443;3829;5594;8294;3926;4094;3025;8977;5799
368;2066;3048;96;9102;3806;3784;4751;2957
6410;2829;4095;9044;2710;3134;957;7351;1150
2670;7932;3437;8280;4878;9312;8257;7460;1778
8624;6055;2100;5030;6833;4777;7055;7974;2302
365;842;8269;91;9742;8784;4215;595;12
1760;9087;4009;2210;2124;3305;8660;6177;5131
2009;9202;1207;5680;5173;4231;1228;6050;5889
8418;7155;4607;417;2220;5329;4848;346;927
2553;5693;2109;7685;2600;9747;1816;1245;245
995;9642;6454;9726;5320;954;5586;9064;9232
7129;9812;8076;5738;1849;9651;2757;8271;5786
1942;4394;8471;2748;6396;591;8479;4669;7887
5269;4315;9822;6791;7726;8689;2644;5811;9496
7979;4059;3115;8213;6123;9398;172;5707;1386
3804;4670;1861;9644;1380;8688;1319;2753;3347
910;1223;2178;9613;6025;1688;7485;2561;791
1946;2057;7700;6217;3011;7484;1711;2954;2256
1951;4558;3202;1432;8753;8837;4478;4695;8865
3854;3131;378;8938;2114;7590;8141;5566;3223
49;8975;8004;3012;801;8488;4625;2657;3707
8989;9;9330;3997;6307;8524;4255;1176;6889
898;3260;9685;1959;5074;404;5676;7278;1515
7053;3623;9697;3606;6126;8164;840;7356;6695
7244;9100;9439;903;6603;4702;2675;8753;1308
4225;8290;5044;3098;2334;7643;7226;1150;8682
6653;3888;5659;3942;7264;2059;729;1669;7260
6561;1236;9535;2865;129;1859;5861;3434;1857
8302;9501;7980;4576;8079;1292;192;1013;1108
346;5190;4968;3529;1956;523;9130;7364;5544
4998;9798;894;8240;703;6880;7040;1135;4397
5072;7609;5929;1653;4340;8889;4048;6699;9337
2893;8155;250;2071;1112;1162;2407;2242;5229
7703;1795;5148;3307;9197;2669;2324;1260;6000
332;3305;9151;2349;309;6526;3761;4955;2476
464;6865;6076;57;5761;8540;2038;2881;8553
9150;6369;2135;9023;8170;9311;9626;6946;7996
478;9413;8408;4479;4743;3097;8427;8518;86
2785;3629;612;6932;715;4698;3393;1195;8288
408;7610;2462;8496;1308;4066;3979;572;7548
9074;301;6816;481;32;4638;9911;9042;5765
2912;3163;1410;7822;6566;2749;9623;530;3712
9891;5284;7739;6142;7236;2341;2431;1390;6631
8433;5899;2051;3241;6037;5238;223;892;99
1721;232;9073;6624;3325;3506;7113;5705;7480
4558;3268;8153;173;2970;3888;7079;3021;8272
1753;9608;7648;516;2747;9670;5567;4304;1478
7434;6668;8990;2659;9522;5728;9000;4263;5598
5925;3350;4512;9891;8932;6016;4462;5803;9514
8889;8276;183;8074;9630;4408;1335;1757;5050
5689;7934;7779;7783;6972;2973;361;5503;1227
5070;3084;7585;5560;322;6415;9246;5952;838
5818;5305;9001;4702;9236;4720;1035;9810;357
9363;9840;2753;3013;1942;3889;2421;2080;6403
1982;4118;1743;8370;3847;987;1157;2238;208
1519;8770;9408;3519;248;6582;5431;6936;226
2318;3436;6126;3736;18;6015;8337;1808;5046
4555;8358;1112;4040;5528;7196;1730;7493;7474
2738;4452;1751;5906;5924;6272;1051;5299;140
4399;9134;1050;4281;55;815;1210;2247;1982
2193;9603;6657;8410;83;3754;5957;2279;9365
5472;9601;6676;3998;2161;981;2223;9279;2241
4588;1382;9164;5784;3173;9095;4041;1230;8764
2056;9413;3895;8809;8663;5344;9721;2600;9774
3198;5976;3477;8664;8078;2989;9772;6732;8123
5494;2862;2421;5645;1174;3221;38;8084;5872
286;6356;6085;201;8888;1444;7671;4510;2072
5778;1860;8861;6867;479;8543;2507;9303;6700
2831;8929;833;1986;1111;8843;9984;7896;7455
1200;603;5628;706;8042;592;496;2977;7426
9994;1379;2973;5934;5024;9810;7729;1247;6946
1195;1763;4615;2104;973;4242;3111;6287;6892
7685;4563;7253;6711;7205;6806;4716;9867;8279
8056;7666;9209;685;6459;8024;3065;74;8097
1012;8744;2812;5135;114;1612;1955;2160;5933
5755;4711;8791;1668;5778;5208;3801;3406;2871
9506;9424;8172;7880;133;6788;7750;524;4941
8891;5057;2421;2808;9064;9230;3780;8356;3474
3804;2744;9840;6212;7577;4822;664;5761;3773
4892;5015;9506;5772;7678;6953;6376;2895;7911
1719;7137;3462;8077;1703;293;89;2358;5226
63;5106;44;6580;45;4139;6169;6806;4158
2918;6198;6132;8090;8473;8330;6441;7711;7749
7418;2748;3765;3557;8288;1464;613;732;6676
5087;6942;7768;9776;6976;8489;4453;5329;1946
8314;2690;1163;306;5712;6893;3500;4601;905
7515;9024;5101;3661;2975;4788;5191;968;3747
211;3594;601;650;8573;3239;8793;5489;7267
1626;7021;908;1930;301;931;385;602;9948
9304;1214;7331;6488;3521;5401;6654;1927;1630
4726;1299;1407;1139;9567;301;7734;6480;4015
3235;9865;3784;7096;6652;784;6154;1119;1214
4351;2475;2048;8657;7368;8809;6316;9441;1044
1697;2658;3967;6423;5744;7432;9497;841;6550
1285;4533;989;6787;3403;146;4962;815;5171
7604;7794;8006;8883;7046;2648;1414;5238;7096
1303;8631;8932;5236;7385;8019;6792;9954;4433
7324;5785;4325;2531;9040;7767;5512;1669;5384
7309;700;9566;8276;9974;1295;7576;3520;5933
638;597;2488;5625;6278;2074;9805;6355;422
4930;1613;7474;427;4006;6445;8400;8573;8035
3862;8463;3368;4778;2388;3419;5282;762;2414
775;6957;1799;1321;5283;1938;8035;590;5630
7330;4717;3340;7257;8970;6997;3642;6340;6643
9086;7149;7311;3823;7586;353;5909;4804;4
7378;9108;5968;3222;5088;1601;7117;5459;4085
8756;8235;535;9074;220;9761;2300;819;720
4768;1903;6955;8248;7944;3416;5789;4790;4774
3250;1222;8804;5186;8385;2701;1274;5298;3286
8687;1056;2251;2364;8614;2476;2318;184;6435
5718;5185;1834;43;5284;4964;1240;7885;2476
4508;1829;3127;1591;8731;9341;6407;6538;2374
4902;6130;2059;971;9586;688;992;5406;1573
6645;4666;6801;5770;9987;3294;8439;8870;4345
2587;1016;104;2656;7833;7612;8332;4890;8283
8307;9320;4124;411;3507;4604;4475;3649;8026
6426;7552;5414;16;7567;8559;1326;2497;5770
1781;1128;5736;9684;3994;6657;9708;4457;8003
3225;4836;9668;7656;1997;2563;601;3196;2811
1163;237;1111;5319;2681;4060;5247;8780;1416
1855;4478;3481;8584;8409;6465;4311;2466;4839
5735;6355;9629;5356;2822;2111;7217;6329;3689
5281;1072;7502;8868;4248;4008;9473;4231;5442
5407;5285;3133;9139;949;8695;6681;6511;8355
9149;7947;5784;1025;5665;8376;6088;7202;2719
9182;6737;7667;8647;7398;8096;7300;4679;1500
846;7939;7484;3416;8284;9087;1333;5880;3117
4085;6400;5498;640;1975;6575;6890;1143;6882
2753;785;2019;790;7474;5903;9085;5408;1587
8791;3087;8404;8690;1327;5841;4457;8211;8296
3102;128;7883;5462;4770;677;8537;9001;4259
2009;7656;1796;7901;3214;1414;8620;5651;8035
4085;1518;638;8673;2326;9674;3945;3020;4384
5808;6555;7438;5662;7505;9776;343;5263;5521
1006;9493;2774;4858;4443;4987;563;4805;6148
1239;6207;1107;7695;5804;7028;829;564;6552
6015;1884;2444;9152;1939;4407;3948;7751;3248
8118;3520;9265;8706;2947;4364;3101;663;7480
5084;7756;9503;821;615;6840;7198;3721;2569
2366;118;8052;5552;9788;7254;1561;1988;5399
2773;2122;364;2905;2795;4039;7214;5321;7196
8466;7705;5158;1822;9181;9983;318;8397;8368
9946;2043;5943;9999;8102;534;3336;7318;9819
8316;4990;2755;7352;2412;4642;6716;4825;7237
7525;6404;6909;9133;9644;6022;1159;9383;6227
2920;6834;9149;6163;6274;2443;9671;4087;4529
7995;7774;2319;9498;4347;8346;2481;4440;4438
759;4399;8335;5026;3547;3783;2496;9031;7184
5610;4473;122;2913;9329;2198;7180;2264;6850
